LSOA_Code,LSOA_Name,District,DERI_Score,Digital_Access,Demography_Score,Deprivation_Score,Broadband_Score,Avg_Download_Speed_Mbps,No_Superfast_Broadband_Pct,Slow_Connections_Pct,Aged_65_Plus_Pct,Day_To_Day_Limited_Pct,No_Qualifications_Pct,Pension_Credit_Rate,Unemployment_Rate,Social_Grade_DE_Pct,IMD_2019_Score
E01026033,Boston 006B,Boston,2.871600121510643,0.7128399878489358,2.6906710467794994,1.6983996311721252,4.225729686580304,80.36077128,3729.9999999999995,26.865671600000002,24.988474,17.934532,31.585932300000003,17.0,1.7058552,6.8695251,28.889
E01026034,Boston 006C,Boston,2.653612422342809,0.7346387577657191,2.960070965793804,1.8961342053891108,3.104632095845512,54.09969466,40.0,0.0,26.897321400000003,20.2008929,40.0,28.0,1.6741071,8.203125,22.289
E01026035,Boston 009C,Boston,2.282132444899435,0.7717867555100565,2.4665360299491854,1.2309562139886343,3.148905090760485,41.22349785,0.0,0.0,24.531377300000003,14.955175200000001,33.835341400000004,9.0,0.7334963,5.664221700000001,8.642
E01026036,Boston 003D,Boston,2.0410044163239607,0.795899558367604,1.6162638840976407,1.383853611535488,3.122895753338753,47.03711864,0.0,0.0,11.9022869,14.1891892,21.1305518,19.0,4.4178794,14.5530146,24.625
E01026037,Boston 002E,Boston,2.4954681162724364,0.7504531883727563,1.9364090350406125,2.403110181350301,3.1468851324263967,41.675,0.0,0.0,14.383136999999998,16.6769994,39.9477807,45.0,4.6497209999999995,15.313081200000001,35.578
E01026038,Boston 008D,Boston,2.363771024493896,0.7636228975506104,2.3577943679842073,1.2167609369944583,3.5167577685030227,39.69777365,1080.0,3.2128514,22.5312935,15.229485400000002,31.202600200000003,9.0,1.1126565,8.3449235,11.093
E01026039,Boston 009D,Boston,2.3780267983830847,0.7621973201616915,3.0226842746958846,0.9875791611145198,3.1238169593388503,46.83121019,0.0,0.0,28.8713911,19.2475941,21.8111003,5.0,1.1373578,7.2615923,14.702
E01026040,Boston 008E,Boston,2.3681425851597306,0.763185741484027,1.9287238809936724,1.364600409538495,3.8111034649470237,55.60998308,2170.0,10.1010101,16.4169381,14.592833899999999,33.1812999,7.0,1.6938110999999998,6.3192182,15.462
E01026041,Boston 007E,Boston,2.7529446863119826,0.7247055313688018,2.7823700804482976,2.3539144283422706,3.1225495501453797,47.11450216,0.0,0.0,21.2983224,22.9029905,51.1140236,25.0,1.8234865,10.6491612,29.577
E01026042,East Lindsey 008A,East Lindsey,2.6730107206426528,0.7326989279357348,2.858344620727964,1.8617035868169338,3.298983954383061,54.07382753,620.0,2.8248588000000003,23.8256933,21.6185625,30.9022556,31.0,2.37691,10.0169779,30.889
E01026043,East Lindsey 008B,East Lindsey,2.6926335975045554,0.7307366402495444,3.141250586547306,1.8433651101303918,3.093285095835968,53.65570839,0.0,0.0,26.8746579,22.9885057,33.2550861,32.0,2.2988505999999997,8.9217296,26.576
E01026044,East Lindsey 008C,East Lindsey,2.999505144114511,0.7000494855885488,4.179459277860698,1.6933651892668613,3.125690965215973,46.41233141,0.0,0.0,37.6173285,28.4476534,35.248296,14.0,1.0108303,6.0649819,25.729
E01026045,East Lindsey 001A,East Lindsey,2.9589243401384184,0.7041075659861582,3.8607905479703004,1.7617638748097306,3.254218597635225,42.27102526,330.0,0.0,37.420042599999995,23.7739872,34.1211226,29.0,1.2260128000000001,6.3965885,24.039
E01026046,East Lindsey 013A,East Lindsey,3.5207610320544234,0.6479238967945576,3.272608659204563,2.048899934569246,5.240774502389461,41.94044944,6260.0,26.315789499999998,29.5933735,22.3644578,36.2586605,31.0,1.5060241,6.551204800000001,33.299
E01026047,East Lindsey 013B,East Lindsey,3.208371615543765,0.6791628384456235,4.6665761440243765,1.7345245045248354,3.2240141980820827,52.00260223,370.0,0.0,44.198895,29.5185478,43.4416366,13.0,0.7892659999999999,5.6827151,17.312
E01026048,East Lindsey 010A,East Lindsey,4.001792778778467,0.5998207221221533,5.117746453341448,3.440502301807824,3.4471295811861276,46.93459788,969.9999999999999,1.3824885,41.770491799999995,38.7540984,53.978979,40.0,2.4262295,14.426229500000002,69.053
E01026049,East Lindsey 010B,East Lindsey,3.5813770178830695,0.641862298211693,4.664356111050404,2.6410297767258486,3.4387451658729566,41.33717358,869.9999999999999,1.0909091,39.0644753,34.450063199999995,50.0,44.0,1.3906448,8.975979800000001,37.022
E01026050,East Lindsey 010C,East Lindsey,4.042395161285489,0.5957604838714511,6.070361030133765,2.9342533183561392,3.1225711353665635,47.10967742,0.0,0.0,51.5374332,43.8502674,58.5344828,35.0,2.4064171,9.8262032,41.701
E01026051,East Lindsey 016A,East Lindsey,2.3546220164592744,0.7645377983540725,2.5843365449828335,1.3445301140237884,3.1349993903712012,44.33170732,0.0,0.0,24.3716679,16.9078446,36.4016736,0.0,1.2185834,7.159177499999999,13.59
E01026052,East Lindsey 016B,East Lindsey,2.4248491493576707,0.7575150850642329,2.257062143674957,1.9137470424553171,3.103738261942737,51.3192112,0.0,0.0,20.4500978,15.704501,45.0284091,22.0,1.6634051,5.3816047,18.844
E01026053,East Lindsey 016C,East Lindsey,1.972120636181561,0.8027879363818439,1.5009790991149212,1.2233640408855355,3.192018768544226,49.55338983,240.0,1.1904762,13.2603939,11.1159737,30.535455900000002,14.0,1.0503281999999998,6.3019694,10.325
E01026054,East Lindsey 016D,East Lindsey,2.0889992243414706,0.791100077565853,2.2235019903249453,0.9334407165006045,3.1100549661988617,49.90729814,0.0,0.0,18.0199739,17.5423361,10.578757699999999,27.0,1.2158054999999999,7.1211463,18.175
E01026055,East Lindsey 013C,East Lindsey,3.4253522555923133,0.6574647744407687,3.9474466546541205,1.768765141840829,4.559844970281989,42.05422535,4220.0,25.0,34.1964286,28.2142857,38.450899,12.0,1.1607143,5.1785714,25.579
E01026056,East Lindsey 017A,East Lindsey,3.0927274802741285,0.6907272519725871,3.369483065903159,2.1054907638042524,3.803208611114974,41.68697572,1960.0000000000002,9.523809499999999,31.1009174,22.3853211,36.121673,20.0,3.1192661,7.5229358,38.846
E01026057,East Lindsey 018A,East Lindsey,2.819403218816095,0.7180596781183906,3.1631321495211377,1.7864290900655149,3.508648416861632,42.7559322,1090.0,10.2189781,28.471528499999998,21.7782218,36.3821138,19.0,1.4485514,6.6933067,25.991
E01026058,East Lindsey 002A,East Lindsey,2.395615702340795,0.7604384297659205,2.9272802115415133,1.078419158436708,3.181147737044164,45.93769932,160.0,0.0,28.0973451,18.539823,20.7608696,19.0,0.8407080000000001,6.2831858,14.905
E01026059,East Lindsey 013D,East Lindsey,3.0334358378376236,0.6966564162162376,3.8197441376272225,1.6991462871443386,3.581417088741309,41.1065,1290.0,6.2222222,31.547618999999997,28.826530599999998,31.479538299999998,15.0,1.7857143,5.8673469,29.8
E01026060,East Lindsey 009A,East Lindsey,3.153641702555118,0.6846358297444882,3.7530319437304405,1.436382478176459,4.271510685758453,62.63305785,3650.0,5.3892216,34.696859,24.7626004,25.154639200000002,15.0,1.0226443,3.944485,26.974
E01026061,East Lindsey 001B,East Lindsey,2.2530951085247692,0.774690489147523,2.760521758398646,1.128181975719905,2.8705815914557564,135.7808081,430.0,4.3165468,27.8702892,16.2138475,31.016042799999997,8.0,0.8764242,6.6608238,7.927
