LSOA_CODE,LSOA_NAME,LAD_CODE,LAD_NAME,ONS_Pop_Total_2024,ONS_Pop_0to17,ONS_Pop_18to64,ONS_Pop_65plus,ONS_Pop_18plus,Pct_18plus,Pct_65plus,Pct_0to17,Pct_18to64,GP_Registered_Patients,GP_Registration_Rate_Pct,Registration_Gap_Est,List_Inflation_Est
E01026355,South Kesteven 002C,E07000141,South Kesteven,2588,431,1315,842,2157,83.34621329211747,32.53477588871716,16.653786707882535,50.811437403400305,2748,106.18238021638331,0,160
E01026354,South Kesteven 003G,E07000141,South Kesteven,1135,191,531,413,944,83.17180616740089,36.38766519823788,16.82819383259912,46.784140969163,1150,101.32158590308372,0,15
E01026353,South Kesteven 003F,E07000141,South Kesteven,1664,260,975,429,1404,84.375,25.78125,15.625,58.59375,1766,106.1298076923077,0,102
E01026344,South Kesteven 006E,E07000141,South Kesteven,1486,324,914,248,1162,78.19650067294751,16.689098250336475,21.80349932705249,61.50740242261104,1485,99.93270524899059,1,0
E01026343,South Kesteven 006D,E07000141,South Kesteven,1898,332,1282,284,1566,82.50790305584826,14.963119072708114,17.49209694415174,67.54478398314015,1951,102.79241306638566,0,53
E01026342,South Kesteven 008C,E07000141,South Kesteven,1362,264,859,239,1098,80.61674008810573,17.547723935389133,19.383259911894275,63.06901615271659,1389,101.98237885462555,0,27
E01026341,South Kesteven 008B,E07000141,South Kesteven,1581,299,861,421,1282,81.08791903858318,26.628716002530044,18.912080961416823,54.459203036053125,1641,103.79506641366223,0,60
E01026348,South Kesteven 015F,E07000141,South Kesteven,1248,281,794,173,967,77.48397435897436,13.862179487179487,22.516025641025642,63.62179487179487,1261,101.04166666666667,0,13
E01026347,South Kesteven 015E,E07000141,South Kesteven,1489,216,818,455,1273,85.49361987911351,30.557421087978508,14.5063801208865,54.93619879113499,1453,97.58226997985226,36,0
E01026346,South Kesteven 015D,E07000141,South Kesteven,1164,222,684,258,942,80.9278350515464,22.164948453608247,19.072164948453608,58.76288659793815,1078,92.61168384879726,86,0
E01026345,South Kesteven 006F,E07000141,South Kesteven,1750,398,878,474,1352,77.25714285714285,27.085714285714285,22.742857142857144,50.171428571428564,1791,102.34285714285714,0,41
E01026336,South Kesteven 013C,E07000141,South Kesteven,1991,434,1128,429,1557,78.20190858864892,21.54696132596685,21.79809141135108,56.654947262682064,1922,96.53440482169763,69,0
E01026335,South Kesteven 013B,E07000141,South Kesteven,1515,225,733,557,1290,85.14851485148515,36.76567656765676,14.85148514851485,48.382838283828384,1447,95.51155115511551,68,0
E01026334,South Kesteven 013A,E07000141,South Kesteven,1517,265,840,412,1252,82.53131179960448,27.158866183256425,17.46868820039552,55.37244561634805,1463,96.4403427818062,54,0
E01026333,South Kesteven 001D,E07000141,South Kesteven,2556,412,1459,685,2144,83.8810641627543,26.799687010954614,16.118935837245697,57.081377151799686,2194,85.83724569640061,362,0
E01026340,South Kesteven 002B,E07000141,South Kesteven,2305,415,1261,629,1890,81.99566160520607,27.288503253796097,18.004338394793926,54.70715835140998,2282,99.00216919739697,23,0
E01026339,South Kesteven 009D,E07000141,South Kesteven,1278,248,833,197,1030,80.59467918622848,15.414710485133021,19.405320813771517,65.17996870109546,942,73.70892018779342,336,0
E01026338,South Kesteven 009C,E07000141,South Kesteven,1271,233,684,354,1038,81.66797797010229,27.852084972462627,18.33202202989772,53.81589299763966,1245,97.9543666404406,26,0
E01026337,South Kesteven 013D,E07000141,South Kesteven,2284,537,1161,586,1747,76.48861646234676,25.65674255691769,23.51138353765324,50.83187390542907,2161,94.61471103327496,123,0
E01026392,West Lindsey 003D,E07000142,West Lindsey,3162,534,1686,942,2628,83.11195445920305,29.79127134724858,16.888045540796963,53.32068311195446,3182,100.63251106894371,0,20
E01026391,West Lindsey 003C,E07000142,West Lindsey,2056,325,1042,689,1731,84.19260700389106,33.51167315175097,15.807392996108948,50.68093385214007,2224,108.17120622568093,0,168
E01026390,West Lindsey 003B,E07000142,West Lindsey,1942,379,1024,539,1563,80.48403707518023,27.754891864057672,19.515962924819775,52.72914521112255,1861,95.82904222451081,81,0
E01026389,West Lindsey 003A,E07000142,West Lindsey,1742,251,1038,453,1491,85.59127439724455,26.00459242250287,14.408725602755453,59.58668197474167,1812,104.01836969001148,0,70
E01026396,West Lindsey 009A,E07000142,West Lindsey,1245,135,584,526,1110,89.1566265060241,42.24899598393574,10.843373493975903,46.907630522088354,1250,100.40160642570282,0,5
E01026395,West Lindsey 010C,E07000142,West Lindsey,1489,236,642,611,1253,84.15043653458697,41.034251175285426,15.84956346541303,43.11618535930155,1607,107.92478173270652,0,118
E01026394,West Lindsey 010B,E07000142,West Lindsey,2979,635,1830,514,2344,78.68412218865392,17.254112118160457,21.31587781134609,61.43001007049346,3543,118.932527693857,0,564
E01026393,West Lindsey 010A,E07000142,West Lindsey,1529,234,742,553,1295,84.69587965990843,36.167429692609545,15.304120340091561,48.52844996729889,1537,100.52321778940485,0,8
E01026384,West Lindsey 004F,E07000142,West Lindsey,2257,443,1396,418,1814,80.37217545414266,18.520159503766063,19.627824545857333,61.852015950376604,2177,96.45547186530793,80,0
E01026383,West Lindsey 004E,E07000142,West Lindsey,1472,315,1025,132,1157,78.60054347826086,8.967391304347826,21.39945652173913,69.63315217391305,1528,103.80434782608697,0,56
E01026382,West Lindsey 004D,E07000142,West Lindsey,2034,424,1206,404,1610,79.1543756145526,19.862340216322515,20.845624385447394,59.29203539823009,2657,130.6293018682399,0,623
E01026381,West Lindsey 004C,E07000142,West Lindsey,1704,313,993,398,1391,81.63145539906104,23.35680751173709,18.368544600938964,58.27464788732394,1667,97.82863849765259,37,0
E01026388,West Lindsey 007A,E07000142,West Lindsey,2262,324,1163,775,1938,85.6763925729443,34.261715296198055,14.323607427055704,51.41467727674625,2353,104.02298850574712,0,91
E01026387,West Lindsey 001C,E07000142,West Lindsey,2721,424,1472,825,2297,84.41749356854098,30.319735391400222,15.582506431459024,54.097758177140754,1103,40.53656743844175,1618,0
E01026386,West Lindsey 005B,E07000142,West Lindsey,1204,204,771,229,1000,83.05647840531562,19.019933554817275,16.943521594684384,64.03654485049833,622,51.66112956810631,582,0
E01026385,West Lindsey 005A,E07000142,West Lindsey,1088,128,592,368,960,88.23529411764706,33.82352941176471,11.76470588235294,54.41176470588235,882,81.06617647058823,206,0
E01026376,West Lindsey 006C,E07000142,West Lindsey,1634,342,889,403,1292,79.06976744186046,24.663402692778458,20.930232558139537,54.406364749082,1666,101.95838433292535,0,32
E01026375,West Lindsey 006B,E07000142,West Lindsey,2029,514,1150,365,1515,74.66732380482996,17.989157220305568,25.332676195170034,56.67816658452439,2077,102.3656973878758,0,48
E01026374,West Lindsey 006A,E07000142,West Lindsey,1678,572,964,142,1106,65.91179976162098,8.462455303933254,34.088200238379024,57.44934445768772,1689,100.65554231227651,0,11
E01026373,West Lindsey 011E,E07000142,West Lindsey,2278,388,1290,600,1890,82.9675153643547,26.33889376646181,17.032484635645304,56.628621597892895,2250,98.77085162423178,28,0
E01026380,West Lindsey 002A,E07000142,West Lindsey,2719,622,1671,426,2097,77.12394262596543,15.667524825303419,22.876057374034573,61.45641780066201,2718,99.96322177271055,1,0
E01026379,West Lindsey 004B,E07000142,West Lindsey,1903,414,1150,339,1489,78.24487651077247,17.813977929584865,21.755123489227536,60.4308985811876,1876,98.58118759852864,27,0
E01026378,West Lindsey 004A,E07000142,West Lindsey,1822,494,1059,269,1328,72.88693743139407,14.763995609220636,27.113062568605926,58.12294182217344,1804,99.01207464324918,18,0
E01026377,West Lindsey 006D,E07000142,West Lindsey,2221,535,1307,379,1686,75.91175146330482,17.064385411976588,24.088248536695183,58.84736605132823,2262,101.84601530841964,0,41
E01026368,West Lindsey 001B,E07000142,West Lindsey,2082,463,1133,486,1619,77.76176753121999,23.34293948126801,22.23823246878002,54.41882804995197,1879,90.24975984630163,203,0
E01026367,West Lindsey 001A,E07000142,West Lindsey,1674,216,897,561,1458,87.09677419354838,33.51254480286738,12.903225806451612,53.584229390681,1349,80.58542413381123,325,0
E01026366,West Lindsey 011A,E07000142,West Lindsey,2524,494,1394,636,2030,80.42789223454834,25.198098256735342,19.572107765451662,55.22979397781299,2440,96.67194928684627,84,0
E01026365,South Kesteven 002D,E07000141,South Kesteven,2291,291,1098,902,2000,87.29812309035356,39.37145351374946,12.701876909646442,47.926669576604105,2450,106.94020078568312,0,159
E01026372,West Lindsey 008A,E07000142,West Lindsey,2938,616,1613,709,2322,79.03335602450646,24.132062627637847,20.966643975493533,54.901293396868624,2969,101.05513955071477,0,31
E01026371,West Lindsey 011D,E07000142,West Lindsey,1257,239,635,383,1018,80.98647573587908,30.46937151949085,19.013524264120925,50.51710421638823,1306,103.89817024661893,0,49
E01026370,West Lindsey 011C,E07000142,West Lindsey,2657,468,1520,669,2189,82.38614979299962,25.17877305231464,17.613850207000375,57.20737674068498,2532,95.29544599171999,125,0
E01026369,West Lindsey 011B,E07000142,West Lindsey,1354,278,676,400,1076,79.4682422451994,29.542097488921716,20.53175775480059,49.926144756277694,1390,102.65878877400296,0,36
E01026416,West Lindsey 001D,E07000142,West Lindsey,1325,242,699,384,1083,81.73584905660377,28.9811320754717,18.264150943396228,52.75471698113208,1286,97.05660377358491,39,0
E01026415,West Lindsey 003E,E07000142,West Lindsey,1149,224,649,276,925,80.5047867711053,24.02088772845953,19.49521322889469,56.48389904264578,1111,96.69277632724108,38,0
E01026414,West Lindsey 008D,E07000142,West Lindsey,1919,377,1125,417,1542,80.35435122459614,21.730067743616466,19.645648775403856,58.62428348097968,1997,104.06461698801459,0,78
E01026409,West Lindsey 007C,E07000142,West Lindsey,1339,222,688,429,1117,83.42046303211352,32.038834951456316,16.579536967886483,51.38162808065721,1238,92.4570575056012,101,0
E01026408,West Lindsey 002F,E07000142,West Lindsey,1384,206,717,461,1178,85.11560693641619,33.309248554913296,14.884393063583815,51.80635838150289,1388,100.28901734104045,0,4
E01026407,West Lindsey 002E,E07000142,West Lindsey,1370,234,807,329,1136,82.91970802919708,24.014598540145986,17.080291970802918,58.9051094890511,369,26.934306569343065,1001,0
E01026406,West Lindsey 010E,E07000142,West Lindsey,1252,231,628,393,1021,81.54952076677317,31.389776357827476,18.450479233226837,50.159744408945684,1294,103.35463258785941,0,42
E01026413,West Lindsey 008C,E07000142,West Lindsey,2080,378,1136,566,1702,81.82692307692308,27.21153846153846,18.173076923076923,54.61538461538461,2094,100.67307692307692,0,14
E01026412,West Lindsey 008B,E07000142,West Lindsey,2250,548,1195,507,1702,75.64444444444445,22.53333333333333,24.355555555555554,53.11111111111111,2468,109.68888888888888,0,218
E01026411,West Lindsey 005D,E07000142,West Lindsey,2435,367,1341,727,2068,84.92813141683779,29.85626283367556,15.071868583162217,55.07186858316222,2179,89.48665297741273,256,0
E01026410,West Lindsey 007D,E07000142,West Lindsey,1602,134,689,779,1468,91.6354556803995,48.6267166042447,8.3645443196005,43.008739076154804,1598,99.75031210986268,4,0
E01026401,West Lindsey 002B,E07000142,West Lindsey,1609,291,881,437,1318,81.91423244251088,27.1597265382225,18.085767557489124,54.75450590428837,10,0.6215040397762586,1599,0
E01026400,West Lindsey 009D,E07000142,West Lindsey,1530,358,966,206,1172,76.6013071895425,13.4640522875817,23.398692810457515,63.13725490196078,1583,103.46405228758171,0,53
E01026399,West Lindsey 005C,E07000142,West Lindsey,1599,258,938,403,1341,83.86491557223265,25.203252032520325,16.135084427767353,58.661663539712315,1520,95.05941213258286,79,0
E01026398,West Lindsey 009C,E07000142,West Lindsey,1551,236,853,462,1315,84.7840103159252,29.78723404255319,15.21598968407479,54.996776273372014,1558,100.45132172791746,0,7
E01026405,West Lindsey 010D,E07000142,West Lindsey,1671,370,928,373,1301,77.85757031717534,22.32196289646918,22.142429682824655,55.53560742070617,1659,99.2818671454219,12,0
E01026404,West Lindsey 007B,E07000142,West Lindsey,2614,449,1391,774,2165,82.82325937260903,29.609793420045904,17.17674062739097,53.21346595256312,2583,98.814078041316,31,0
E01026403,West Lindsey 002D,E07000142,West Lindsey,1382,218,774,390,1164,84.22575976845152,28.21997105643994,15.77424023154848,56.00578871201157,230,16.642547033285094,1152,0
E01026402,West Lindsey 002C,E07000142,West Lindsey,1841,319,979,543,1522,82.67246061922869,29.494839760999458,17.32753938077132,53.177620858229226,18,0.9777294948397609,1823,0
E01026024,Boston 001E,E07000136,Boston,2267,434,1271,562,1833,80.85575650639612,24.79047198941332,19.14424349360388,56.06528451698279,2325,102.55844728716366,0,58
E01026023,Boston 001D,E07000136,Boston,1686,195,1015,476,1491,88.43416370106762,28.23250296559905,11.565836298932384,60.201660735468565,4797,284.51957295373666,0,3111
E01026022,Boston 008C,E07000136,Boston,2284,521,1072,691,1763,77.1891418563923,30.253940455341503,22.810858143607707,46.93520140105078,2279,99.78108581436076,5,0
E01026021,Boston 003B,E07000136,Boston,1750,340,1011,399,1410,80.57142857142857,22.8,19.428571428571427,57.77142857142857,2308,131.8857142857143,0,558
E01026028,Boston 004E,E07000136,Boston,1763,368,984,411,1395,79.12648893930799,23.312535450935904,20.873511060692003,55.81395348837209,2045,115.99546228020418,0,282
E01026027,Boston 004D,E07000136,Boston,1818,425,1080,313,1393,76.62266226622663,17.216721672167218,23.377337733773377,59.4059405940594,2054,112.98129812981298,0,236
E01026026,Boston 004C,E07000136,Boston,2311,621,1335,355,1690,73.12851579402856,15.36131544785807,26.87148420597144,57.76720034617049,2472,106.96668109043704,0,161
E01026025,Boston 003C,E07000136,Boston,2351,515,1615,221,1836,78.09442790301999,9.400255210548703,21.90557209698001,68.69417269247128,2961,125.94640578477242,0,610
E01026016,Boston 006A,E07000136,Boston,2417,442,1277,698,1975,81.71286719073231,28.87877534133223,18.287132809267685,52.834091849400075,2716,112.37070748862226,0,299
E01026015,Boston 004B,E07000136,Boston,1861,516,1111,234,1345,72.2729715206878,12.57388500806018,27.7270284793122,59.699086512627616,2096,112.62761955937668,0,235
E01026014,Boston 008B,E07000136,Boston,1877,401,1008,468,1476,78.63612147043155,24.933404368673415,21.36387852956846,53.702717101758125,2056,109.53649440596698,0,179
E01026013,Boston 008A,E07000136,Boston,1609,319,818,472,1290,80.17402113113735,29.334990677439404,19.82597886886265,50.83903045369795,2014,125.17091361093846,0,405
E01026020,Boston 007D,E07000136,Boston,3124,738,1723,663,2386,76.3764404609475,21.222791293213827,23.623559539052497,55.153649167733676,3628,116.13316261203586,0,504
E01026019,Boston 007C,E07000136,Boston,2709,649,1499,561,2060,76.04282022886673,20.70874861572536,23.957179771133262,55.334071613141376,2899,107.01365817644887,0,190
E01026018,Boston 007B,E07000136,Boston,1687,251,843,593,1436,85.12151748666271,35.15115589804386,14.878482513337286,49.97036158861885,2104,124.71843509187907,0,417
E01026017,Boston 007A,E07000136,Boston,1602,282,870,450,1320,82.39700374531836,28.08988764044944,17.60299625468165,54.30711610486891,1671,104.30711610486891,0,69
E01026007,Boston 001A,E07000136,Boston,1137,193,606,338,944,83.02550571679859,29.7273526824978,16.97449428320141,53.29815303430079,1274,112.04925241864557,0,137
E01026012,Boston 004A,E07000136,Boston,1121,217,552,352,904,80.64228367528992,31.400535236396077,19.35771632471008,49.24174843889384,1391,124.08563782337198,0,270
E01026010,Boston 002A,E07000136,Boston,1924,552,1192,180,1372,71.3097713097713,9.355509355509357,28.690228690228693,61.95426195426196,2115,109.92723492723493,0,191
E01026009,Boston 001C,E07000136,Boston,1255,188,707,360,1067,85.0199203187251,28.68525896414343,14.9800796812749,56.33466135458167,1240,98.80478087649402,15,0
E01026008,Boston 001B,E07000136,Boston,1461,210,816,435,1251,85.62628336755647,29.774127310061605,14.37371663244353,55.85215605749486,1331,91.10198494182067,130,0
E01026057,East Lindsey 018A,E07000137,East Lindsey,1996,298,1121,577,1698,85.07014028056112,28.907815631262523,14.929859719438879,56.1623246492986,1928,96.59318637274549,68,0
E01026056,East Lindsey 017A,E07000137,East Lindsey,1333,205,717,411,1128,84.62115528882221,30.83270817704426,15.378844711177795,53.78844711177795,1413,106.00150037509377,0,80
E01026055,East Lindsey 013C,E07000137,East Lindsey,1164,143,623,398,1021,87.7147766323024,34.192439862542955,12.285223367697593,53.52233676975945,1212,104.1237113402062,0,48
E01026054,East Lindsey 016D,E07000137,East Lindsey,1519,318,854,347,1201,79.06517445687953,22.8439763001975,20.934825543120475,56.22119815668203,1641,108.03159973666887,0,122
E01026061,East Lindsey 001B,E07000137,East Lindsey,1167,210,576,381,957,82.0051413881748,32.64781491002571,17.994858611825194,49.3573264781491,777,66.58097686375322,390,0
E01026060,East Lindsey 009A,E07000137,East Lindsey,1284,150,635,499,1134,88.3177570093458,38.86292834890966,11.682242990654206,49.45482866043614,1317,102.57009345794393,0,33
E01026059,East Lindsey 013D,E07000137,East Lindsey,1131,141,576,414,990,87.53315649867373,36.60477453580902,12.46684350132626,50.92838196286472,1186,104.86295313881521,0,55
E01026058,East Lindsey 002A,E07000137,East Lindsey,2413,441,1267,705,1972,81.72399502693743,29.216742644011607,18.27600497306258,52.50725238292582,2431,100.74595938665563,0,18
E01026049,East Lindsey 010B,E07000137,East Lindsey,1488,138,747,603,1350,90.7258064516129,40.524193548387096,9.274193548387096,50.201612903225815,1545,103.83064516129032,0,57
E01026048,East Lindsey 010A,E07000137,East Lindsey,1671,211,762,698,1460,87.37283064033512,41.77139437462597,12.627169359664872,45.601436265709154,1675,100.2393776181927,0,4
E01026047,East Lindsey 013B,E07000137,East Lindsey,1266,147,562,557,1119,88.38862559241706,43.99684044233807,11.61137440758294,44.39178515007899,1325,104.66034755134281,0,59
E01026046,East Lindsey 013A,E07000137,East Lindsey,1571,280,829,462,1291,82.1769573520051,29.408020369191597,17.823042647994907,52.7689369828135,1738,110.63017186505411,0,167
E01026053,East Lindsey 016C,E07000137,East Lindsey,2032,484,1181,367,1548,76.18110236220473,18.061023622047244,23.818897637795274,58.120078740157474,1715,84.3996062992126,317,0
E01026052,East Lindsey 016B,E07000137,East Lindsey,2702,457,1760,485,2245,83.08660251665432,17.949666913397483,16.91339748334567,65.13693560325684,1977,73.1680236861584,725,0
E01026051,East Lindsey 016A,E07000137,East Lindsey,1515,295,875,345,1220,80.52805280528052,22.772277227722775,19.471947194719473,57.755775577557756,1356,89.50495049504951,159,0
E01026050,East Lindsey 010C,E07000137,East Lindsey,1554,130,658,766,1424,91.63449163449164,49.29214929214929,8.365508365508365,42.34234234234234,1632,105.01930501930501,0,78
E01026041,Boston 007E,E07000136,Boston,1368,396,693,279,972,71.05263157894737,20.394736842105264,28.947368421052634,50.6578947368421,1518,110.96491228070175,0,150
E01026040,Boston 008E,E07000136,Boston,1837,446,1095,296,1391,75.72128470332063,16.113228089275992,24.27871529667937,59.608056614044635,2083,113.39139902014152,0,246
E01026039,Boston 009D,E07000136,Boston,1197,231,615,351,966,80.7017543859649,29.32330827067669,19.298245614035086,51.37844611528822,1408,117.62740183792815,0,211
E01026038,Boston 008D,E07000136,Boston,1458,271,843,344,1187,81.41289437585733,23.593964334705074,18.587105624142662,57.818930041152264,1459,100.06858710562415,0,1
E01026045,East Lindsey 001A,E07000137,East Lindsey,1817,207,885,725,1610,88.60759493670885,39.900935608145296,11.39240506329114,48.70665932856357,1765,97.13813979086406,52,0
E01026044,East Lindsey 008C,E07000137,East Lindsey,1346,146,650,550,1200,89.15304606240714,40.861812778603266,10.846953937592868,48.29123328380386,1374,102.08023774145616,0,28
E01026043,East Lindsey 008B,E07000137,East Lindsey,1967,401,1024,542,1566,79.61362480935435,27.554651753940014,20.38637519064565,52.058973055414334,2010,102.18607015760041,0,43
E01026042,East Lindsey 008A,E07000137,East Lindsey,1782,409,964,409,1373,77.0482603815937,22.951739618406286,22.951739618406286,54.09652076318743,1755,98.48484848484848,27,0
E01026033,Boston 006B,E07000136,Boston,2446,459,1364,623,1987,81.2346688470973,25.47015535568275,18.765331152902696,55.76451349141456,2654,108.50367947669666,0,208
E01026032,Boston 002D,E07000136,Boston,2073,480,1327,266,1593,76.8451519536903,12.831644958996623,23.154848046309695,64.01350699469369,2761,133.1886155330439,0,688
E01026031,Boston 009B,E07000136,Boston,1661,330,801,530,1331,80.13245033112582,31.908488862131247,19.867549668874172,48.22396146899458,1917,115.41240216736905,0,256
E01026030,Boston 002C,E07000136,Boston,2559,644,1460,455,1915,74.83391949980461,17.780382962094567,25.16608050019539,57.053536537710045,3076,120.20320437670966,0,517
E01026037,Boston 002E,E07000136,Boston,1555,387,935,233,1168,75.11254019292605,14.983922829581994,24.887459807073956,60.12861736334405,1879,120.83601286173634,0,324
E01026036,Boston 003D,E07000136,Boston,1686,413,1028,245,1273,75.5041518386714,14.531435349940688,24.49584816132859,60.972716488730725,2264,134.282325029656,0,578
E01026035,Boston 009C,E07000136,Boston,2514,512,1382,620,2002,79.6340493237868,24.66189339697693,20.365950676213206,54.97215592680986,2596,103.26173428798727,0,82
E01026034,Boston 006C,E07000136,Boston,1758,347,911,500,1411,80.26166097838453,28.441410693970422,19.738339021615474,51.8202502844141,1894,107.73606370875994,0,136
E01026091,East Lindsey 003F,E07000137,East Lindsey,1395,300,725,370,1095,78.49462365591397,26.523297491039425,21.50537634408602,51.971326164874554,1773,127.09677419354838,0,378
E01026090,East Lindsey 003E,E07000137,East Lindsey,1381,236,671,474,1145,82.91093410572049,34.32295438088342,17.089065894279507,48.587979724837076,1274,92.25199131064447,107,0
E01026089,East Lindsey 004C,E07000137,East Lindsey,1977,239,992,746,1738,87.91097622660597,37.733940313606475,12.08902377339403,50.17703591299949,1961,99.19069296914516,16,0
E01026088,East Lindsey 003D,E07000137,East Lindsey,1392,209,698,485,1183,84.98563218390804,34.84195402298851,15.014367816091953,50.143678160919535,1384,99.42528735632183,8,0
E01026095,East Lindsey 014C,E07000137,East Lindsey,1406,215,760,431,1191,84.70839260312944,30.654338549075394,15.291607396870555,54.054054054054056,1506,107.11237553342816,0,100
E01026094,East Lindsey 015B,E07000137,East Lindsey,2490,643,1267,580,1847,74.17670682730923,23.293172690763054,25.823293172690764,50.88353413654618,2890,116.06425702811245,0,400
E01026093,East Lindsey 014B,E07000137,East Lindsey,1806,252,1186,368,1554,86.04651162790698,20.376522702104097,13.953488372093023,65.66998892580288,2045,113.23366555924696,0,239
E01026092,East Lindsey 014A,E07000137,East Lindsey,1397,300,851,246,1097,78.52541159627773,17.609162491052256,21.47458840372226,60.91624910522548,1585,113.45740873299928,0,188
E01026081,East Lindsey 004A,E07000137,East Lindsey,2286,370,1361,555,1916,83.81452318460192,24.278215223097114,16.185476815398076,59.53630796150481,2481,108.53018372703411,0,195
E01026080,East Lindsey 001E,E07000137,East Lindsey,2024,300,1001,723,1724,85.17786561264822,35.72134387351779,14.82213438735178,49.45652173913043,1870,92.3913043478261,154,0
E01026079,East Lindsey 002C,E07000137,East Lindsey,1947,280,994,673,1667,85.61890087313816,34.56599897277863,14.381099126861837,51.05290190035953,1968,101.07858243451464,0,21
E01026078,East Lindsey 003B,E07000137,East Lindsey,1121,237,580,304,884,78.85816235504014,27.11864406779661,21.141837644959857,51.739518287243534,1045,93.22033898305084,76,0
E01026087,East Lindsey 003C,E07000137,East Lindsey,1631,430,988,213,1201,73.635806253832,13.059472716125075,26.364193746167995,60.57633353770693,1705,104.53709380748006,0,74
E01026084,East Lindsey 012A,E07000137,East Lindsey,1618,299,910,409,1319,81.5203955500618,25.278121137206426,18.479604449938194,56.24227441285537,1711,105.7478368355995,0,93
E01026083,East Lindsey 015A,E07000137,East Lindsey,1727,411,938,378,1316,76.20150550086856,21.887666473653734,23.798494499131444,54.313839027214826,1812,104.9218297625941,0,85
E01026082,East Lindsey 007B,E07000137,East Lindsey,2359,283,1175,901,2076,88.00339126748622,38.194150063586264,11.996608732513778,49.80924120389996,2319,98.30436625688851,40,0
E01026073,East Lindsey 005B,E07000137,East Lindsey,1900,262,1001,637,1638,86.21052631578947,33.526315789473685,13.789473684210526,52.68421052631579,2060,108.42105263157895,0,160
E01026072,East Lindsey 005A,E07000137,East Lindsey,2394,442,1157,795,1952,81.53717627401838,33.20802005012531,18.462823725981618,48.329156223893065,2494,104.17710944026734,0,100
E01026071,East Lindsey 007A,E07000137,East Lindsey,2089,240,1106,743,1849,88.51124940162757,35.56725706079464,11.488750598372427,52.943992340832935,2060,98.61177596936334,29,0
E01032998,South Kesteven 011F,E07000141,South Kesteven,1886,525,1215,146,1361,72.16330858960764,7.741251325556734,27.836691410392365,64.4220572640509,2071,109.80911983032873,0,185
E01026070,East Lindsey 009C,E07000137,East Lindsey,2314,461,1218,635,1853,80.07778738115817,27.441659464131373,19.922212618841833,52.6361279170268,2442,105.53154710458081,0,128
E01032997,South Kesteven 011E,E07000141,South Kesteven,1449,371,855,223,1078,74.39613526570048,15.38992408557626,25.60386473429952,59.006211180124225,1309,90.33816425120773,140,0
E01026077,East Lindsey 003A,E07000137,East Lindsey,1825,443,1013,369,1382,75.72602739726028,20.21917808219178,24.273972602739725,55.50684931506849,2213,121.26027397260275,0,388
E01032996,South Holland 006G,E07000140,South Holland,1443,245,842,356,1198,83.02148302148302,24.670824670824672,16.97851697851698,58.35065835065835,1404,97.2972972972973,39,0
E01026076,East Lindsey 002B,E07000137,East Lindsey,2285,323,1207,755,1962,85.86433260393873,33.04157549234136,14.135667396061269,52.822757111597376,2214,96.89277899343544,71,0
E01032995,South Holland 006F,E07000140,South Holland,1524,241,981,302,1283,84.18635170603675,19.816272965879264,15.813648293963253,64.37007874015748,1488,97.63779527559055,36,0
E01026075,East Lindsey 018B,E07000137,East Lindsey,2197,333,1155,709,1864,84.84296768320438,32.27127901684115,15.157032316795629,52.57168866636322,2327,105.91715976331362,0,130
E01026074,East Lindsey 005C,E07000137,East Lindsey,2153,268,1005,880,1885,87.55225267069206,40.873200185787276,12.447747329307942,46.67905248490478,2246,104.31955411054344,0,93
E01026065,East Lindsey 011B,E07000137,East Lindsey,2089,360,1024,705,1729,82.76687410244136,33.748204882719,17.23312589755864,49.018669219722355,2278,109.04739109621828,0,189
E01026064,East Lindsey 011A,E07000137,East Lindsey,1623,423,924,276,1200,73.93715341959334,17.005545286506468,26.062846580406656,56.931608133086876,1644,101.29390018484288,0,21
E01032999,South Kesteven 011G,E07000141,South Kesteven,1277,237,713,327,1040,81.44087705559906,25.606891151135475,18.55912294440094,55.83398590446359,1216,95.22317932654659,61,0
E01032989,North Kesteven 013C,E07000139,North Kesteven,2130,566,1443,121,1564,73.42723004694835,5.68075117370892,26.572769953051644,67.74647887323944,2202,103.38028169014083,0,72
E01026063,East Lindsey 001D,E07000137,East Lindsey,1549,284,815,450,1265,81.6655907036798,29.05100064557779,18.334409296320207,52.61459005810201,1033,66.68818592640413,516,0
E01032988,North Kesteven 013B,E07000139,North Kesteven,1939,452,1195,292,1487,76.68901495616296,15.059308922124806,23.31098504383703,61.629706034038165,2031,104.74471376998453,0,92
E01026062,East Lindsey 001C,E07000137,East Lindsey,1122,209,621,292,913,81.37254901960785,26.02495543672014,18.627450980392158,55.3475935828877,773,68.89483065953654,349,0
E01032987,East Lindsey 004E,E07000137,East Lindsey,1426,303,800,323,1123,78.75175315568022,22.6507713884993,21.248246844319777,56.100981767180926,1444,101.26227208976158,0,18
E01026069,East Lindsey 010D,E07000137,East Lindsey,2281,256,1230,795,2025,88.77685225778168,34.85313459009207,11.223147742218325,53.92371766768961,2530,110.91626479614204,0,249
E01032986,East Lindsey 004D,E07000137,East Lindsey,1162,145,671,346,1017,87.52151462994836,29.776247848537007,12.478485370051635,57.74526678141137,1112,95.69707401032701,50,0
E01026068,East Lindsey 009B,E07000137,East Lindsey,2111,273,1148,690,1838,87.06774040738986,32.68593083846518,12.932259592610137,54.38180956892468,2073,98.19990525817148,38,0
