"lsoa11","samhi_index.2011","samhi_dec.2011","samhi_index.2012","samhi_dec.2012","samhi_index.2013","samhi_dec.2013","samhi_index.2014","samhi_dec.2014","samhi_index.2015","samhi_dec.2015","samhi_index.2016","samhi_dec.2016","samhi_index.2017","samhi_dec.2017","samhi_index.2018","samhi_dec.2018","samhi_index.2019","samhi_dec.2019","samhi_index.2020","samhi_dec.2020","samhi_index.2021","samhi_dec.2021","samhi_index.2022","samhi_dec.2022"
"E01003233",-1.53825057303973,2,-1.27981467108967,2,-1.14931668373991,3,-1.23829651003345,2,-1.27214018038811,1,-1.02135655297579,2,-0.951736299194015,1,-0.596437425560257,2,-0.590777655848695,1,-0.611316161509983,1,-0.429670462620222,1,-0.406829543688534,1
"E01003235",-0.347592589766033,8,-0.0819643907033996,9,-0.153880033839163,8,-0.647893515413874,5,-0.838375787185223,3,-0.80048501875626,2,-1.07358749302098,1,-0.514024472477903,2,-0.119464953037541,3,0.273750277937005,5,-0.298439449094147,2,0.260203682920402,4
"E01003236",-0.770437746356538,7,-0.843872734178051,5,-0.349945625670289,7,-0.406648375944061,6,-0.765048079927879,3,-0.880367954288099,2,-0.715781077800381,2,-0.476953863884154,2,-0.195624116920344,3,0.0431035438812463,4,0.293428374557603,4,0.109142872264695,3
"E01003237",-1.22151642586981,4,-1.07817076752246,4,-0.631806326870739,6,-0.421787671326021,6,-0.567100364920878,4,-0.826386264145078,2,-0.653408715422724,2,-0.597482258907347,2,-0.304878434501608,2,-0.0870548390930692,3,0.7099761810697,6,0.433217018462067,5
"E01003238",-0.401762334076133,8,-0.787788961578339,5,-0.337679104955627,8,-0.559314151586689,5,-0.771330694490575,3,-0.963515186071372,2,-0.615299640061042,2,-0.347311180810519,3,0.271620397503681,5,-0.311236413082509,2,0.189947176197058,4,-0.228852099703171,2
"E01003239",-0.821530541387255,6,-0.775458293351055,6,-0.368924148481055,7,-0.694539235453596,5,-0.716343255713802,4,-0.727636094070305,3,-0.525837306997763,3,-0.717709015457836,1,-0.172073146849347,3,-0.37009269301086,2,-0.0462978773075374,3,0.451215666724064,5
"E01003240",-1.02023853519204,5,-0.490551820597935,7,-0.608157912763235,6,-0.846148762901702,4,-0.916566942289006,3,-0.82949816497281,2,-0.823057776537196,2,-0.475864914007378,2,-0.268273140131926,2,-0.456014135504836,2,-0.193380659132484,2,-0.110612419575468,2
"E01003241",-0.768083212819513,7,-0.39096281962124,8,-0.52426950870061,7,-0.624965107381703,5,-0.671021647208711,4,-1.14082743765531,1,-0.667869928028618,2,0.737953571126271,8,0.94509084932853,8,0.435391724722554,6,0.716399059838812,6,0.696517417348392,6
"E01003243",-0.850141849163373,6,-0.901027771794403,5,-0.820871963254494,5,-0.460953245945968,6,-0.880728363255976,3,-0.856213341173089,2,-1.00222420629812,1,-0.395590040267134,3,-0.19219200210455,3,-0.200936746848563,3,0.182144255699417,4,0.0350355704569368,3
"E01003244",-1.65419052681314,2,-1.35784073015693,2,-1.19388738043461,3,-1.17554372107797,2,-1.24764461365738,1,-1.04336336228989,1,-1.16342504300592,1,-0.842575115886923,1,-0.638518160699775,1,-0.389426298151596,2,-0.487100412800445,1,-0.507726135973375,1
"E01003245",-1.55191882085266,2,-1.44703755408533,2,-1.22144789245608,3,-1.35323721044363,1,-0.881496160654302,3,-1.08197633102993,1,-1.11227648670602,1,-0.580527485621163,2,-0.487845733775584,2,0.131190992317141,4,0.155933674513875,3,0.22658869601088,4
"E01003246",-1.12927805399513,4,-1.31785032020861,2,-0.691464208922438,6,-0.77541004856554,4,-1.04275440409395,2,-1.13666528003451,1,-0.811806191282414,2,-0.372826639972409,3,-0.208608672675173,3,-0.299354115325148,2,-0.247434330223511,2,0.0810979398010303,3
"E01003247",-1.75710649352355,1,-1.49558598232354,2,-1.24216512605955,3,-1.1832476506525,2,-1.3258663132674,1,-1.20394858417422,1,-1.31440738214828,1,-0.819110154555811,1,-0.95474516935947,1,-0.446502787422938,2,-0.131704861450508,2,-0.399349017940409,1
"E01003248",-1.46105882483115,2,-1.57152176520269,1,-1.52777499147813,1,-1.25382080492953,2,-1.3220660162074,1,-1.13961674432057,1,-0.862702436903811,2,-0.639228229059358,2,-0.933106495038862,1,-0.409377629061636,2,-0.60458642655,1,-0.42288297126162,1
"E01003249",-1.40440038834289,3,-1.50353563218368,2,-1.24245134180521,3,-0.976852274650202,3,-1.05423276350646,2,-0.989302819088847,2,-0.88194481240098,1,-0.512065769239987,2,-0.63971515161399,1,-0.584086551845192,1,-0.457846770504179,1,-0.420805079827167,1
"E01003250",-1.46872096187506,2,-1.21042104981836,3,-0.902184334044252,5,-0.959522452630763,3,-1.00741054711648,2,-0.577109251939468,3,-0.923999116582307,1,-0.702424842527668,1,-0.405869398825159,2,-0.720517332247163,1,-0.50091133842771,1,-0.448803727600594,1
"E01003251",-1.81005573098425,1,-1.80102343281847,1,-1.42400712029606,2,-1.37231342528771,1,-1.44558715004294,1,-1.31153116433082,1,-1.00135715209364,1,-0.644721123986225,2,-0.606999040956269,1,-0.712592330954496,1,-0.430510142321458,1,-0.447815151059864,1
"E01003252",-1.77305304284083,1,-1.55159204900115,1,-1.211011028744,3,-1.01069212232631,3,-1.22442520158708,1,-1.19810508481493,1,-0.928714716986212,1,-0.233957324726527,3,-0.428741511862523,2,-0.399201082444576,2,-0.157024780767903,2,-0.250750655894214,2
"E01003253",-1.34696565168172,3,-1.15993016409463,3,-0.983106892070526,4,-0.880646250463511,4,-0.987051404126357,2,-0.639730685361627,3,-0.895753968005349,1,-0.232040533723474,3,0.117144237081502,4,0.210959215253559,4,-0.13522217294185,2,-0.414950057304248,1
"E01003254",-1.71263008130723,1,-1.25893239984893,3,-1.26783045933768,2,-1.26434250211815,2,-1.28039242803775,1,-0.861349860802716,2,-0.823054235869681,2,-0.521525436250172,2,-0.624246459856871,1,-0.646821961012277,1,-0.296660613135884,2,0.00809374153135737,3
"E01003255",-1.52240250894515,2,-1.3755980554509,2,-1.36673247542991,2,-1.09021505809667,2,-1.23089097162762,1,-1.17528658302902,1,-0.868373448431673,1,-0.753578422383482,1,-0.837317097893116,1,-0.658462430059788,1,-0.520985904090038,1,-0.599295065714016,1
"E01003256",-0.03218022753184,9,-0.0958141808073329,9,0.0338289379990496,9,-0.136122062488812,7,-0.0967714763209155,7,-0.230090617529128,5,-0.269408779758823,4,0.366841615051749,6,0.185156040056381,4,0.12417092413723,4,0.183942560250713,4,0.420800941423878,5
"E01003257",-0.41874286541839,8,-0.0285912451617316,9,-0.518495371090322,7,-0.243175962655414,7,-0.446577885450596,5,-0.392006355506612,4,-0.199500517309385,4,-0.017788851135521,4,0.394876250544601,5,-0.0866358964820134,3,-0.304325480832481,2,0.263993329313284,4
"E01003258",-0.636999222286549,7,-0.748888744455249,6,-0.375482461792671,7,-0.58437350017633,5,-0.49877633325559,5,-0.607957505963197,3,-0.548068517077486,3,-0.30942705472039,3,-0.140032962509597,3,0.307259561982581,5,0.072657840552257,3,-0.106866938478065,2
"E01003259",-1.11557668483276,4,-0.759261503142564,6,-0.893520291212845,5,-0.808110621874712,4,-0.870572748151353,3,-0.746286229585978,3,-0.525762747208583,3,-0.313898710376465,3,0.107287207842625,4,-0.301346442445941,2,-0.117410202666292,2,0.186969204993779,3
"E01003260",-1.66097901888984,1,-1.40452617497634,2,-1.20132007041762,3,-1.0813244012563,3,-1.0116547917287,2,-0.815338912880175,2,-0.64989334099974,2,-0.554603702469193,2,-0.514240850082177,2,-0.564577721402075,1,-0.453824589118764,1,-0.297437692052675,2
"E01003261",-1.69637434850799,1,-1.49452756187822,2,-1.16278639942741,3,-1.19369567551926,2,-1.09014790663382,2,-0.817055067696457,2,-0.545078343983948,3,-0.463229275648639,2,-0.152938719485692,3,-0.48087228709469,2,-0.347042089068391,2,-0.525716181911077,1
"E01003262",-1.52333660145876,2,-1.24126971479651,3,-1.46122957656683,2,-1.33762164980471,1,-1.37138921896849,1,-0.979078732064991,2,-0.796103166620399,2,-0.544479574820255,2,-0.375500446099963,2,-0.6607043716153,1,-0.124288702445903,2,-0.0590054172170509,2
"E01003263",-0.575679843780274,8,-0.641328185012162,6,-0.132921721954507,8,-0.552322804816751,5,-0.350807548106331,6,-0.28234541530061,5,-0.210124864126944,4,0.0221460255195839,5,-0.185068016507155,3,-0.151262738825649,3,0.118406567996206,3,0.0946704412764942,3
"E01003264",-0.64243343673688,7,-0.584617090083914,7,0.318419758631216,9,-0.257559262324046,7,-0.486296744985919,5,-0.209128678045561,5,-0.148564283176001,5,0.905337867294094,8,0.555417656607774,6,0.210017486034315,4,0.219480793230046,4,-0.0105594151105692,3
"E01003265",-0.815441438347869,6,-0.71254360678935,6,-0.340132534572102,8,-0.572033300540765,5,-1.00655863807419,2,-0.801676647684069,2,-0.584623410398935,3,-0.299835087019504,3,-0.329415898120506,2,-0.107497963501986,3,-0.350133004533452,2,-0.157795294953116,2
"E01003266",-0.554795488487922,8,-0.556879770629459,7,-0.0983309407521854,8,-0.333511511396007,7,0.150690714760904,8,-0.583996978633852,3,-0.239630548920578,4,0.38471648184799,6,0.311213853091399,5,0.300706382987024,5,0.536369200240959,5,0.320073467247744,4
"E01003267",-0.63814693239778,7,-0.619384707042555,6,-0.704634832571705,6,-0.151042776542446,7,-0.521540078664539,5,-0.259630156007306,5,-0.376007428545677,4,0.0192745625950213,5,-0.0664797728567901,3,0.102870689665046,4,0.190204120191725,4,0.0698224760305536,3
"E01003268",-1.19060019986824,4,-1.20032046896112,3,-1.01421294641121,4,-0.755577999032901,4,-0.843155322597163,3,-0.85659221493441,2,-0.997662317684205,1,-0.72498066347368,1,-0.778345622109164,1,-0.277029273202402,2,-0.350106478273857,2,-0.275520514891725,2
"E01003269",-1.13399972444944,4,-0.929487275193434,5,-0.781392456383509,5,-0.577610901775444,5,-0.823559753101955,3,-0.963611074979682,2,-1.0730762599212,1,-0.000320133674849802,4,0.0851980085820501,4,-0.0834633828630867,3,-0.153695803697533,2,0.0170546600027225,3
"E01003270",-1.40290884240445,3,-1.13322004470901,3,-1.0887279448297,3,-0.591516578077418,5,-0.974495241801142,2,-1.00032484917174,2,-0.908857272016596,1,-0.925112211934884,1,-0.857951212253273,1,-0.762060321043607,1,-0.436340105610706,1,-0.388582947379443,1
"E01003271",-1.40882915525547,3,-1.30813699603006,2,-1.16889348176262,3,-1.14984011841751,2,-1.16019850656884,2,-1.01502780945813,2,-0.892265395828184,1,-0.725022182145901,1,-0.439124982177558,2,-0.780616654234936,1,-0.536949771478523,1,-0.322986405738828,2
"E01003272",-1.47564796214553,2,-1.18700263169202,3,-1.03959199252305,4,-0.878056719071037,4,-0.934943740806142,2,-0.872821496705722,2,-0.922009225096684,1,-0.74594846386241,1,-0.251853521380635,2,-0.200979286365758,3,0.0149776151304051,3,-0.0336508318100185,3
"E01003273",-1.17979076535227,4,-1.52118734964229,2,-1.31609402910964,2,-1.06528840035536,3,-1.14323075611106,2,-1.31039432267056,1,-1.01457227489802,1,-0.55911625503529,2,-0.85452570899159,1,-0.67947503369299,1,-0.544164292576172,1,-0.424863877271968,1
"E01003274",-1.39225980837159,3,-1.08936265880203,4,-1.10234181384056,3,-1.2739521207658,2,-1.17208000038749,2,-1.16249030603015,1,-0.959991231737194,1,-0.871430151954804,1,-0.132678849148393,3,-0.57933319821297,1,-0.629720359944607,1,-0.256770298288184,2
