LSOA_code,Region,LA_Code,LA_Name,Hosp_pop,HospPTt,HospPT15n,HospPT30n,HospPT45n,HospPT60n,HospPT15pct,HospPT30pct,HospPT45pct,HospPT60pct,HospCyct,HospCyc15n,HospCyc30n,HospCyc45n,HospCyc60n,HospCyc15pct,HospCyc30pct,HospCyc45pct,HospCyc60pct,HospCart,HospCar15n,HospCar30n,HospCar45n,HospCar60n,HospCar15pct,HospCar30pct,HospCar45pct,HospCar60pct,HospWalkt,HospWalk15n,HospWalk30n,HospWalk45n,HospWalk60n,HospWalk15pct,HospWalk30pct,HospWalk45pct,HospWalk60pct
E01026049,East Midlands,E07000137,East Lindsey,776.155166625977,110.388626163671,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,68.1956945857382,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
E01026050,East Midlands,E07000137,East Lindsey,851.955749511719,100.835149437258,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,66.7025310910965,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
E01026051,East Midlands,E07000137,East Lindsey,560.497222900391,55.1295803358475,0,0,0,1,0,0,0,100,83.151790308737,0,0,0,0,0,0,0,0,38.2153331409694,0,0,1,1,0,0,100,100,120,0,0,0,0,0,0,0,0
E01026052,East Midlands,E07000137,East Lindsey,687.54320526123,43.2182765670278,0,0,0.543478252426497,1,0,0,54.3478252426497,100,84.2941603395438,0,0,0,0,0,0,0,0,38.2240218340806,0,0,1,1,0,0,100,100,120,0,0,0,0,0,0,0,0
E01026053,East Midlands,E07000137,East Lindsey,814.589263916016,52.7429102339184,0,0,0,1,0,0,0,100,90.9899856353715,0,0,0,0,0,0,0,0,41.4432631742565,0,0,1,1.13630405791358,0,0,100,100,120,0,0,0,0,0,0,0,0
E01026054,East Midlands,E07000137,East Lindsey,774.019958496094,46.8169650241532,0,0,0.379310348906281,1,0,0,37.9310348906281,100,89.0832963698973,0,0,0,0,0,0,0,0,40.655461820249,0,0,1,1,0,0,100,100,120,0,0,0,0,0,0,0,0
E01026055,East Midlands,E07000137,East Lindsey,517.792663574219,120,0,0,0,0,0,0,0,0,109.956948783794,0,0,0,0,0,0,0,0,46.6429275106569,0,0,0.18350514203134,1,0,0,18.350514203134,100,120,0,0,0,0,0,0,0,0
E01026056,East Midlands,E07000137,East Lindsey,506.048896789551,61.2645367413785,0,0,0,0.72362870022107,0,0,0,72.362870022107,111.757235215935,0,0,0,0,0,0,0,0,43.641560743911,0,0,0.761603372505785,1,0,0,76.1603372505785,100,120,0,0,0,0,0,0,0,0
E01026057,East Midlands,E07000137,East Lindsey,880.781318664551,48.3183390922141,0,0.20727273253297,0.368484859761296,0.804848491242672,0,20.727273253297,36.8484859761296,80.4848491242672,44.7318541345578,0,0,0.663030309928465,0.801212125842394,0,0,66.3030309928465,80.1212125842394,21.5246909468688,0,1,1,1,0,100,100,100,105.244508605428,0,0,0,0,0,0,0,0
E01026058,East Midlands,E07000137,East Lindsey,974.731330871582,120,0,0,0,0,0,0,0,0,110.500899196787,0,0,0,0,0,0,0,0,45.613001139791,0,0,0.196056957896481,1,0,0,19.6056957896481,100,120,0,0,0,0,0,0,0,0
E01026059,East Midlands,E07000137,East Lindsey,482.561401367188,55.2939828098694,0,0,0,0.57743360789124,0,0,0,57.743360789124,94.0180316789499,0,0,0,0,0,0,0,0,39.3734066070644,0,0,1,1,0,0,100,100,120,0,0,0,0,0,0,0,0
E01026060,East Midlands,E07000137,East Lindsey,603.201759338379,74.6120513462018,0,0,0,0.546902672798547,0,0,0,54.6902672798547,84.0512027765286,0,0,0,0,0,0,0,0,34.0046724735374,0,0,1,1,0,0,100,100,120,0,0,0,0,0,0,0,0
E01026061,East Midlands,E07000137,East Lindsey,537.009704589844,31.5881100517701,0,0.254473159621552,1,1,0,25.4473159621552,100,100,28.8120673075675,0,1,1,1,0,100,100,100,16.3684483527278,0,1,1,3,0,100,100,100,77.0059050825403,0,0,0,0,0,0,0,0
E01026062,East Midlands,E07000137,East Lindsey,560.497207641602,28.2276190515469,0,0.754285719730448,1,1,0,75.4285719730448,100,100,28.4608378155619,0,1,1,1,0,100,100,100,16.2443430345494,0,1,1,3,0,100,100,100,75.2519415805424,0,0,0,0,0,0,0,0
E01026063,East Midlands,E07000137,East Lindsey,592.525619506836,29.5678205637812,0,0.518918908618072,1,1,0,51.8918908618072,100,100,25.2662160054516,0,1,1,1,0,100,100,100,14.9603063434828,0.518918908618072,1,1,4,51.8918908618072,100,100,100,65.5000370015968,0,0,0,0,0,0,0,0
E01026064,East Midlands,E07000137,East Lindsey,698.219383239746,62.5753515075462,0,0,0,0.399082570561663,0,0,0,39.9082570561663,115.264189738812,0,0,0,0,0,0,0,0,48.6525232174894,0,0,0,2,0,0,0,100,120,0,0,0,0,0,0,0,0
E01026065,East Midlands,E07000137,East Lindsey,883.984161376953,59.5629824548965,0,0,0,0.526570023751318,0,0,0,52.6570023751318,118.832114237808,0,0,0,0,0,0,0,0,48.5765945378187,0,0,0,2,0,0,0,100,120,0,0,0,0,0,0,0,0
E01026066,East Midlands,E07000137,East Lindsey,935.229614257813,52.3486534776045,0,0,0,0.871004565614044,0,0,0,87.1004565614044,119.193640937561,0,0,0,0,0,0,0,0,46.4127172526137,0,0,0,2,0,0,0,100,120,0,0,0,0,0,0,0,0
E01026067,East Midlands,E07000137,East Lindsey,996.083618164063,54.9138379070864,0,0,0,0.814576637237854,0,0,0,81.4576637237854,117.609603142964,0,0,0,0,0,0,0,0,47.9348763025971,0,0,0,2,0,0,0,100,120,0,0,0,0,0,0,0,0
E01026068,East Midlands,E07000137,East Lindsey,1005.69212722778,90.2446079205071,0,0,0,0.232484074633207,0,0,0,23.2484074633207,110.864553079138,0,0,0,0,0,0,0,0,44.0311467642074,0,0,0.626326964703859,1.62101911537119,0,0,62.6326964703859,100,120,0,0,0,0,0,0,0,0
E01026069,East Midlands,E07000137,East Lindsey,1044.12620544434,91.8916983891232,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,59.1479245554266,0,0,0,0.794478520479708,0,0,0,79.4478520479708,120,0,0,0,0,0,0,0,0
E01026070,East Midlands,E07000137,East Lindsey,893.592674255371,104.306463452897,0,0,0,0.106332134326359,0,0,0,10.6332134326359,104.038602081764,0,0,0,0,0,0,0,0,39.5710994492814,0,0,1,1.22102747185978,0,0,100,100,120,0,0,0,0,0,0,0,0
E01026071,East Midlands,E07000137,East Lindsey,1015.30067825317,92.267402739171,0,0,0.12828601543249,0.208201897224685,0,0,12.828601543249,20.8201897224685,108.113890851101,0,0,0,0,0,0,0,0,44.6601900475756,0,0,0.495268131014238,2,0,0,49.5268131014238,100,120,0,0,0,0,0,0,0,0
E01026072,East Midlands,E07000137,East Lindsey,948.040977478027,120,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,70.7056873437604,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
