LSOA_code,Region,LA_Code,LA_Name,Hosp_pop,HospPTt,HospPT15n,HospPT30n,HospPT45n,HospPT60n,HospPT15pct,HospPT30pct,HospPT45pct,HospPT60pct,HospCyct,HospCyc15n,HospCyc30n,HospCyc45n,HospCyc60n,HospCyc15pct,HospCyc30pct,HospCyc45pct,HospCyc60pct,HospCart,HospCar15n,HospCar30n,HospCar45n,HospCar60n,HospCar15pct,HospCar30pct,HospCar45pct,HospCar60pct
E01026006,East Midlands,E07000136,Boston,1076,22.292088022997,0,1,1,1.47211895910781,0,100,100,100,15.4517804154303,0.148698884758364,1,1,1,14.8698884758364,100,100,100,14.8160237388724,0.243494423791822,1,2,6.35315985130112,24.3494423791822,100,100,100
E01026007,East Midlands,E07000136,Boston,445,24.043352066487,0,1,1,1,0,100,100,100,25.2731356693621,0,1,1,1,0,100,100,100,14.0143755615454,0.737078651685393,1,2,3,73.7078651685393,100,100,100
E01026008,East Midlands,E07000136,Boston,541,32.4079768394437,0,0.739371534195933,0.739371534195933,1.26062846580407,0,73.9371534195933,73.9371534195933,100,26.6005056890013,0,0.739371534195933,1,1,0,73.9371534195933,100,100,14.5524652338812,0.739371534195933,1,2,2.73937153419593,73.9371534195933,100,100,100
E01026009,East Midlands,E07000136,Boston,484,32.0287470727848,0,0.487603305785124,1,1.5495867768595,0,48.7603305785124,100,100,32.9533227848101,0,0.239669421487603,1,1,0,23.9669421487603,100,100,15.3251582278481,0.487603305785124,1.21074380165289,2,3,48.7603305785124,100,100,100
E01026010,East Midlands,E07000136,Boston,648,32.3597408218277,0,0,1,1,0,0,100,100,17.7777777777778,0,1,1,1,0,100,100,100,16.7876397107166,0,1,1,5,0,100,100,100
E01026011,East Midlands,E07000136,Boston,1033,28.9094751115422,0,0.639883833494676,1,1.39206195546951,0,63.9883833494676,100,100,16.2198512770773,0.255566311713456,1,1,1,25.5566311713456,100,100,100,15.8182993857097,0,1,1.25556631171346,5,0,100,100,100
E01026012,East Midlands,E07000136,Boston,563,24.1048880395529,0,1,1,1,0,100,100,100,15.1857265692175,0.253996447602131,1,1,1,25.3996447602131,100,100,100,11.2777300085985,1,1,2,4.25399644760213,100,100,100,100
E01026013,East Midlands,E07000136,Boston,613,21.503338275154,0,1,1,1,0,100,100,100,12.6002737850787,1,1,1,1,100,100,100,100,11.6303901437372,1,1,2,4.05383360522023,100,100,100,100
E01026014,East Midlands,E07000136,Boston,765,28.6539008177083,0,0.6,1,1,0,60,100,100,20.3515625,0,1,1,1,0,100,100,100,14.0380208333333,0.733333333333333,1,2,3.53333333333333,73.3333333333333,100,100,100
E01026015,East Midlands,E07000136,Boston,580,31.0364043307087,0,0.606896551724138,1,1,0,60.6896551724138,100,100,15.75,0.394827586206897,1,1,1,39.4827586206897,100,100,100,13.5728346456693,0.824137931034483,1,2,4.3948275862069,82.4137931034483,100,100,100
E01026016,East Midlands,E07000136,Boston,1012,51.1075277969858,0,0,0,1.12351778656126,0,0,0,91.897233201581,57.6001773049645,0,0,0,0.594861660079051,0,0,0,59.4861660079051,26.4516843971631,0,1,2,7.01482213438735,0,100,100,100
E01026017,East Midlands,E07000136,Boston,616,63.1004591115312,0,0,0,0.844155844155844,0,0,0,50.487012987013,55.0680529300567,0,0,0,0.834415584415584,0,0,0,83.4415584415584,25.2507876496534,0,1,2,6,0,100,100,100
E01026018,East Midlands,E07000136,Boston,644,41.9655675295508,0,0,0.649068322981366,1,0,0,64.9068322981366,100,33.2263593380615,0,0.158385093167702,1,1,0,15.8385093167702,100,100,20.1252955082742,0,1,1.24689440993789,7.19875776397516,0,100,100,100
E01026019,East Midlands,E07000136,Boston,910,46.8627220969519,0,0,0.572527472527472,0.905494505494506,0,0,57.2527472527472,90.5494505494506,36.9445464561146,0,0,1,1,0,0,100,100,20.7330150569225,0,1,1,6,0,100,100,100
E01026020,East Midlands,E07000136,Boston,869,43.8558537630208,0,0,0.521288837744534,1.18296892980437,0,0,52.1288837744534,100,36.7291666666667,0,0,1,1,0,0,100,100,20.1536458333333,0,1,1,6.18296892980437,0,100,100,100
E01026021,East Midlands,E07000136,Boston,759,17.1756828381859,0.397891963109354,1,1,1,39.7891963109354,100,100,100,9.60526315789474,1,1,1,1,100,100,100,100,9.88185890257559,1,1,2,4.82740447957839,100,100,100,100
E01026022,East Midlands,E07000136,Boston,779,17.930121719715,0.261874197689345,1,1,1,26.1874197689345,100,100,100,9.13444180522565,1,1,1,1,100,100,100,100,10.1814726840855,1,1,2,4,100,100,100,100
E01026023,East Midlands,E07000136,Boston,540,40.1333994138929,0,0,1.66666666666667,2,0,0,83.3333333333333,100,55.281476121563,0,0,0,0.833333333333333,0,0,0,83.3333333333333,21.3856729377713,0,2,2,3,0,100,100,100
E01026024,East Midlands,E07000136,Boston,791,42.7772796811161,0,0,0.625790139064475,1.87104930467762,0,0,62.5790139064475,100,46.9237668161435,0,0,0,1,0,0,0,100,19.7055306427504,0,1.62579013906448,2,3,0,100,100,100
E01026025,East Midlands,E07000136,Boston,943,21.6902027319367,0,1,1,1.12301166489926,0,100,100,100,13.6622488242839,0.708377518557794,1,1,1,70.8377518557794,100,100,100,12.7819581017529,1,1,2,5,100,100,100,100
E01026026,East Midlands,E07000136,Boston,815,27.511023055134,0,0.802453987730061,1,1,0,80.2453987730061,100,100,14.3788568538189,0.613496932515337,1,1,1,61.3496932515337,100,100,100,12.834597875569,1,1,2,5,100,100,100,100
E01026027,East Midlands,E07000136,Boston,746,30.6549315497553,0,0.292225201072386,1,1,0,29.2225201072386,100,100,15.5780315388798,0,1,1,1,0,100,100,100,13.4100054377379,1,1,2,5,100,100,100,100
E01026028,East Midlands,E07000136,Boston,805,20.2647412119565,0,1,1,1,0,100,100,100,11.6467391304348,1,1,1,1,100,100,100,100,11.8157608695652,1,1,2,5,100,100,100,100
E01026029,East Midlands,E07000136,Boston,888,41.2725033590308,0,0,0.644144144144144,1,0,0,64.4144144144144,100,21.5837004405286,0,1,1,1,0,100,100,100,16.8270925110132,0,1,1.11486486486486,6.54054054054054,0,100,100,100
E01026030,East Midlands,E07000136,Boston,1003,26.019099439751,0,1,1,1.74576271186441,0,100,100,100,16.9764339706536,0,1,1,1,0,100,100,100,15.3899510893731,0.101694915254237,1,1.45962113659023,5,10.1694915254237,100,100,100
E01026031,East Midlands,E07000136,Boston,588,32.0400779360667,0,0,1,1,0,0,100,100,18.8158443363447,0,1,1,1,0,100,100,100,16.6066712995136,0,1,1,5,0,100,100,100
E01026032,East Midlands,E07000136,Boston,772,25.5755974541063,0,1,1,1.8419689119171,0,100,100,100,15.931884057971,0,1,1,1,0,100,100,100,15.6352657004831,0,1,1.30829015544041,5,0,100,100,100
E01026033,East Midlands,E07000136,Boston,732,51.6555705614035,0,0,0.35655737704918,1.36612021857923,0,0,35.655737704918,86.0655737704918,53.0676691729323,0,0,0.177595628415301,1,0,0,17.7595628415301,100,27.8887218045113,0,0.681693989071038,1.50409836065574,7.05464480874317,0,68.1693989071038,100,100
E01026034,East Midlands,E07000136,Boston,778,55.7612500853728,0,0,0,0.841902313624679,0,0,0,84.1902313624679,53.9618668184405,0,0,0,1,0,0,0,100,26.3335230506545,0,1,2,9,0,100,100,100
E01026035,East Midlands,E07000136,Boston,842,30.5069135832938,0,0.532066508313539,1,1,0,53.2066508313539,100,100,20.813004271476,0,1,1,1,0,100,100,100,18,0,1,1,5.53206650831354,0,100,100,100
E01026036,East Midlands,E07000136,Boston,643,20.3796365715884,0,1,1,1.55832037325039,0,100,100,100,11.4888143176734,1,1,1,1,100,100,100,100,11.6526845637584,1,1,2,5,100,100,100,100
E01026037,East Midlands,E07000136,Boston,576,26.1196644046008,0,0.822916666666667,1,1.82291666666667,0,82.2916666666667,100,100,12.7604871447903,1,1,1,1,100,100,100,100,13.7672530446549,1,1,2,5,100,100,100,100
E01026038,East Midlands,E07000136,Boston,505,33.2988200556439,0,0.243564356435644,1,1,0,24.3564356435644,100,100,15.5890302066773,0.243564356435644,1,1,1,24.3564356435644,100,100,100,12.9300476947536,1,1,2,5,100,100,100,100
E01026039,East Midlands,E07000136,Boston,505,36.4978542940685,0,0,1,1,0,0,100,100,23.7635756056809,0,1,1,1,0,100,100,100,17.5363408521303,0,1,1,7.26930693069307,0,100,100,100
E01026040,East Midlands,E07000136,Boston,488,43.4131425019069,0,0,0.723360655737705,1,0,0,72.3360655737705,100,24.0594965675057,0,1,1,1,0,100,100,100,17.0297482837529,0,1,1,6.7233606557377,0,100,100,100
E01026041,East Midlands,E07000136,Boston,582,38.7472769690098,0,0,1,1,0,0,100,100,26.0733182161754,0,1,1,1,0,100,100,100,17.8042328042328,0,1,1,7,0,100,100,100
E01026042,East Midlands,E07000137,East Lindsey,668,40.640469078341,0,0,1,2.79191616766467,0,0,100,100,81.5905200789993,0,0,0,0,0,0,0,0,26.3633969716919,0,1.84880239520958,3,4,0,100,100,100
E01026043,East Midlands,E07000137,East Lindsey,627,42.5509337418203,0,0,0.590111642743222,2.6140350877193,0,0,59.0111642743222,100,81.0261748958953,0,0,0,0,0,0,0,0,26,0,2,3,4,0,100,100,100
E01026044,East Midlands,E07000137,East Lindsey,537,52.5278138909917,0,0,0.446927374301676,1.5195530726257,0,0,44.6927374301676,83.4264432029795,77.891748675246,0,0,0,0,0,0,0,0,29.2127176381529,0,0.612662942271881,2.44692737430168,3.64618249534451,0,61.2662942271881,100,100
E01026045,East Midlands,E07000137,East Lindsey,789,30.2724164963909,0,0.415716096324461,1.26996197718631,2.42205323193916,0,41.5716096324461,100,100,43.9194891726818,0,0.415716096324461,0.496831432192649,0.496831432192649,0,41.5716096324461,49.6831432192649,49.6831432192649,18.5424764019989,0.415716096324461,2,2.14195183776933,6.893536121673,41.5716096324461,100,100,100
E01026046,East Midlands,E07000137,East Lindsey,502,27.6500038371117,0,0.705179282868526,1,1,0,70.5179282868526,100,100,28.9932829554996,0,0.254980079681275,1,1,0,25.4980079681275,100,100,13.624685138539,0.705179282868526,1,3,4,70.5179282868526,100,100,100
E01026047,East Midlands,E07000137,East Lindsey,572,30.1425021939195,0,0.393356643356643,1,1,0,39.3356643356643,100,100,32.4527526705012,0,0,1,1,0,0,100,100,14.6146261298274,0.43006993006993,1,3,4,43.006993006993,100,100,100
E01026048,East Midlands,E07000137,East Lindsey,747,32.6417125691167,0,0.180722891566265,1,1,0,18.0722891566265,100,100,45.1456507080243,0,0,0.13520749665328,1,0,0,13.520749665328,100,21.9892110586649,0,1,1.13520749665328,3,0,100,100,100
E01026049,East Midlands,E07000137,East Lindsey,731,41.3110010327133,0,0,0.767441860465116,1.26128590971272,0,0,76.7441860465116,100,51.9108402822322,0,0,0,0.738714090287278,0,0,0,73.8714090287278,24.4220654265555,0,1,1.81805745554036,3,0,100,100,100
E01026050,East Midlands,E07000137,East Lindsey,729,36.1418771139241,0,0,1,1,0,0,100,100,45.8987341772152,0,0,0,1,0,0,0,100,21.9329113924051,0,1,1.27709190672154,3,0,100,100,100
