LSOA_code,Region,LA_Code,LA_Name,GP_pop,GPPTt,GPPT15n,GPPT30n,GPPT45n,GPPT60n,GPPT15pct,GPPT30pct,GPPT45pct,GPPT60pct,GPCyct,GPCyc15n,GPCyc30n,GPCyc45n,GPCyc60n,GPCyc15pct,GPCyc30pct,GPCyc45pct,GPCyc60pct,GPCart,GPCar15n,GPCar30n,GPCar45n,GPCar60n,GPCar15pct,GPCar30pct,GPCar45pct,GPCar60pct
E01026006,East Midlands,E07000136,Boston,1086.3,5.3480356086921,4.79296695203903,10,10,10,100,100,100,100,6.81310320284697,7.13375678910062,10,10,10,100,100,100,100,6.23092882562278,10,10,10,10,100,100,100,100
E01026007,East Midlands,E07000136,Boston,449.3,21.7582571344296,0,4.34676162920098,9.27954596038282,10,0,100,100,100,27.9884808946878,0,2.45715557533942,10,10,0,100,100,100,13.1991612301957,4.70198085911418,10,10,10,100,100,100,100
E01026008,East Midlands,E07000136,Boston,547,49.7997319888872,0,6.31882998171846,7.40036563071298,7.40036563071298,0,74.0036563071298,74.0036563071298,74.0036563071298,28.0009896907216,0,5.23729433272395,9.7400365630713,10,0,74.0036563071298,100,100,14.3906804123711,5.07787934186472,10,10,10,74.0036563071298,100,100,100
E01026009,East Midlands,E07000136,Boston,488.8,18.5673656378335,0.248363338788871,3.52004909983633,7.94946808510639,10,24.8363338788871,100,100,100,19.8348048780488,0,1,7.55646481178396,10,0,100,100,100,9.81965853658537,2.95335515548282,10,10,10,100,100,100,100
E01026010,East Midlands,E07000136,Boston,654.8,14.2792887206528,0.664019547953574,7,10,10,66.4019547953574,100,100,100,11.6829818887451,7,9,10,10,100,100,100,100,8.97465071151358,8,10,10,10,100,100,100,100
E01026011,East Midlands,E07000136,Boston,1042.9,15.2430985531919,2.14651452680027,7.83680122734682,10,10,68.462939879183,100,100,100,10.1943394406943,6.4657205868252,9,10,10,100,100,100,100,8.32675024108004,8.63985041710615,10,10,10,100,100,100,100
E01026012,East Midlands,E07000136,Boston,569.8,18.8694225196138,0,8.76500526500527,9.25324675324676,10,0,100,100,100,14.4360979877515,1.83450333450333,9,10,10,53.7381537381537,100,100,100,9.73010498687664,8,10,10,10,100,100,100,100
E01026013,East Midlands,E07000136,Boston,619.5,17.6135708653803,0.221146085552865,7.39725585149314,9.60807102502018,10,22.1146085552865,100,100,100,13.080124567474,3.4272800645682,8.83422114608555,10,10,60.8071025020177,100,100,100,9.61244290657439,8,10,10,10,100,100,100,100
E01026014,East Midlands,E07000136,Boston,773.1,20.0930475417055,0,6.25637045660328,9.26568361143448,10,0,100,100,100,18.0220520673813,0.398525417151727,8.39852541715173,10,10,26.5683611434484,100,100,100,11.4637621235324,7.26568361143448,10,10,10,100,100,100,100
E01026015,East Midlands,E07000136,Boston,586.2,19.1956035417431,0,7.39662231320369,9.39474582053906,10,0,100,100,100,13.0903392041748,3.60371886728079,9,10,10,100,100,100,100,9.50117416829745,7.82480382122143,10,10,10,100,100,100,100
E01026016,East Midlands,E07000136,Boston,1024.3,13.2335452337884,1.22503172898565,3.08630284096456,7.67216635751245,8.15835204529923,71.4341501513229,100,100,100,11.9019381177482,0.594747632529532,2.40925510104462,6.95060041003612,10,59.4747632529532,100,100,100,7.49755479157714,4.51371668456507,10,10,10,100,100,100,100
E01026017,East Midlands,E07000136,Boston,621.5,25.9350320398078,0,1.01673370876911,4.04151246983105,9.47079646017699,0,66.1142397425583,100,100,16.0047130102041,0.470796460176991,1.80144810941271,6.01657280772325,10,47.0796460176991,100,100,100,8.90578443877551,3.10699919549477,10,10,10,100,100,100,100
E01026018,East Midlands,E07000136,Boston,650.7,15.3616940928232,0.506992469648071,5.93883510066083,10,10,34.9162440448747,100,100,100,15.5695193434936,0.452896880282772,7.97402796987859,10,10,45.2896880282772,100,100,100,8.8108733880422,9.75272783156601,10,10,10,100,100,100,100
E01026019,East Midlands,E07000136,Boston,919.4,10.5564111877951,1.12638677398303,5.34522514683489,9.14639982597346,9.14639982597346,90.5155536219273,90.5155536219273,100,100,8.40027969487831,0.905155536219273,5.78311942571242,10,10,90.5155536219273,100,100,100,7.11111514711224,7.55971285621057,10,10,10,100,100,100,100
E01026020,East Midlands,E07000136,Boston,877.9,12.1374257420244,1.27178494133728,5.92527622736075,8.900330333751,10,81.6721722291833,81.6721722291833,100,100,9.04685861624409,0.816721722291833,6.13885408360861,10,10,81.6721722291833,100,100,100,6.89308551783412,8.8194555188518,10,10,10,100,100,100,100
E01026021,East Midlands,E07000136,Boston,767.9,10.9987848219983,2.46086730042974,8.78239354082563,9.78512827191041,10,70.9467378564917,100,100,100,8.82520066889632,7.76481312670921,9,10,10,100,100,100,100,7.46535674470457,8.74593045969527,10,10,10,100,100,100,100
E01026022,East Midlands,E07000136,Boston,786.6,15.1730404685059,0.522247648105772,7.43770658530384,10,10,26.1123824052886,100,100,100,10.6435835694051,4.06979405034325,9,10,10,100,100,100,100,9.03873465533522,8,10,10,10,100,100,100,100
E01026023,East Midlands,E07000136,Boston,546.8,16.547370042207,0.417520117044623,1,8.0210314557425,9.83302852962692,41.7520117044623,100,100,100,17.2274358974359,0.174652523774689,1,1,4.54480614484272,17.4652523774689,100,100,100,9.344,1,10,10,10,100,100,100,100
E01026024,East Midlands,E07000136,Boston,799,23.4738256048387,0.626032540675845,0.774092615769712,5.87722152690864,6.6342928660826,62.6032540675845,62.6032540675845,87.1464330413016,100,12.117091733871,0.626032540675845,1,1.37396745932416,9.01827284105132,62.6032540675845,100,100,100,8.25221774193548,1,10,10,10,100,100,100,100
E01026025,East Midlands,E07000136,Boston,953.7,7.13225312374043,5.03397294746776,9.36353150886023,10,10,100,100,100,100,7.33822652156389,7.34822271154451,9.8923141449093,10,10,100,100,100,100,6.72459089076985,9.65513264129181,10,10,10,100,100,100,100
E01026026,East Midlands,E07000136,Boston,823.9,12.580341920498,1.15997087025124,8.24177691467411,10,10,100,100,100,100,10.6744422409519,6.44459279038718,9,10,10,100,100,100,100,8.52107585523054,8.17380750091031,10,10,10,100,100,100,100
E01026027,East Midlands,E07000136,Boston,754.5,11.4509172755613,2.34791252485089,7.29158383035123,10,10,100,100,100,100,10.5509384941675,5.99310801855533,9,10,10,100,100,100,100,8.20802226935313,8.29158383035123,10,10,10,100,100,100,100
E01026028,East Midlands,E07000136,Boston,813.5,12.0077960490927,1.80860479409957,9.08149969268593,10,10,84.6957590657652,100,100,100,9.33783324482209,7.67215734480639,9,10,10,100,100,100,100,7.82360594795539,8.52157344806392,10,10,10,100,100,100,100
E01026029,East Midlands,E07000136,Boston,897.6,20.9319109781497,0.228832442067736,5.85416666666667,9.88558377896613,10,11.4416221033868,100,100,100,12.9631081554078,3.3570632798574,10,10,10,100,100,100,100,8.82963248162408,9,10,10,10,100,100,100,100
E01026030,East Midlands,E07000136,Boston,1014,8.21368622886891,5.08491124260355,9.20473372781065,10,10,100,100,100,100,7.9341156462585,7.39408284023669,10,10,10,100,100,100,100,7.06746173469388,9.60493096646943,10,10,10,100,100,100,100
E01026031,East Midlands,E07000136,Boston,594.6,12.2246661942282,2.06458123107972,7.83770602085436,10,10,100,100,100,100,9.82759679572764,7.22166162125799,9,10,10,100,100,100,100,8.31184245660881,8.57231752438614,10,10,10,100,100,100,100
E01026032,East Midlands,E07000136,Boston,780.3,9.68427824955947,3.61155965654236,9.13161604511085,10,10,100,100,100,100,8.29010921177588,8,9.30847110085864,10,10,100,100,100,100,7.37410256410256,9.68883762655389,10,10,10,100,100,100,100
E01026033,East Midlands,E07000136,Boston,739.9,28.9487423769697,0.138802540883903,1.74374915529126,7.89809433707258,8.61197459116097,13.8802540883903,50.3581565076362,86.1197459116097,86.1197459116097,26.9034787018256,0.356264360048655,0.642384105960265,5.0117583457224,10,35.6264360048655,50.3581565076362,82.0516285984593,100,12.9128245436105,1.97499662116502,10,10,10,68.1713745100689,100,100,100
E01026034,East Midlands,E07000136,Boston,785.6,12.7543788300836,0.558808553971487,1.84152240325866,7.45201120162933,10,55.8808553971487,100,100,100,9.13754874651811,1,1.87576374745418,7.20977596741344,10,100,100,100,100,7.30690250696379,3.53360488798371,10,10,10,100,100,100,100
E01026035,East Midlands,E07000136,Boston,849.9,14.1835627593857,0.714319331686081,9.06483115660666,10,10,71.4319331686081,100,100,100,9.89533513270355,6,10,10,10,100,100,100,100,8.51690058479532,9.53241557830333,10,10,10,100,100,100,100
E01026036,East Midlands,E07000136,Boston,650.6,5.2975134264232,4.50245926836766,9.61404857055026,10,10,100,100,100,100,7.66328678839957,7.63633569013219,9.15785428834922,10,10,100,100,100,100,7.05593447905478,10,10,10,10,100,100,100,100
E01026037,East Midlands,E07000136,Boston,581.1,9.46874058425875,4.63397005678885,8.90535191877474,10,10,100,100,100,100,8.93696741854637,7,9,10,10,100,100,100,100,7.70781328320802,9.2607124419205,10,10,10,100,100,100,100
E01026038,East Midlands,E07000136,Boston,510.5,13.5543534072389,1.19706170421156,7.24387855044074,10,10,75.2007835455436,100,100,100,12.1669704049844,6.44505386875612,9,10,10,100,100,100,100,8.9197507788162,8.69304603330069,10,10,10,100,100,100,100
E01026039,East Midlands,E07000136,Boston,511.6,15.5160166864947,0.488858483189992,9.51114151681001,10,10,48.8858483189992,100,100,100,13.9189504132231,0.517200938232995,10,10,10,51.7200938232995,100,100,100,8.6761652892562,10,10,10,10,100,100,100,100
