LSOA_code,Region,LA_Code,LA_Name,Hosp_pop,HospPTt,HospPT15n,HospPT30n,HospPT45n,HospPT60n,HospPT15pct,HospPT30pct,HospPT45pct,HospPT60pct,HospCyct,HospCyc15n,HospCyc30n,HospCyc45n,HospCyc60n,HospCyc15pct,HospCyc30pct,HospCyc45pct,HospCyc60pct,HospCart,HospCar15n,HospCar30n,HospCar45n,HospCar60n,HospCar15pct,HospCar30pct,HospCar45pct,HospCar60pct
E01026016,East Midlands,E07000136,Boston,1043.924921,68.6599302271165,0,0,0,0.539007,0,0,0,53.9007,60.0158402198198,0,0,0,0.594731,0,0,0,59.4731,27.656851339071,0,1,2,7.015197,0,100,100,100
E01026017,East Midlands,E07000136,Boston,633.547139,75.1413903221038,0,0,0,0.165275,0,0,0,16.5275,57.8547851871999,0,0,0,0.661101,0,0,0,66.1101,26.737746228269,0,1,2,6,0,100,100,100
E01026018,East Midlands,E07000136,Boston,663.162031,46.4547137828008,0,0,0.157894,1,0,0,15.7894,100,36.3213129545513,0,0,1,1,0,0,100,100,21.5602138622983,0,1,1,7.641148,0,100,100,100
E01026019,East Midlands,E07000136,Boston,937.099775,52.078079429102,0,0,0.141083,0.905191,0,0,14.1083,90.5191,39.9996215649989,0,0,0.905191,1,0,0,90.5191,100,22.5237558136419,0,1,1,6,0,100,100,100
E01026020,East Midlands,E07000136,Boston,894.792787,47.0407566086001,0,0,0.338061,0.816784,0,0,33.8061,81.6784,39.5444369528458,0,0,1,1,0,0,100,100,21.8762222996608,0,1,1,6.183215,0,100,100,100
E01026021,East Midlands,E07000136,Boston,782.67927,19.0029444767341,0,1,1,1,0,100,100,100,12.4401588792399,0.882432,1,1,1,88.2432,100,100,100,11.1338851010574,1,1,2,3.981081,100,100,100,100
E01026022,East Midlands,E07000136,Boston,801.717415,19.5220895436677,0.130606,1,1,1,13.0606,100,100,100,11.8595586475376,0.815303,1,1,1,81.5303,100,100,100,11.0744755516102,1,1,2,3.154353,100,100,100,100
E01026023,East Midlands,E07000136,Boston,557.394562,41.9173920801444,0,0,1.666034,1.833017,0,0,83.3017,100,58.1570053342533,0,0,0,0.833017,0,0,0,83.3017,22.9031923117984,0,2,2,3,0,100,100,100
E01026024,East Midlands,E07000136,Boston,814.409512,68.3285764453462,0,0,0.625974,1.251948,0,0,62.5974,62.5974,49.2535709597593,0,0,0,1,0,0,0,100,20.9055725035136,0,1.625974,2,3,0,100,100,100
E01026025,East Midlands,E07000136,Boston,972.00304,23.0573159386816,0,1,1,1.122959,0,100,100,100,16.5036416502446,0.348204,1,1,1,34.8204,100,100,100,13.7744929117486,1,1,2,5,100,100,100,100
E01026026,East Midlands,E07000136,Boston,839.793705,29.2881408752077,0,0.61335,1,1,0,61.335,100,100,16.9655072712756,0,1,1,1,0,100,100,100,13.8971519674032,1,1,2,4.173803,100,100,100,100
E01026027,East Midlands,E07000136,Boston,768.929501,32.2123837355177,0,0.291609,1,1,0,29.1609,100,100,18.9490991714995,0,1,1,1,0,100,100,100,14.2986993147777,1,1,2,4.863823,100,100,100,100
E01026028,East Midlands,E07000136,Boston,829.216957,23.6320624267762,0,1,1,1,0,100,100,100,14.4562219025439,0.825255,1,1,1,82.5255,100,100,100,12.6564525160667,1,1,2,4.395408,100,100,100,100
E01026029,East Midlands,E07000136,Boston,914.888607,43.4028445983602,0,0,0.299421,1,0,0,29.9421,100,24.5109408758034,0,1,1,1,0,100,100,100,18.4793557086201,0,1,1,6.299421,0,100,100,100
E01026030,East Midlands,E07000136,Boston,1033.348173,27.3464616043896,0,0.745138,1,2,0,74.5138,100,100,19.8318210281772,0,1,1,1,0,100,100,100,16.5716977870356,0,1,1.351074,5,0,100,100,100
E01026031,East Midlands,E07000136,Boston,606.047598,32.951308203483,0,0,1,1.172774,0,0,100,100,21.8034522184551,0,1,1,1,0,100,100,100,17.396729692445,0,1,1,5,0,100,100,100
E01026032,East Midlands,E07000136,Boston,795.371367,28.507905374134,0,0.659574,1,2,0,65.9574,100,100,18.992461021269,0,1,1,1,0,100,100,100,17.2050271904323,0,1,1,5,0,100,100,100
E01026033,East Midlands,E07000136,Boston,754.122054,59.9338446057372,0,0,0,0.713884,0,0,0,71.3884,56.4006469956106,0,0,0.17812,0.820476,0,0,17.812,82.0476,28.5662877862396,0,0.681626,1.503506,6.697054,0,68.1626,100,100
E01026034,East Midlands,E07000136,Boston,800.659741,61.7513696443393,0,0,0,0.375165,0,0,0,37.5165,56.95495940266,0,0,0,1,0,0,0,100,27.4045514795947,0,1,2,8.472919,0,100,100,100
E01026035,East Midlands,E07000136,Boston,866.235571,38.7059155510054,0,0,1,1,0,0,100,100,23.7642397700307,0,1,1,1,0,100,100,100,19.1013573440899,0,1,1,5.532356,0,100,100,100
E01026036,East Midlands,E07000136,Boston,663.162031,19.5944623761915,0,1,1,1.558213,0,100,100,100,14.415459279939,0.842105,1,1,1,84.2105,100,100,100,13.3468452763995,1,1,2,5,100,100,100,100
E01026037,East Midlands,E07000136,Boston,592.297826,25.3491572914148,0,1,1,1.823214,0,100,100,100,15.7854746021915,0,1,1,1,0,100,100,100,15.3623443498018,0.260714,1,2,4.823214,26.0714,100,100,100
E01026038,East Midlands,E07000136,Boston,520.375947,35.6202526986384,0,0.243902,1,1,0,24.3902,100,100,18.632530699897,0,1,1,1,0,100,100,100,14.1262079010615,0.756097,1,2,4.201219,75.6097,100,100,100
E01026039,East Midlands,E07000136,Boston,521.433622,38.1876165231069,0,0,1,1,0,0,100,100,26.9293169212341,0,1,1,1,0,100,100,100,19.0278583327929,0,1,1,6.269776,0,100,100,100
E01026040,East Midlands,E07000136,Boston,503.453153,44.0733699208986,0,0,0.722689,1,0,0,72.2689,100,26.9922025612738,0,1,1,1,0,100,100,100,18.6225734833035,0,1,1,6.260504,0,100,100,100
E01026041,East Midlands,E07000136,Boston,599.70155,39.3853070638333,0,0,1,1,0,0,100,100,28.996469381957,0,1,1,1,0,100,100,100,19.2215350482896,0,1,1,6,0,100,100,100
E01026042,East Midlands,E07000137,East Lindsey,675.95794,54.8887818971532,0,0,0,1,0,0,0,100,81.0026506215956,0,0,0,0,0,0,0,0,27.4184397810297,0,1.645357,3,4,0,100,100,100
E01026043,East Midlands,E07000137,East Lindsey,632.746017,56.9343247567106,0,0,0,1,0,0,0,100,80.5399207616512,0,0,0,0,0,0,0,0,27.2627842416877,0,1.839024,3,4,0,100,100,100
E01026044,East Midlands,E07000137,East Lindsey,542.206749,57.5589425271263,0,0,0,1.039848,0,0,0,80.0759,78.7278246518709,0,0,0,0,0,0,0,0,29.9619985113768,0,0.404174,2.239089,3.647058,0,40.4174,100,100
E01026045,East Midlands,E07000137,East Lindsey,797.362867,36.6939085191296,0,0.415483,1.046451,1.837419,0,41.5483,91.8709,91.8709,44.8250809084985,0,0.287741,0.496774,0.496774,0,28.7741,49.6774,49.6774,18.5550590092136,0.415483,2,2.141935,6.180645,41.5483,100,100,100
E01026046,East Midlands,E07000137,East Lindsey,507.225668,27.5185342871624,0,0.705882,1,1,0,70.5882,100,100,30.4721822738647,0,0.255578,1,1,0,25.5578,100,100,14.1937360840335,0.705882,1,3,4,70.5882,100,100,100
E01026047,East Midlands,E07000137,East Lindsey,578.216685,30.1134929877485,0,0.393238,1,1,0,39.3238,100,100,33.6664244165901,0,0,1,1,0,0,100,100,15.2861023642227,0.430604,1,3,4,43.0604,100,100,100
E01026048,East Midlands,E07000137,East Lindsey,754.150945,32.6186843055705,0,0.181446,1,1,0,18.1446,100,100,46.6540909387678,0,0,0.135061,1,0,0,13.5061,100,23.1213546635593,0,1,2,3,0,100,100,100
E01026049,East Midlands,E07000137,East Lindsey,739.74697,52.938633417762,0,0,0.506258,0.738525,0,0,50.6258,73.8525,52.8948946298889,0,0,0,0.738525,0,0,0,73.8525,25.1830084435522,0,0.738525,1.817802,3,0,73.8525,100,100
E01026050,East Midlands,E07000137,East Lindsey,736.660404,35.5588301885457,0,0,1,1,0,0,100,100,47.3442182302788,0,0,0,1,0,0,0,100,23.3491261353161,0,1,1.822625,3,0,100,100,100
E01026051,East Midlands,E07000137,East Lindsey,526.773919,53.7794630751779,0,0,0,1,0,0,0,100,79.7361266185172,0,0,0,0,0,0,0,0,31.1760792321367,0,0.083984,2.916015,5,0,8.3984,100,100
E01026052,East Midlands,E07000137,East Lindsey,514.427656,44.4905228422876,0,0,0.411999,1,0,0,41.1999,100,80.8239858002172,0,0,0,0,0,0,0,0,32.5378829658935,0,0,2,5,0,0,100,100
E01026053,East Midlands,E07000137,East Lindsey,761.352932,53.1748681823972,0,0,0,1,0,0,0,100,88.7670667574439,0,0,0,0,0,0,0,0,34.7752291686098,0,0,2,5.591891,0,0,100,100
E01026054,East Midlands,E07000137,East Lindsey,801.478288,45.7171716337772,0,0,0.526315,0.872913,0,0,52.6315,87.2913,85.7390576809813,0,0,0,0,0,0,0,0,33.3930900097929,0,0,2,5.346598,0,0,100,100
E01026055,East Midlands,E07000137,East Lindsey,519.571933,108.118294909746,0,0,0,0,0,0,0,0,56.3542307016517,0,0,0.126732,0.572277,0,0,12.6732,57.2277,24.4354515093071,0,1,3,3.378217,0,100,100,100
E01026056,East Midlands,E07000137,East Lindsey,483.561997,26.5176254186151,0.240425,0.451063,1,1,24.0425,45.1063,100,100,33.0174824080587,0,0.240425,0.721276,1,0,24.0425,72.1276,100,14.4978583341858,0.451063,1,3,3,45.1063,100,100,100
E01026057,East Midlands,E07000137,East Lindsey,798.391722,48.1139413394185,0,0.22036,0.347938,0.851804,0,22.036,34.7938,85.1804,42.3478585456355,0,0.313144,0.661082,0.847938,0,31.3144,66.1082,84.7938,18.7285103245092,0.164948,1,2.338917,3.851804,16.4948,100,100,100
E01026058,East Midlands,E07000137,East Lindsey,934.200624,37.2522782153857,0,0,1,1,0,0,100,100,36.1975526966748,0,0,1,1,0,0,100,100,16.4750501086487,0,1,2.805066,4.914096,0,100,100,100
E01026059,East Midlands,E07000137,East Lindsey,370.387913,56.6970640093115,0,0,0,0.725,0,0,0,72.5,76.1877617604115,0,0,0,0,0,0,0,0,27.8920165212886,0,1.124999,3,4.699999,0,69.9999,100,100
E01026060,East Midlands,E07000137,East Lindsey,581.303252,78.1333390838669,0,0,0,0.546902,0,0,0,54.6902,81.1441623846218,0,0,0,0,0,0,0,0,27.4836939831516,0,1.035398,3,4.803539,0,74.3362,100,100
E01026061,East Midlands,E07000137,East Lindsey,487.677419,30.7878125245771,0,0.20886,1.723628,2,0,20.886,100,100,28.4350727107584,0,1,1,1,0,100,100,100,16.6772436820465,0,2,2,5,0,100,100,100
E01026062,East Midlands,E07000137,East Lindsey,477.388865,29.1658096689618,0,0.721982,1.721982,2,0,72.1982,100,100,28.3360727258461,0,1,1,1,0,100,100,100,16.6233196697376,0,2,2,5,0,100,100,100
E01026063,East Midlands,E07000137,East Lindsey,571.014698,29.3276996537692,0,0.518918,1.261261,2,0,51.8918,100,100,24.9839642208824,0,1,1,1,0,100,100,100,15.4536813694042,0.518918,2,2,5.261261,51.8918,100,100,100
E01026064,East Midlands,E07000137,East Lindsey,624.515175,64.6429418227252,0,0,0,0,0,0,0,0,88.4926537806692,0,0,0,0,0,0,0,0,28.3794184391795,0,1,4,5,0,100,100,100
E01026065,East Midlands,E07000137,East Lindsey,799.420578,61.9261454291048,0,0,0,0.407979,0,0,0,40.7979,85.752394039019,0,0,0,0,0,0,0,0,26.838495641683,0,1,4,5,0,100,100,100
E01026066,East Midlands,E07000137,East Lindsey,778.843471,58.0614225844542,0,0,0,0.850726,0,0,0,85.0726,89.1599930524826,0,0,0,0,0,0,0,0,29.0353333801031,0,1,4,5,0,100,100,100
E01026067,East Midlands,E07000137,East Lindsey,908.479241,57.407519534918,0,0,0,0.804077,0,0,0,80.4077,86.3169286654546,0,0,0,0,0,0,0,0,27.4666343083748,0,1,4,5,0,100,100,100
E01026068,East Midlands,E07000137,East Lindsey,1004.162785,83.0108233252237,0,0,0.11168,0.703893,0,0,11.168,47.9508,72.4782143437585,0,0,0,0.086065,0,0,0,8.6065,23.8083673818721,0,1.643442,3.140368,4.768442,0,100,100,100
E01026069,East Midlands,E07000137,East Lindsey,901.277254,25.9486529618401,0,0.841324,1,1,0,84.1324,100,100,29.5035059371781,0,0.406392,1,1,0,40.6392,100,100,16.9070664604104,0.113013,1,2,3,11.3013,100,100,100
E01026070,East Midlands,E07000137,East Lindsey,829.257381,44.2576456921704,0,0.50124,0.50124,0.856079,0,50.124,50.124,73.325,25.2495461593415,0.083126,0.877171,1,1,8.3126,87.7171,100,100,12.2645275000758,1,1,3.245657,5.263027,100,100,100,100
E01026071,East Midlands,E07000137,East Lindsey,1072.067235,89.9341354836199,0,0.072936,0.357965,0.525911,0,7.2936,26.2955,26.2955,54.9264940982474,0,0,0,0.65451,0,0,0,65.451,20.3038158551195,0,1,2.739923,6.586372,0,100,100,100
E01026072,East Midlands,E07000137,East Lindsey,840.574791,53.5356824329793,0,0,0,1,0,0,0,100,95.6344577461719,0,0,0,0,0,0,0,0,33.8684560497397,0,0,2,4,0,0,100,100
E01026073,East Midlands,E07000137,East Lindsey,853.94991,55.9857081232844,0,0,0,1,0,0,0,100,97.8039332168167,0,0,0,0,0,0,0,0,35.2476218940116,0,0,2,4,0,0,100,100
E01026074,East Midlands,E07000137,East Lindsey,939.344901,64.0231906925432,0,0,0,0.255202,0,0,0,25.5202,95.9103450202123,0,0,0,0,0,0,0,0,34.8912919553394,0,0,2,4,0,0,100,100
E01026075,East Midlands,E07000137,East Lindsey,942.431466,65.5242152614315,0,0,0.158296,0.266375,0,0,15.8296,26.6375,77.9811414628133,0,0,0,0.108078,0,0,0,10.8078,27.4443204089673,0,0.819868,2.733624,4.885371,0,81.9868,100,100
E01026076,East Midlands,E07000137,East Lindsey,929.056348,61.3153494244407,0,0.114064,0.386489,0.386489,0,11.4064,38.6489,38.6489,51.6184710585009,0,0.114064,0.386489,0.728682,0,11.4064,38.6489,72.8682,22.4908230094444,0,1.468438,2,3.227021,0,100,100,100
E01026077,East Midlands,E07000137,East Lindsey,517.514222,16.1161628589946,0.230616,1,1,1.502982,23.0616,100,100,100,10.5249532125595,1,1,1,1,100,100,100,100,8.28895604979485,1,1.502982,3,5,100,100,100,100
E01026078,East Midlands,E07000137,East Lindsey,459.898325,15.9065387413204,0.505592,1,1,2,50.5592,100,100,100,10.6527375804931,1,1,1,1,100,100,100,100,8.35162167062735,1,1.494407,3,5,100,100,100,100
E01026079,East Midlands,E07000137,East Lindsey,778.843472,80.6479211601998,0,0,0,0,0,0,0,0,67.5094319080743,0,0,0,0.122853,0,0,0,12.2853,29.4811813334467,0,0.293262,2,3,0,29.3262,100,100
E01026080,East Midlands,E07000137,East Lindsey,860.123041,37.8882854183816,0,0,1.600478,1.744019,0,0,85.6459,100,45.8843198977882,0,0,0.452153,1.744019,0,0,45.2153,100,18.124370222328,0,2,2,5.488038,0,100,100,100
E01026081,East Midlands,E07000137,East Lindsey,1144.087108,9.71328938826949,1,1,1,1.114208,100,100,100,100,8.24263892962934,1,1,1,1,100,100,100,100,8.08070401151075,1,1,3,5,100,100,100,100
E01026082,East Midlands,E07000137,East Lindsey,955.806585,91.331519620695,0,0,0.104413,0.104413,0,0,10.4413,10.4413,99.2154928616971,0,0,0,0,0,0,0,0,34.6272792848098,0,0.104413,2.392895,5.149623,0,10.4413,100,100
E01026083,East Midlands,E07000137,East Lindsey,792.218589,12.7712574785641,1,1,1,1,100,100,100,100,10.9058591165517,1,1,1,1,100,100,100,100,8.46119784094131,1,1,3,3,100,100,100,100
E01026084,East Midlands,E07000137,East Lindsey,684.188783,14.1830970773481,0.55639,1,1,1,55.639,100,100,100,10.4777703535724,1,1,1,1,100,100,100,100,8.78942572771957,1,1,3,3,100,100,100,100
E01026085,East Midlands,E07000137,East Lindsey,1062.807538,20.8471934707695,0,1,1,1,0,100,100,100,14.7661909272082,0.607938,1,1,1,60.7938,100,100,100,10.6227977503411,1,1,2.941916,3,100,100,100,100
E01026087,East Midlands,E07000137,East Lindsey,474.302299,20.6425618269102,0,1,1,1,0,100,100,100,12.1782207445808,1,1,1,1,100,100,100,100,9.8093904184156,1,1,3,5,100,100,100,100
E01026088,East Midlands,E07000137,East Lindsey,522.658499,22.443700963187,0,1,1,1,0,100,100,100,12.1846141531715,1,1,1,1,100,100,100,100,9.67373677761269,1,1,3,5,100,100,100,100
E01026089,East Midlands,E07000137,East Lindsey,951.691165,11.1586027218334,0.768648,1,1,1,76.8648,100,100,100,8.81867927036256,1,1,1,1,100,100,100,100,7.84861297014111,1,1,3,5,100,100,100,100
E01026090,East Midlands,E07000137,East Lindsey,565.870422,17.6396100109665,0,1,1,1,0,100,100,100,11.5776678271242,1,1,1,1,100,100,100,100,9.52969683499112,1,1,3,5,100,100,100,100
E01026091,East Midlands,E07000137,East Lindsey,448.580916,18.331393136297,0,1,1,1,0,100,100,100,12.5358929276466,1,1,1,1,100,100,100,100,9.56814269764083,1,1,3,5,100,100,100,100
E01026092,East Midlands,E07000137,East Lindsey,636.861439,4.93066204616002,1,1,1,1,100,100,100,100,7.07892681198253,1,1,1,1,100,100,100,100,6.64548432943298,1,1,3,3,100,100,100,100
E01026093,East Midlands,E07000137,East Lindsey,787.074314,9.44126863414604,0.811764,1,1,1,81.1764,100,100,100,8.43315950878711,1,1,1,1,100,100,100,100,7.98720213444048,1,1,3,3,100,100,100,100
E01026094,East Midlands,E07000137,East Lindsey,710.939022,13.467617401074,0.856729,1,1,1,85.6729,100,100,100,10.3237136994432,1,1,1,1,100,100,100,100,8.15342841759091,1,1,3,3,100,100,100,100
E01026095,East Midlands,E07000137,East Lindsey,496.937115,20.1864197973041,0,1,1,1,0,100,100,100,11.6819253430636,1,1,1,1,100,100,100,100,9.71346865595573,1,1,3,3,100,100,100,100
E01026096,East Midlands,E07000137,East Lindsey,614.226622,24.0649245155113,0,1,1,1,0,100,100,100,13.1101702002228,0.809045,1,1,1,80.9045,100,100,100,10.5114691194339,1,1,2.61809,3,100,100,100,100
E01026097,East Midlands,E07000137,East Lindsey,731.516127,12.828409792241,0.632911,1,1,1,63.2911,100,100,100,9.49040576565952,1,1,1,1,100,100,100,100,8.83895286730447,1,1,3,3,100,100,100,100
E01026098,East Midlands,E07000137,East Lindsey,839.545936,25.5516601625645,0,0.830882,1,1,0,83.0882,100,100,31.0658422282515,0,0.709558,1,1,0,70.9558,100,100,14.6052434976052,0.709558,1,2.290441,3,70.9558,100,100,100
E01026099,East Midlands,E07000137,East Lindsey,973.297125,83.4182359137758,0,0,0,0.354122,0,0,0,35.4122,62.6457591438762,0,0,0.104651,0.285412,0,0,10.4651,28.5412,24.6805406078367,0,1,1.794926,3.843551,0,100,100,100
E01026100,East Midlands,E07000137,East Lindsey,854.978765,51.0575542092695,0,0,0,1.880866,0,0,0,100,76.1419099535828,0,0,0,0,0,0,0,0,26.1866958540759,0,1,3,5,0,100,100,100
E01026101,East Midlands,E07000137,East Lindsey,521.629643,47.1821503288703,0,0,0.195266,2,0,0,19.5266,100,77.9595624153888,0,0,0,0,0,0,0,0,25.6522748619111,0,1.390532,3,5,0,100,100,100
E01026102,East Midlands,E07000137,East Lindsey,919.796649,36.6521719193317,0,0.19463,0.769574,1,0,19.463,76.9574,100,59.2996571235302,0,0,0,0.504474,0,0,0,50.4474,22.9867245491944,0,1,2.734899,3,0,100,100,100
E01026103,East Midlands,E07000137,East Lindsey,1007.249351,70.0595244270409,0,0,0,0,0,0,0,0,91.1870745380866,0,0,0,0,0,0,0,0,37.7935646266515,0,0,2,3,0,0,100,100
E01026104,East Midlands,E07000137,East Lindsey,1055.605551,68.0051447723694,0,0,0,0,0,0,0,0,87.0477611115583,0,0,0,0,0,0,0,0,35.7534555293126,0,0,2,3,0,0,100,100
E01026105,East Midlands,E07000137,East Lindsey,828.228527,103.023549426482,0,0,0,0.122981,0,0,0,12.2981,74.4181139039837,0,0,0,0.122981,0,0,0,12.2981,27.3424117711995,0,0.757763,2.987577,5,0,75.7763,100,100
E01026106,East Midlands,E07000137,East Lindsey,494.879405,55.4809397496995,0,0,0,2,0,0,0,100,40.5747845339927,0,0,1,1,0,0,100,100,20.2743231172015,0,2,2,3.453222,0,100,100,100
E01026107,East Midlands,E07000137,East Lindsey,516.485367,62.688381406121,0,0,0,0.936254,0,0,0,46.8127,54.2076887387465,0,0,0.270916,0.679282,0,0,27.0916,67.9282,25.8478774221154,0,1.358565,2,2.482071,0,67.9282,100,100
E01026108,East Midlands,E07000137,East Lindsey,968.152849,18.2362072256944,0,1,1,1,0,100,100,100,11.7229329114684,1,1,1,1,100,100,100,100,10.5684409355342,1,1,3,5,100,100,100,100
E01026109,East Midlands,E07000137,East Lindsey,1135.856265,66.8134720920117,0,0,0,0,0,0,0,0,98.3422961721066,0,0,0,0,0,0,0,0,37.3113762339049,0,0,2,3.136775,0,0,100,100
E01026110,East Midlands,E07000137,East Lindsey,706.823601,28.9611712927957,0,0.855895,0.855895,1.227074,0,85.5895,85.5895,100,40.5554364719823,0,0,0.855895,1,0,0,85.5895,100,16.0450483871509,0,1,3,3,0,100,100,100
E01026111,East Midlands,E07000137,East Lindsey,571.014699,37.2815503180813,0,0.178378,0.801801,1.801801,0,17.8378,80.1801,100,58.4134428884864,0,0,0,0.801801,0,0,0,80.1801,20.1475791887117,0,1.383783,2,3,0,100,100,100
E01026112,East Midlands,E07000137,East Lindsey,482.533142,23.862609714415,0,1,1,1.509594,0,100,100,100,38.7826025381321,0,0,1,1,0,0,100,100,15.3954470231281,0.788912,1,2.788912,3,78.8912,100,100,100
E01026113,East Midlands,E07000137,East Lindsey,752.093234,56.4628860371594,0,0,0.300957,0.663474,0,0,30.0957,56.7715,58.9425672248558,0,0,0.205198,0.571819,0,0,20.5198,57.1819,23.4044188957646,0,1.184678,2.521203,3.891928,0,100,100,100
E01026114,East Midlands,E07000137,East Lindsey,657.438545,12.1045663986358,1,1,1,1,100,100,100,100,9.51045659817583,1,1,1,1,100,100,100,100,8.59984115004776,1,1,3,3,100,100,100,100
E01026115,East Midlands,E07000137,East Lindsey,763.410642,18.0342817264039,0,1,1,1,0,100,100,100,16.7887361081512,0,1,1,1,0,100,100,100,12.2811638146041,1,1,2,3,100,100,100,100
E01026116,East Midlands,E07000137,East Lindsey,685.217638,16.2570424958432,0.163663,1,1,1,16.3663,100,100,100,12.4712969314691,1,1,1,1,100,100,100,100,10.4732666402875,1,1,2.503003,3,100,100,100,100
E01026117,East Midlands,E07000137,East Lindsey,842.632502,56.5432959195283,0,0.120879,0.692307,0.692307,0,12.0879,69.2307,69.2307,63.7487135397768,0,0,0.120879,0.621489,0,0,12.0879,62.1489,24.8654843038464,0,1,2.120879,4.120879,0,100,100,100
E01026118,East Midlands,E07000137,East Lindsey,718.141009,76.8718588674096,0,0,0,0,0,0,0,0,108.429621297107,0,0,0,0,0,0,0,0,39.7106579021131,0,0,3,6.141833,0,0,100,100
E01026119,East Midlands,E07000137,East Lindsey,485.619708,77.9609790156233,0,0,0,0,0,0,0,0,105.000382987616,0,0,0,0,0,0,0,0,37.6248162454336,0,0,2.743644,6,0,0,100,100
E01026120,East Midlands,E07000137,East Lindsey,616.284333,71.2934085239921,0,0,0,0,0,0,0,0,107.094098870033,0,0,0,0,0,0,0,0,38.4316217979476,0,0,3,6.275459,0,0,100,100
E01026121,East Midlands,E07000137,East Lindsey,1120.423435,40.1719301480162,0,0,1.327823,1.804407,0,0,85.6749,94.7658,74.443424007163,0,0,0,0,0,0,0,0,26.488011910604,0,1.714416,2,6.714416,0,100,100,100
E01026122,East Midlands,E07000138,Lincoln,705.506163,14.1012950827447,0.557377,1,1,1,55.7377,100,100,100,9.69090952333459,1,1,1,1,100,100,100,100,9.46410783139774,1,1,2.14754,8,100,100,100,100
E01026123,East Midlands,E07000138,Lincoln,969.413834,15.3854954928682,0.463123,1,1,1,46.3123,100,100,100,11.2298641188103,0.785249,1,1,1,78.5249,100,100,100,9.63406584283762,1,1,1.838394,8.21475,100,100,100,100
E01026124,East Midlands,E07000138,Lincoln,635.06069,9.43895745684461,1,1,1,1,100,100,100,100,7.8431951530096,1,1,1,1,100,100,100,100,7.38885975102099,1,1,2,8,100,100,100,100
E01026125,East Midlands,E07000138,Lincoln,598.260815,10.2004781033258,1,1,1,1,100,100,100,100,8.45525158936123,1,1,1,1,100,100,100,100,7.95710697024124,1,1,2,8,100,100,100,100
E01026126,East Midlands,E07000138,Lincoln,825.368612,12.7357412972333,0.829299,1,1,1,82.9299,100,100,100,9.02195491416882,1,1,1,1,100,100,100,100,8.16540821589665,1,1,2,8,100,100,100,100
E01026127,East Midlands,E07000138,Lincoln,643.47209,60.2195664944972,0,0,0,0.366013,0,0,0,36.6013,35.0344374514726,0,0,1,1,0,0,100,100,22.5913975273788,0,1,4,8,0,100,100,100
E01026128,East Midlands,E07000138,Lincoln,1071.402057,59.9455411226663,0,0,0,0.708537,0,0,0,70.8537,37.3511016382,0,0,1,1,0,0,100,100,23.5591738179375,0,1,4,7.511285,0,100,100,100
