LSOA_code,Region,LA_Code,LA_Name,Ph_pop,PhCyct,PhCyc15n,PhCyc30n,PhCyc45n,PhCyc60n,PhCyc15pct,PhCyc30pct,PhCyc45pct,PhCyc60pct,PhCart,PhCar15n,PhCar30n,PhCar45n,PhCar60n,PhCar15pct,PhCar30pct,PhCar45pct,PhCar60pct
E01026156,East Midlands,E07000138,Lincoln,488,8.56393759512901,6.55327868852459,10,10,10,100,100,100,100,7.37870311550796,10,10,10,10,100,100,100,100
E01026157,East Midlands,E07000138,Lincoln,647,8.43801334998112,3.31839258114374,10,10,10,100,100,100,100,7.3978926295018,10,10,10,10,100,100,100,100
E01026158,East Midlands,E07000138,Lincoln,667,11.2987805117298,2,10,10,10,100,100,100,100,8.91803479144797,10,10,10,10,100,100,100,100
E01026159,East Midlands,E07000138,Lincoln,663,9.17477023614419,2,10,10,10,100,100,100,100,7.59186488080669,10,10,10,10,100,100,100,100
E01026160,East Midlands,E07000138,Lincoln,624,9.34073103702778,2,10,10,10,100,100,100,100,7.95637533910848,9.78365384615385,10,10,10,100,100,100,100
E01026161,East Midlands,E07000138,Lincoln,695,11.1284708524897,1.78705035971223,10,10,10,100,100,100,100,8.58920316497627,10,10,10,10,100,100,100,100
E01026162,East Midlands,E07000138,Lincoln,639,12.1168318724201,1.75430359937402,10,10,10,100,100,100,100,9.30634957579902,10,10,10,10,100,100,100,100
E01026163,East Midlands,E07000138,Lincoln,620,11.3517637900321,2.43548387096774,10,10,10,100,100,100,100,8.62472325972525,10,10,10,10,100,100,100,100
E01026164,East Midlands,E07000138,Lincoln,575,9.0563699698415,7.73391304347826,10,10,10,100,100,100,100,7.56005557521825,10,10,10,10,100,100,100,100
E01026165,East Midlands,E07000138,Lincoln,737,5.6155010703276,4.32428765264586,10,10,10,100,100,100,100,5.02351813733196,10,10,10,10,100,100,100,100
E01026166,East Midlands,E07000138,Lincoln,553,8.92449109350152,4.04701627486438,10,10,10,100,100,100,100,7.29403879684855,10,10,10,10,100,100,100,100
E01026167,East Midlands,E07000138,Lincoln,798,7.10532833720967,10,10,10,10,100,100,100,100,6.52122674289689,10,10,10,10,100,100,100,100
E01026168,East Midlands,E07000138,Lincoln,634,9.98718405731263,3,10,10,10,100,100,100,100,8.10562496960804,10,10,10,10,100,100,100,100
E01026169,East Midlands,E07000138,Lincoln,774,9.92831685657713,3.97416020671835,10,10,10,100,100,100,100,8.29684347171525,10,10,10,10,100,100,100,100
E01026170,East Midlands,E07000138,Lincoln,608,8.72624477657058,5.25164473684211,10,10,10,100,100,100,100,7.09205843128979,10,10,10,10,100,100,100,100
E01026171,East Midlands,E07000138,Lincoln,688,9.62378192715009,4.50581395348837,10,10,10,100,100,100,100,8.39608669781951,10,10,10,10,100,100,100,100
E01026172,East Midlands,E07000138,Lincoln,592,6.82623346679322,2.97972972972973,10,10,10,100,100,100,100,6.29945792343983,10,10,10,10,100,100,100,100
E01026173,East Midlands,E07000138,Lincoln,718,7.37264758962367,3.43593314763231,10,10,10,100,100,100,100,6.58610941467261,10,10,10,10,100,100,100,100
E01026174,East Midlands,E07000138,Lincoln,623,4.61842139984372,8.30979133226324,10,10,10,100,100,100,100,3.96948527348557,10,10,10,10,100,100,100,100
E01026175,East Midlands,E07000138,Lincoln,908,6.99607612561658,4.28744493392071,10,10,10,100,100,100,100,5.92408024570729,10,10,10,10,100,100,100,100
E01026176,East Midlands,E07000138,Lincoln,918,3.75356042036643,10,10,10,10,100,100,100,100,3.69318131344659,10,10,10,10,100,100,100,100
E01026177,East Midlands,E07000138,Lincoln,799,5.12570252187339,10,10,10,10,100,100,100,100,5.12570252187339,10,10,10,10,100,100,100,100
E01026178,East Midlands,E07000138,Lincoln,794,8.06447456667908,10,10,10,10,100,100,100,100,7.29733404342052,10,10,10,10,100,100,100,100
E01026179,East Midlands,E07000139,North Kesteven,456,26.9742350032042,0,0.331140350877193,3,8.39912280701754,--,33.1140350877193,100,100,12.4527714906229,1,10,10,10,100,100,100,100
E01026180,East Midlands,E07000139,North Kesteven,631,23.3463457205651,0,0.893819334389857,3.24088748019017,6.42630744849445,--,89.3819334389857,100,100,10.603540552403,1.56735340729002,9.74643423137876,10,10,100,100,100,100
E01026182,East Midlands,E07000139,North Kesteven,604,22.7257976892328,0,1,6.79304635761589,10,--,100,100,100,11.3969055138504,1,10,10,10,100,100,100,100
E01026183,East Midlands,E07000139,North Kesteven,1144,35.7666187904597,0,0.203671328671329,1.94493006993007,4.20541958041958,--,20.3671328671329,100,100,14.6287336126457,0.307692307692308,9.55769230769231,10,10,30.7692307692308,100,100,100
E01026184,East Midlands,E07000139,North Kesteven,530,9.15494800977053,1,5.90566037735849,10,10,100,100,100,100,8.19899168641552,4.56792452830189,10,10,10,100,100,100,100
E01026185,East Midlands,E07000139,North Kesteven,846,5.40495780691513,1,8.30851063829787,10,10,100,100,100,100,4.86231288945869,5.95862884160757,10,10,10,100,100,100,100
E01026186,East Midlands,E07000139,North Kesteven,721,7.78325176800562,1.62274618585298,10,10,10,100,100,100,100,6.90157564122199,8.69486823855756,10,10,10,100,100,100,100
E01026187,East Midlands,E07000139,North Kesteven,782,10.1175342161361,1,10,10,10,100,100,100,100,8.16617961156072,7.99488491048593,10,10,10,100,100,100,100
E01026188,East Midlands,E07000139,North Kesteven,1088,8.76757125911441,1,10,10,10,100,100,100,100,7.16592689362439,6.87959558823529,10,10,10,100,100,100,100
E01026189,East Midlands,E07000139,North Kesteven,845,10.2801589858864,1,8.59408284023669,10,10,100,100,100,100,8.42294147162191,5.76923076923077,10,10,10,100,100,100,100
E01026190,East Midlands,E07000139,North Kesteven,674,6.56479527258023,1,3.32047477744807,10,10,100,100,100,100,6.22727212446684,4.54747774480712,10,10,10,100,100,100,100
E01026191,East Midlands,E07000139,North Kesteven,727,17.4993435227124,0.379642365887208,1.88583218707015,8.05502063273728,10,37.9642365887208,100,100,100,9.85936714992239,2.58872077028886,10,10,10,100,100,100,100
E01026192,East Midlands,E07000139,North Kesteven,518,40.2529450073117,0,0,4.31853281853282,10,--,--,100,100,16.7080231714288,0,10,10,10,--,100,100,100
E01026193,East Midlands,E07000139,North Kesteven,643,23.1680304820962,0,1.07620528771384,4.18662519440124,10,--,62.3639191290824,100,100,12.2481876884881,1.35458786936236,10,10,10,100,100,100,100
E01026194,East Midlands,E07000139,North Kesteven,838,6.67757300126228,1,1,3.44749403341289,10,100,100,100,100,5.76554882038756,1.69928400954654,10,10,10,100,100,100,100
E01026195,East Midlands,E07000139,North Kesteven,849,12.3430929083522,0.56301531213192,2.24617196702002,7.21672555948174,10,56.301531213192,100,100,100,7.78492839321768,2.72909305064782,10,10,10,100,100,100,100
E01026196,East Midlands,E07000139,North Kesteven,681,21.1018008017899,0.298091042584435,0.731277533039648,1.29809104258443,5.58443465491924,29.8091042584435,73.1277533039648,100,100,10.3100987185585,1.29809104258443,10,10,10,100,100,100,100
E01026197,East Midlands,E07000139,North Kesteven,631,29.6333354222058,0,1.00792393026941,5,6.20443740095087,--,50.3961965134707,100,100,12.9426856286955,2.93819334389857,9,10,10,100,100,100,100
E01026198,East Midlands,E07000139,North Kesteven,465,36.8783876404157,0,0,4.16129032258065,6,--,--,100,100,15.342038843335,0.356989247311828,9.64301075268817,10,10,35.6989247311828,100,100,100
E01026199,East Midlands,E07000139,North Kesteven,996,26.9778289673589,0,2.55220883534137,8.17971887550201,10,--,38.5542168674699,100,100,12.8206658244032,3.25903614457831,10,10,10,100,100,100,100
E01026200,East Midlands,E07000139,North Kesteven,726,9.04294482638985,0.81129476584022,1,4.43388429752066,7,81.129476584022,100,100,100,6.60176694536636,2.08402203856749,8.55509641873278,10,10,100,100,100,100
E01026201,East Midlands,E07000139,North Kesteven,896,15.8779524912365,0.4140625,1,2.99553571428571,7.01004464285714,41.40625,100,100,100,9.87220278762603,1,9.1796875,10,10,100,100,100,100
E01026202,East Midlands,E07000139,North Kesteven,891,7.47214587179109,1,1,5,7,100,100,100,100,6.82545790803318,2.35241301907969,8.45566778900112,10,10,100,100,100,100
E01026203,East Midlands,E07000139,North Kesteven,838,9.45844323692427,1.92482100238663,9.83174224343675,10,10,100,100,100,100,7.96530751585498,5.91050119331742,10,10,10,100,100,100,100
E01026204,East Midlands,E07000139,North Kesteven,770,7.91840711271044,1,4.77012987012987,10,10,100,100,100,100,7.5309101992193,2.83896103896104,10,10,10,100,100,100,100
E01026205,East Midlands,E07000139,North Kesteven,694,10.9581422237731,1,4.22046109510086,10,10,100,100,100,100,8.94792816339277,2.82708933717579,10,10,10,100,100,100,100
E01026206,East Midlands,E07000139,North Kesteven,815,10.0123357636091,1.34601226993865,3.64294478527607,10,10,100,100,100,100,8.44372260520804,2.29447852760736,10,10,10,100,100,100,100
E01026207,East Midlands,E07000139,North Kesteven,546,33.0214235700145,0,0.32967032967033,2.31868131868132,5.82051282051282,--,32.967032967033,100,100,13.9179083447445,1.31868131868132,10,10,10,32.967032967033,100,100,100
E01026208,East Midlands,E07000139,North Kesteven,692,16.9243577339932,2.09826589595376,4.19219653179191,6,6,52.4566473988439,100,100,100,10.0789920337081,4.6257225433526,9.28323699421965,10,10,100,100,100,100
E01026209,East Midlands,E07000139,North Kesteven,1005,20.5354692048433,0,4.49850746268657,4.82189054726368,6.99800995024876,--,93.5323383084577,100,100,10.9100429236033,4.75721393034826,8.48557213930348,10,10,100,100,100,100
E01026210,East Midlands,E07000139,North Kesteven,1001,31.9439982528475,0.0619380619380619,0.151848151848152,1.94805194805195,3.96203796203796,6.19380619380619,15.1848151848152,100,100,13.1270589914875,0.94005994005994,9.64435564435564,10,10,94.005994005994,100,100,100
E01026211,East Midlands,E07000139,North Kesteven,779,17.0206494266533,0.593068035943517,1.40693196405648,3.63286264441592,10,59.3068035943517,100,100,100,9.6708005280173,1.81001283697047,10,10,10,100,100,100,100
E01026212,East Midlands,E07000139,North Kesteven,692,7.23193444914839,1,1,2.58092485549133,9.76445086705202,100,100,100,100,6.49132323027408,1.79335260115607,10,10,10,100,100,100,100
E01026213,East Midlands,E07000139,North Kesteven,829,5.8680366425032,1,1,2.70325693606755,9.38841978287093,100,100,100,100,5.20722651836648,1.31483715319662,10,10,10,100,100,100,100
E01026214,East Midlands,E07000139,North Kesteven,536,6.50229334686279,4.49813432835821,10,10,10,100,100,100,100,5.98445333583832,10,10,10,10,100,100,100,100
E01026215,East Midlands,E07000139,North Kesteven,484,3.67258669165886,5.24173553719008,10,10,10,100,100,100,100,3.67258669165886,10,10,10,10,100,100,100,100
E01026218,East Midlands,E07000139,North Kesteven,589,6.59329286048896,4,10,10,10,100,100,100,100,6.1621663649078,8.26485568760611,10,10,10,100,100,100,100
E01026219,East Midlands,E07000139,North Kesteven,529,7.75573372413681,4,10,10,10,100,100,100,100,6.81647609748938,9.25330812854442,10,10,10,100,100,100,100
E01026220,East Midlands,E07000139,North Kesteven,1063,7.87925860307854,4,10,10,10,100,100,100,100,6.90535510232695,8.86641580432738,10,10,10,100,100,100,100
E01026221,East Midlands,E07000139,North Kesteven,1083,35.2309852942524,0,0.524469067405355,3.58448753462604,6.43397968605725,--,13.1117266851339,83.7488457987073,100,15.2116778072895,1.62511542012927,9.42474607571561,10,10,40.6278855032318,100,100,100
E01026222,East Midlands,E07000139,North Kesteven,853,6.97053470511214,1,3.4337631887456,5,7,100,100,100,100,6.07291240610767,4.81125439624853,9,10,10,100,100,100,100
E01026223,East Midlands,E07000139,North Kesteven,939,9.3697241408416,1,1.70287539936102,5,7.66773162939297,100,100,100,100,7.68518554327361,1.51331203407881,8.65388711395101,10,10,100,100,100,100
E01026224,East Midlands,E07000139,North Kesteven,797,6.48864595430537,1,2.25219573400251,5,7.16185696361355,100,100,100,100,6.07348184155132,2.74027603513174,9,10,10,100,100,100,100
E01026225,East Midlands,E07000139,North Kesteven,709,6.20251391641147,1,5.18758815232722,10,10,100,100,100,100,5.56953057389262,3.97743300423131,10,10,10,100,100,100,100
E01026226,East Midlands,E07000139,North Kesteven,848,8.85700485606719,1,6.85495283018868,10,10,100,100,100,100,7.43655452091799,3.84080188679245,10,10,10,100,100,100,100
E01026227,East Midlands,E07000139,North Kesteven,784,6.91967479614708,4,4.61224489795918,6,6,100,100,100,100,6.16743905364013,4.61224489795918,9.63647959183673,10,10,100,100,100,100
E01026228,East Midlands,E07000139,North Kesteven,645,11.0506468130655,4,4.17829457364341,6,6,100,100,100,100,8.56819913564185,4.17829457364341,9.8062015503876,10,10,100,100,100,100
E01026229,East Midlands,E07000139,North Kesteven,641,10.0671352440667,4,4,6,6,100,100,100,100,7.78705327798556,5,8,9,10,100,100,100,100
E01026230,East Midlands,E07000139,North Kesteven,557,9.32003230005623,4,4,6,6,100,100,100,100,7.18449555605626,5,8.24775583482944,9,10,100,100,100,100
E01026231,East Midlands,E07000139,North Kesteven,1139,9.07827825467464,4,4,6,6,100,100,100,100,7.95770946261885,4.11237928007024,9.88762071992976,10,10,100,100,100,100
E01026232,East Midlands,E07000139,North Kesteven,1059,7.86024593540907,4,4.30122757318225,6,6,100,100,100,100,6.94919631323272,5.03777148253069,8.95184135977337,9.86307837582625,10,100,100,100,100
E01026233,East Midlands,E07000139,North Kesteven,755,12.3177844794441,3.68609271523179,4,6,6,100,100,100,100,9.26709718006482,4,9.85562913907285,10,10,100,100,100,100
E01026234,East Midlands,E07000139,North Kesteven,1097,17.0890173991703,1.78122151321787,4,5.57702825888788,6,57.7028258887876,100,100,100,10.8716672351623,4,9.69553327256153,10,10,100,100,100,100
E01026235,East Midlands,E07000139,North Kesteven,762,5.50769051763058,4,4.39370078740158,6,6,100,100,100,100,5.2205670639473,4.80183727034121,9.03674540682415,9.42782152230971,10,100,100,100,100
E01026236,East Midlands,E07000139,North Kesteven,547,8.75005892207384,4,4,6,6,100,100,100,100,7.20934402110498,4.55027422303473,8.89945155393053,9.44972577696526,10,100,100,100,100
E01026237,East Midlands,E07000139,North Kesteven,513,9.76575420042509,1,10,10,10,100,100,100,100,7.63121043135637,9.01169590643275,10,10,10,100,100,100,100
E01026238,East Midlands,E07000139,North Kesteven,549,11.9958251084192,1.75956284153005,10,10,10,100,100,100,100,8.55983072813543,7.59380692167577,10,10,10,100,100,100,100
E01026239,East Midlands,E07000140,South Holland,815,6.5625992962157,1,1.21226993865031,4,10,100,100,100,100,5.41210936465418,3.46503067484663,10,10,10,100,100,100,100
E01026240,East Midlands,E07000140,South Holland,1009,9.37018528069151,1,1.41328047571853,4.55302279484638,10,100,100,100,100,7.42098303829634,2.82061446977205,10,10,10,100,100,100,100
E01026241,East Midlands,E07000140,South Holland,808,32.8161298492119,0,0.175742574257426,7.09653465346535,10,--,17.5742574257426,100,100,15.4554904185603,1.00247524752475,10,10,10,34.9009900990099,100,100,100
E01026242,East Midlands,E07000140,South Holland,650,8.09437337681145,1,1.28153846153846,2,4,100,100,100,100,7.73742816111438,2,10,10,10,100,100,100,100
E01026243,East Midlands,E07000140,South Holland,597,5.71794037236409,1,1.26130653266332,2,4,100,100,100,100,5.07752129371193,2,10,10,10,100,100,100,100
E01026244,East Midlands,E07000140,South Holland,571,21.1662381035941,0,1,2.71453590192644,7.87565674255692,--,100,100,100,11.169547654712,1.19439579684764,10,10,10,100,100,100,100
E01026245,East Midlands,E07000140,South Holland,977,18.5672024708245,0.546571136131013,2.2446264073695,3.40532241555783,5.36642784032753,27.3285568065507,83.9303991811668,100,100,9.55577644935854,2.83930399181167,10,10,10,100,100,100,100
E01026246,East Midlands,E07000140,South Holland,996,25.073390246153,0.0963855421686747,1.81425702811245,3.0933734939759,4,9.63855421686747,69.7791164658635,100,100,12.924016396375,2.35341365461847,7.73795180722892,10,10,69.7791164658635,100,100,100
E01026247,East Midlands,E07000140,South Holland,853,27.1859773850276,0,1.1031652989449,6.70339976553341,9,--,92.7315357561547,100,100,12.5288865699626,1.92731535756155,10,10,10,100,100,100,100
E01026248,East Midlands,E07000140,South Holland,934,21.3884704330134,0.533190578158458,1.65738758029979,2.71948608137045,6.22055674518201,26.6595289079229,82.8693790149893,100,100,12.7951106323171,1.62312633832976,9.32334047109208,10,10,71.948608137045,100,100,100
E01026249,East Midlands,E07000140,South Holland,810,31.6634874544932,0.261728395061728,0.516049382716049,1.7,5.50123456790123,13.0864197530864,25.8024691358025,100,100,13.7939766207392,0.660493827160494,8.88641975308642,10,10,40.2469135802469,100,100,100
E01026250,East Midlands,E07000140,South Holland,881,5.56232807131246,2,2,3,9,100,100,100,100,5.24002543957089,2.33144154370034,9.83200908059024,10,10,100,100,100,100
E01026251,East Midlands,E07000140,South Holland,828,10.7146827943863,2,2,3.19927536231884,9.5024154589372,100,100,100,100,8.70484415446558,2,10,10,10,100,100,100,100
E01026252,East Midlands,E07000140,South Holland,815,8.2529297527213,2,2,3,9.16073619631902,100,100,100,100,7.74841239927565,2.50674846625767,10,10,10,100,100,100,100
E01026253,East Midlands,E07000140,South Holland,834,9.70675259117135,2,2,3,9,100,100,100,100,7.84932415127618,2.58033573141487,10,10,10,100,100,100,100
E01026254,East Midlands,E07000140,South Holland,874,19.63867531474,0.456521739130435,1.63729977116705,4.35926773455378,8.38100686498856,45.6521739130435,100,100,100,10.2620868436896,2,10,10,10,100,100,100,100
E01026255,East Midlands,E07000140,South Holland,905,8.02323489960393,1,2,4,7.85193370165746,100,100,100,100,6.75452049724051,2.38011049723757,10,10,10,100,100,100,100
E01026256,East Midlands,E07000140,South Holland,720,11.3625191520422,0.659722222222222,1.73194444444444,3.85555555555556,5.63333333333333,65.9722222222222,100,100,100,8.09255126554232,1.73194444444444,10,10,10,100,100,100,100
E01026257,East Midlands,E07000140,South Holland,896,9.49771212861195,0.844866071428571,1.84486607142857,4,4.84486607142857,84.4866071428571,100,100,100,7.41198743822733,2.91964285714286,10,10,10,100,100,100,100
E01026258,East Midlands,E07000140,South Holland,782,9.74955424685387,1.17007672634271,6,6,7.34015345268542,100,100,100,100,7.20265923279106,6,9.34654731457801,10,10,100,100,100,100
E01026259,East Midlands,E07000140,South Holland,736,20.3370857073009,0.186141304347826,3.33695652173913,6,8.88722826086956,18.6141304347826,100,100,100,10.723835459728,2.92255434782609,9.81385869565217,10,10,100,100,100,100
E01026260,East Midlands,E07000140,South Holland,898,7.07640611877205,1,6,6,7,100,100,100,100,5.80695900725682,6,8.32850779510022,10,10,100,100,100,100
E01026262,East Midlands,E07000140,South Holland,668,13.5170604646325,3.25449101796407,6,6,7.15868263473054,82.185628742515,100,100,100,9.85098210580316,6,10,10,10,100,100,100,100
E01026263,East Midlands,E07000140,South Holland,843,12.9442977525297,3.53024911032028,6,6,7.05100830367734,100,100,100,100,10.1506034301097,5.63463819691578,9.77105575326216,10,10,100,100,100,100
E01026264,East Midlands,E07000140,South Holland,666,10.4017589326924,4.37237237237237,6,6,8,100,100,100,100,8.61854982514956,6,9.78528528528529,10,10,100,100,100,100
E01026265,East Midlands,E07000140,South Holland,536,16.5429818895128,1.69402985074627,5.76305970149254,6,7.47388059701493,48.6940298507463,100,100,100,10.8481928467248,5,8.49067164179104,10,10,100,100,100,100
E01026266,East Midlands,E07000140,South Holland,962,7.75442993276364,5,6,6,8,100,100,100,100,7.38691120730159,6,9,10,10,100,100,100,100
E01026267,East Midlands,E07000140,South Holland,1231,10.9180013096885,4.23720552396426,6,6,8.11129163281885,100,100,100,100,9.46324662554451,5.79772542648253,9.32006498781479,10,10,100,100,100,100
E01026268,East Midlands,E07000140,South Holland,914,11.4364511834904,3.90153172866521,6,6,8.37089715536105,89.1684901531729,100,100,100,9.40694958965964,5.73741794310722,9.04595185995624,10,10,100,100,100,100
E01026269,East Midlands,E07000140,South Holland,968,10.584956808627,4.85123966942149,6,6,8,100,100,100,100,8.9765637349498,5.69111570247934,9.16012396694215,10,10,100,100,100,100
E01026270,East Midlands,E07000140,South Holland,779,10.4021731531839,3.62644415917843,6,6,8.27471116816431,72.5288831835687,100,100,100,7.49141731287238,6,8.72528883183569,10,10,100,100,100,100
E01026271,East Midlands,E07000140,South Holland,791,9.01566583967594,5,6,6,8,100,100,100,100,7.80250675317091,6,9,9,10,100,100,100,100
E01026272,East Midlands,E07000140,South Holland,585,8.87877220840129,5,6,6,8,100,100,100,100,7.48000711416674,6,9,9,10,100,100,100,100
E01026273,East Midlands,E07000140,South Holland,749,10.7826585711905,5,6,6,8,100,100,100,100,8.63550175116274,6,10,10,10,100,100,100,100
E01026274,East Midlands,E07000140,South Holland,790,13.381350926851,3.93544303797468,6,6,8,100,100,100,100,9.67705254922833,6,10,10,10,100,100,100,100
E01026275,East Midlands,E07000140,South Holland,900,10.2256074924024,4.71666666666667,6,6,8,100,100,100,100,8.56115775882999,6,10,10,10,100,100,100,100
E01026276,East Midlands,E07000140,South Holland,1018,25.5622027411533,0,1.63654223968566,5.83693516699411,8.80943025540275,--,57.9567779960707,100,100,11.8282914484166,3.09233791748527,9.55206286836935,10,10,100,100,100,100
E01026277,East Midlands,E07000140,South Holland,736,5.31752898499473,1,2,3,7.47282608695652,100,100,100,100,5.01117171367747,2.5054347826087,10,10,10,100,100,100,100
E01026278,East Midlands,E07000140,South Holland,638,10.3333067624199,0.915360501567398,1.8025078369906,2.9153605015674,7.52037617554859,91.5360501567398,100,100,100,8.34812992522863,2.52037617554859,10,10,10,100,100,100,100
E01026279,East Midlands,E07000140,South Holland,642,8.64494335955331,1,2,3,6.22118380062305,100,100,100,100,7.07244335262701,2,10,10,10,100,100,100,100
E01026280,East Midlands,E07000140,South Holland,1067,32.8694301986082,0,0.143392689784442,1.97282099343955,7.3261480787254,--,14.3392689784442,100,100,14.8995470931842,0.289597000937207,10,10,10,28.9597000937207,100,100,100
E01026281,East Midlands,E07000140,South Holland,563,23.100192011504,0,5,7.42095914742451,8.28952042628774,--,100,100,100,11.6800148813088,5,9.47779751332149,10,10,100,100,100,100
E01026282,East Midlands,E07000140,South Holland,747,31.728384373323,0,2.18473895582329,7.27309236947791,8.82329317269076,--,61.0441767068273,100,100,14.5225706094841,1.78045515394913,9.61044176706827,10,10,61.0441767068273,100,100,100
E01026283,East Midlands,E07000140,South Holland,761,27.9236371195671,0,2.45992115637319,6.61892247043364,9.54007884362681,--,100,100,100,13.6966783664968,3.1419185282523,10,10,10,100,100,100,100
E01026284,East Midlands,E07000140,South Holland,817,31.8444672485776,0,1.02203182374541,6.02570379436964,8.19951040391677,--,20.4406364749082,100,100,14.5400256658571,2.88494492044064,9.14443084455324,10,10,66.2178702570379,100,100,100
E01026285,East Midlands,E07000140,South Holland,636,24.1694902408056,0,1.57232704402516,5.88364779874214,8.77672955974843,--,78.6163522012579,100,100,11.8724162198978,2.18396226415094,10,10,10,100,100,100,100
E01026286,East Midlands,E07000140,South Holland,521,17.182328527624,0,2,5.45489443378119,9.30902111324376,--,100,100,100,10.2416507787111,2,10,10,10,100,100,100,100
E01026287,East Midlands,E07000141,South Kesteven,652,11.4728242888776,4,4,4,6,100,100,100,100,9.45486759840195,4,8.60736196319018,10,10,100,100,100,100
E01026288,East Midlands,E07000141,South Kesteven,779,9.39013077331071,4,4,4,7,100,100,100,100,8.54131986454182,4,6.86521181001284,6.86521181001284,10,100,100,100,100
E01026289,East Midlands,E07000141,South Kesteven,898,12.0934792695252,3.64699331848552,4,4,5.82293986636971,100,100,100,100,8.71035691510851,4,6.84521158129176,10,10,100,100,100,100
E01026290,East Midlands,E07000141,South Kesteven,946,42.9272652485473,0,0,1.77272727272727,3.38689217758985,--,--,61.6279069767442,100,16.8457596990717,0.283298097251586,8.40486257928118,10,10,22.938689217759,100,100,100
E01026291,East Midlands,E07000141,South Kesteven,879,14.7690822913772,0.675767918088737,9,10,10,67.5767918088737,100,100,100,9.41695175225281,9.67576791808874,10,10,10,100,100,100,100
E01026292,East Midlands,E07000141,South Kesteven,646,10.9041277929101,1,9,9,9,100,100,100,100,7.85920066091903,8.64705882352941,10,10,10,100,100,100,100
E01026293,East Midlands,E07000141,South Kesteven,884,13.3268025939016,1.1052036199095,9,9,9.42760180995475,57.579185520362,100,100,100,9.19808136869075,8.68778280542986,10,10,10,100,100,100,100
E01026294,East Midlands,E07000141,South Kesteven,677,13.4979106658981,1.80945347119645,9,9,9.85376661742984,85.3766617429838,100,100,100,9.5166845750241,9,10,10,10,100,100,100,100
E01026296,East Midlands,E07000141,South Kesteven,681,13.589103368174,1.38325991189427,3,3,4.69162995594714,69.1629955947137,100,100,100,9.21539846644458,3,9.30837004405286,10,10,100,100,100,100
E01026297,East Midlands,E07000141,South Kesteven,613,8.97495467681113,2.81729200652529,3,3,5.20880913539967,100,100,100,100,7.57307046190143,3,9,10,10,100,100,100,100
E01026298,East Midlands,E07000141,South Kesteven,908,7.85842999804031,3,3,3,5.86453744493392,100,100,100,100,7.0490961356349,3,9,10,10,100,100,100,100
E01026299,East Midlands,E07000141,South Kesteven,750,5.90843195573411,2.78,3,3,5.188,100,100,100,100,5.66871912488987,3,9.22,10,10,100,100,100,100
E01026300,East Midlands,E07000141,South Kesteven,658,8.99187580149183,2.19452887537994,3,3,5,100,100,100,100,7.63910930616814,3,9.19452887537994,10,10,100,100,100,100
E01026301,East Midlands,E07000141,South Kesteven,727,7.46917076811527,2.81980742778542,3,3,5.21595598349381,100,100,100,100,6.53994668172934,3,9.39339752407153,10,10,100,100,100,100
E01026302,East Midlands,E07000141,South Kesteven,514,8.94557449949549,2.49221789883268,3,3,5,100,100,100,100,7.52278296998207,3,9,10,10,100,100,100,100
E01026303,East Midlands,E07000141,South Kesteven,546,10.1395423547347,3,4,8,10,100,100,100,100,7.85086886211363,4,10,10,10,100,100,100,100
E01026304,East Midlands,E07000141,South Kesteven,637,8.36356864606017,1.51020408163265,4,9,10,100,100,100,100,6.14349534008697,4.53375196232339,10,10,10,100,100,100,100
E01026305,East Midlands,E07000141,South Kesteven,624,10.3118824650006,3,4,7.41346153846154,10,100,100,100,100,8.22891573715641,4,10,10,10,100,100,100,100
E01026306,East Midlands,E07000141,South Kesteven,743,7.23501693410024,2.32032301480485,4,8.37550471063257,10,100,100,100,100,6.23414317110077,4.70390309555855,10,10,10,100,100,100,100
E01026307,East Midlands,E07000141,South Kesteven,576,9.69720814919998,2.70138888888889,4,8.70138888888889,10,100,100,100,100,7.54623817137739,4.92881944444444,10,10,10,100,100,100,100
E01026308,East Midlands,E07000141,South Kesteven,624,6.1606329233918,5.98076923076923,9,9,10,100,100,100,100,5.72339871317827,10,10,10,10,100,100,100,100
E01026309,East Midlands,E07000141,South Kesteven,724,10.2909618555792,8,9,9,10,100,100,100,100,8.14925046535971,10,10,10,10,100,100,100,100
E01026310,East Midlands,E07000141,South Kesteven,475,9.31894141027904,7.48631578947368,9,9.28,10,100,100,100,100,7.44039898994303,10,10,10,10,100,100,100,100
E01026311,East Midlands,E07000141,South Kesteven,697,9.8688350145934,8,9,9,10,100,100,100,100,7.69154564279025,10,10,10,10,100,100,100,100
E01026312,East Midlands,E07000141,South Kesteven,472,7.90710755934529,8,9,9,10,100,100,100,100,6.83690882674303,10,10,10,10,100,100,100,100
E01026313,East Midlands,E07000141,South Kesteven,683,28.2431258934661,1.32357247437775,4.70278184480234,7.14202049780381,9.53733528550512,33.0893118594436,68.5212298682284,79.3557833089312,100,13.2331327314181,6.51830161054173,10,10,10,79.3557833089312,100,100,100
E01026314,East Midlands,E07000141,South Kesteven,588,42.3242419958115,0,0,4,10,--,--,100,100,16.5852968223393,0,10,10,10,--,100,100,100
E01026315,East Midlands,E07000141,South Kesteven,964,24.4000554849039,0,5.41078838174274,8.59958506224066,9.72510373443983,--,79.9792531120332,100,100,12.583464220765,6.1856846473029,10,10,10,79.9792531120332,100,100,100
