LSOA_code,Region,LA_Code,LA_Name,GP_pop,GPPTt,GPPT15n,GPPT30n,GPPT45n,GPPT60n,GPPT15pct,GPPT30pct,GPPT45pct,GPPT60pct,GPCyct,GPCyc15n,GPCyc30n,GPCyc45n,GPCyc60n,GPCyc15pct,GPCyc30pct,GPCyc45pct,GPCyc60pct,GPCart,GPCar15n,GPCar30n,GPCar45n,GPCar60n,GPCar15pct,GPCar30pct,GPCar45pct,GPCar60pct
E01026076,East Midlands,E07000137,East Lindsey,919.461324,30.6607734716163,0,0.595791,4.992248,7.709856,0,48.1727,100,100,25.6853160435299,0,1.228128,3.743078,7.842746,0,100,100,100,13.181377389296,1.431893,9.885935,10,10,92.4695,100,100,100
E01026077,East Midlands,E07000137,East Lindsey,512.169486,12.020795760786,1.978131,4.502982,7.230616,10,100,100,100,100,10.0780706190727,3,3,3.755467,6.733598,100,100,100,100,8.42491562198585,3,10,10,10,100,100,100,100
E01026078,East Midlands,E07000137,East Lindsey,455.148629,12.1024426504929,2.181208,4.494407,7,10,72.7069,100,100,100,10.0065290356471,3,3,3.727069,6.727069,100,100,100,100,8.42291984654436,3,10,10,10,100,100,100,100
E01026079,East Midlands,E07000137,East Lindsey,770.799803,10.9209014105772,0.611624,1,2.03963,7.57992,61.1624,100,100,100,9.82327150565316,0.877146,1,1.122853,3.36856,87.7146,100,100,100,7.37772530563816,1,9.754293,10,10,100,100,100,100
E01026080,East Midlands,E07000137,East Lindsey,851.239941,6.8800413310337,0.881578,2.374401,7.952153,8.832535,88.1578,100,100,100,8.16804345539075,0.881578,2.625598,5.366028,10,88.1578,100,100,100,6.77218896209055,3.294258,10,10,10,100,100,100,100
E01026081,East Midlands,E07000137,East Lindsey,1132.271308,5.60997921862012,3.368705,4.200539,8.231115,10,100,100,100,100,7.07364914799767,3,3,4,7.26169,100,100,100,100,6.74362014495425,3,10,10,10,100,100,100,100
E01026082,East Midlands,E07000137,East Lindsey,945.935294,42.399973593666,0.170075,1.367061,2.824542,4.454251,17.0075,59.8493,77.2874,77.2874,27.9568779233241,0,1.242195,3.610333,6.392895,0,67.4919,100,100,13.3566550454719,1.405812,9.893433,10,10,67.4919,100,100,100
E01026083,East Midlands,E07000137,East Lindsey,784.036789,9.13334044472819,2,4.393506,8.201298,10,100,100,100,100,8.32314760730915,2,3.27922,5,6,100,100,100,100,7.3462419862155,3,9,10,10,100,100,100,100
E01026084,East Midlands,E07000137,East Lindsey,677.12268,8.70452156940052,1.834586,5.254135,8.183458,10,100,100,100,100,8.64938108797294,2,3.371428,5.138345,6,100,100,100,100,7.33013129219403,3.103759,8.851127,10,10,100,100,100,100
E01026085,East Midlands,E07000137,East Lindsey,1051.831172,12.6002805817001,0.928363,3.703775,6.111326,9.095837,70.3775,100,100,100,9.82645989092573,1.338818,3.005808,5.750242,6,94.1916,100,100,100,8.32668515321705,3,8.607938,10,10,100,100,100,100
E01026087,East Midlands,E07000137,East Lindsey,469.403843,16.1935238095238,0.266811,4,6.266811,9.542299,26.6811,100,100,100,10.2450129323191,3,3,4,6,100,100,100,100,8.67668389407071,3,10,10,10,100,100,100,100
E01026088,East Midlands,E07000137,East Lindsey,517.260634,16.4975950548942,0.452755,4,6.452755,9.153543,45.2755,100,100,100,10.2641157378927,3,3,4,6,100,100,100,100,8.40872093285734,3,10,10,10,100,100,100,100
E01026089,East Midlands,E07000137,East Lindsey,941.862375,7.614778104515,2.621621,4,7.115675,10,100,100,100,100,7.52653841671389,3,3,4,7.538378,100,100,100,100,7.14148436025285,3.124324,10,10,10,100,100,100,100
E01026090,East Midlands,E07000137,East Lindsey,560.026276,9.81251669270299,1.581818,4,5.992727,10,100,100,100,100,8.74788286207695,3,3,4,6.18,100,100,100,100,7.28105117478784,3,10,10,10,100,100,100,100
E01026091,East Midlands,E07000137,East Lindsey,443.948103,11.4442735784482,1.261467,4,5.002293,10,100,100,100,100,9.30384612287212,3,3,4,6.770642,100,100,100,100,7.44384609124599,3.543577,10,10,10,100,100,100,100
E01026092,East Midlands,E07000137,East Lindsey,630.284118,4.91093023255814,2.05008,6.159935,7.428109,10,100,100,100,100,9.58116958177204,2,3,5,6,100,100,100,100,7.40056080302853,3.62197,9,10,10,100,100,100,100
E01026093,East Midlands,E07000137,East Lindsey,778.94564,9.6187400003605,1.803921,6.690196,7.560784,10,81.1764,100,100,100,11.9807411327601,2,2.690196,5,6,100,100,100,100,9.04971487682521,2.30196,8.690196,10,10,100,100,100,100
E01026094,East Midlands,E07000137,East Lindsey,703.59665,12.3322543988402,2.390738,4.856729,7,9.856729,85.6729,100,100,100,9.50400363339164,2,2.32272,5,6,100,100,100,100,7.85697853253513,3.509406,9,10,10,100,100,100,100
E01026095,East Midlands,E07000137,East Lindsey,491.804895,17.5082356000042,0,3.712215,7,9.236024,0,100,100,100,15.1508015446789,0.467908,2,5,6,46.7908,100,100,100,10.7588454982999,2,7.221532,10,10,100,100,100,100
E01026096,East Midlands,E07000137,East Lindsey,607.883069,17.7559325067621,0,2.381909,6.427135,7.979899,0,100,100,100,16.5328070539558,0,2,5,6,0,100,100,100,11.4833919371468,2,6.809045,10,10,100,100,100,100
E01026097,East Midlands,E07000137,East Lindsey,723.961242,12.7856056153472,0.933895,5.263009,7,10,63.2911,100,100,100,12.9600704582644,1.632911,2.49367,5,6,100,100,100,100,9.89323934098365,2,7.632911,10,10,100,100,100,100
E01026098,East Midlands,E07000137,East Lindsey,830.875349,19.2784167841374,0.262254,5.529411,9.51348,10,26.2254,100,100,100,27.8890477625591,0,0.852941,5.492647,6.709558,0,85.2941,100,100,11.7262746283822,2.270833,10,10,10,100,100,100,100
E01026099,East Midlands,E07000137,East Lindsey,963.245198,21.1112700373943,0.248414,1.78964,3.221987,4.33298,24.8414,92.6004,100,100,24.5122713451002,0.104651,0.794926,1.918604,4.286469,10.4651,79.4926,100,100,11.6855370431276,1.131078,9.136363,10,10,100,100,100,100
E01026100,East Midlands,E07000137,East Lindsey,846.148793,6.83441810344828,1,2.321299,5.880866,9.880866,100,100,100,100,7.0623006592023,1,1,1,4.6787,100,100,100,100,6.45677800579318,1,10,10,10,100,100,100,100
E01026101,East Midlands,E07000137,East Lindsey,516.242405,10.3218413391557,1,2.804733,6.585798,10,100,100,100,100,8.17234379131201,1,1,1,5.195266,100,100,100,100,7.74712533409418,1,10,10,10,100,100,100,100
E01026102,East Midlands,E07000137,East Lindsey,910.297257,23.3365295669588,0.504474,2.703579,5.515659,7.854586,50.4474,73.4899,85.5704,85.5704,16.2652031595424,0.393736,0.855704,1.82774,4.840044,39.3736,85.5704,100,100,9.32645343340049,1.086129,9.33557,10,10,85.5704,100,100,100
E01026103,East Midlands,E07000137,East Lindsey,996.846773,7.37289074156227,1,2.898876,4,9.199182,100,100,100,100,7.44450280457253,1,2,2.265577,4,100,100,100,100,6.83294940356937,2,6,10,10,100,100,100,100
E01026104,East Midlands,E07000137,East Lindsey,1044.703564,12.1168840229195,0.730019,1.730019,3.633528,5.473684,73.0019,100,100,100,10.7799870177281,1,1.851851,2.374269,4,100,100,100,100,8.26705797026335,1,5.120857,10,10,100,100,100,100
E01026105,East Midlands,E07000137,East Lindsey,819.674824,24.7897104266204,0.122981,0.803726,1.406211,2.679503,12.2981,68.0745,76.6459,100,19.4189460153027,0.122981,1.197515,2.936645,5.245962,12.2981,79.1304,100,100,10.5963485392637,1.768944,9.754037,10,10,100,100,100,100
E01026106,East Midlands,E07000137,East Lindsey,489.768436,21.6952350274863,0,8.503118,10,10,0,100,100,100,21.0818230707796,0,3.02079,10,10,0,100,100,100,10.5674796653142,4.927234,10,10,10,100,100,100,100
E01026107,East Midlands,E07000137,East Lindsey,511.151257,29.3841454029473,0,3.498007,9.037848,10,0,46.8127,100,100,32.0908421838469,0,1.083665,5.956175,10,0,27.0916,100,100,14.6680707175129,1.29482,10,10,10,48.2071,100,100,100
E01026108,East Midlands,E07000137,East Lindsey,958.154048,13.1070867874033,1.222104,4.280552,5.580233,10,100,100,100,100,10.4336169768863,3,3,4,6,100,100,100,100,8.21463987304419,3,10,10,10,100,100,100,100
E01026109,East Midlands,E07000137,East Lindsey,1124.125473,14.6194918571345,0.878623,2.442934,4.139492,8.0625,53.2608,100,100,100,11.6297859445604,1,2,2,3.532608,100,100,100,100,8.99001907067741,2,5.644021,10,10,100,100,100,100
E01026110,East Midlands,E07000137,East Lindsey,699.523733,16.0420737042623,0.411935,2.123726,5.659388,8.847161,41.1935,85.5895,100,100,10.7640431121396,0.855895,1,3.71179,4.732168,85.5895,100,100,100,8.28260246945821,1.855895,7.588064,10,10,100,100,100,100
E01026111,East Midlands,E07000137,East Lindsey,565.117425,27.9643517559952,0,1.542342,3.781981,7.852252,0,80.1801,100,100,29.6600755031617,0,0.596396,2,4.801801,0,59.6396,100,100,14.4857302285085,0.623423,7.809009,10,10,62.3423,100,100,100
E01026112,East Midlands,E07000137,East Lindsey,477.54968,10.1909009335335,0.788912,3.264392,7.827292,10,78.8912,100,100,100,9.01263882436775,1,1,4,5,100,100,100,100,7.51832666765368,2,7.211087,10,10,100,100,100,100
E01026113,East Midlands,E07000137,East Lindsey,744.325835,22.2966719097237,0.095759,1.663474,4.566347,6.548563,9.5759,84.2681,100,100,25.6337412522118,0,0.792065,3.071135,6.9658,0,79.2065,100,100,12.8103625008864,0.887824,9.656634,10,10,79.2065,100,100,100
E01026114,East Midlands,E07000137,East Lindsey,650.64871,12.1084141212722,1.323943,6.83881,7.323943,10,100,100,100,100,10.223284526463,2,3,5.316118,6,100,100,100,100,8.27224303399322,3.323943,8.83881,10,10,100,100,100,100
E01026115,East Midlands,E07000137,East Lindsey,755.526359,17.1588432706249,0.191374,5.611859,7.540431,9.611859,19.1374,100,100,100,16.9338695057966,0,3,5,6,0,100,100,100,10.7399180508052,3,7.867924,10,10,100,100,100,100
E01026116,East Midlands,E07000137,East Lindsey,678.14091,15.5499417150313,0.163663,6,7.303303,10,16.3663,100,100,100,12.7709098797,1.163663,3,5.503003,6,100,100,100,100,9.23749712328649,3,7.806306,10,10,100,100,100,100
E01026117,East Midlands,E07000137,East Lindsey,833.930039,28.3483077775061,0,1.833943,5.277167,6.128205,0,77.8998,89.9877,89.9877,29.8670300298032,0,0.417582,2.594627,5.550671,0,41.7582,100,100,14.4402266118379,0.829059,9.576312,10,10,58.608,100,100,100
E01026118,East Midlands,E07000137,East Lindsey,710.724257,12.1838251415482,1.19914,4.587392,7.482808,9.858166,71.6332,100,100,100,10.1637773752071,2,2.170487,4.141833,8.444126,100,100,100,100,8.09401570069939,3.136103,10,10,10,100,100,100,100
