LSOA_code,Region,LA_Code,LA_Name,GP_pop,GPPTt,GPPT15n,GPPT30n,GPPT45n,GPPT60n,GPPT15pct,GPPT30pct,GPPT45pct,GPPT60pct,GPCyct,GPCyc15n,GPCyc30n,GPCyc45n,GPCyc60n,GPCyc15pct,GPCyc30pct,GPCyc45pct,GPCyc60pct,GPCart,GPCar15n,GPCar30n,GPCar45n,GPCar60n,GPCar15pct,GPCar30pct,GPCar45pct,GPCar60pct,GPWalkt,GPWalk15n,GPWalk30n,GPWalk45n,GPWalk60n,GPWalk15pct,GPWalk30pct,GPWalk45pct,GPWalk60pct
E01026021,East Midlands,E07000136,Boston,811.742378234863,12.7854627697132,0.926988269194108,4.64146024194717,8.88657105586652,10,71.9687097053398,100,100,100,10.0608733153458,3.77314211173304,4,5,9,100,100,100,100,7.98666208498895,4,9.37157758760124,10,10,100,100,100,100,13.0908604023178,0.750977842855404,3.77314211173304,4,4,54.3676670714693,100,100,100
E01026022,East Midlands,E07000136,Boston,917.575775146484,17.6903573958151,0.212226074972321,4.40484428789545,8.3587081810255,10,21.2226074972321,100,100,100,12.4263324006537,2.70588235196297,4,5,9,100,100,100,100,9.00972291336229,4,9,10,10,100,100,100,100,20.0617994663613,0.212226074972321,2.57093425599782,4,4,21.2226074972321,100,100,100
E01026023,East Midlands,E07000136,Boston,623.358879089355,16.1623426699442,0.646859077415129,1,5.73684209495649,7.82512733172229,64.6859077415129,100,100,100,17.314669473133,0.156196945115712,1,1,2.38200339159606,15.6196945115712,100,100,100,9.77329372816546,1,6.04244481312901,10,10,100,100,100,100,40.6368424934641,0,0.156196945115712,0.850594226943196,0.850594226943196,0,15.6196945115712,85.0594226943196,85.0594226943196
E01026024,East Midlands,E07000136,Boston,877.359085083008,24.5098673280827,0.4620024259719,0.756332940599168,3.32207483990264,4.36429440331639,46.20024259719,61.8817865233426,84.6803378968933,100,12.5612060543334,0.618817865233426,1,1.38118213476657,5.54402897252899,61.8817865233426,100,100,100,8.49476454563698,1,6.15319662103107,10,10,100,100,100,100,24.5098673280827,0.4620024259719,0.618817865233426,0.846803378968933,1,46.20024259719,61.8817865233426,84.6803378968933,100
E01026025,East Midlands,E07000136,Boston,1045.63421630859,6.7945040025069,2.79959514749028,5.52834008428016,9.59210525931767,10,100,100,100,100,7.62271259865342,4,4.85627530145775,5.11437246839494,8.68522267909534,100,100,100,100,7.12266200183957,4.55161943922458,10,10,10,100,100,100,100,6.7945040025069,2.79959514749028,4,4,4,100,100,100,100
E01026026,East Midlands,E07000136,Boston,866.775756835938,13.1721856882209,1.16361416041147,4,7.80830280903362,10,81.6849818332944,100,100,100,11.0110011914327,4,4,5,8.62515262736657,100,100,100,100,8.9389500861451,4,9.16849816572537,10,10,100,100,100,100,16.5599023444044,0.168498165725365,3.80830280903362,4,4,16.8498165725365,100,100,100
E01026027,East Midlands,E07000136,Boston,805.392349243164,12.4141127476211,1.1051248287467,4.2785808084935,7.12746385888135,9.82654402025319,82.6544020253194,100,100,100,11.2224047732388,2.95137975794223,4,5,8,100,100,100,100,9.86692520569911,4,9.2785808084935,10,10,100,100,100,100,18.8888042033521,0.278580808493501,3.12614979828519,4,4,27.8580808493501,100,100,100
E01026028,East Midlands,E07000136,Boston,900.642448425293,13.557085838065,1.3960046948976,4.31022326176789,8.6980023474488,10,69.8002347448802,100,100,100,10.1656873420939,4,4,5,9,100,100,100,100,7.66130434363145,4,9.6980023474488,10,10,100,100,100,100,14.0341480950196,1.3960046948976,4,4,4,69.8002347448802,100,100,100
E01026029,East Midlands,E07000136,Boston,1065.74256896973,20.8685400572743,0.146971204105463,4.78550149363933,7.55114202613362,10,14.6971204105463,100,100,100,12.0989870753675,2.65441906990392,5,6.51340615843723,7.49652432929405,100,100,100,100,9.01011934077065,5,10,10,10,100,100,100,100,22.3518570835775,0,2.58490567010247,4,4.49652432929405,0,100,100,100
E01026030,East Midlands,E07000136,Boston,1051.98427581787,6.03577476197135,3.10261570811525,4.59557344325589,8.82494966500619,10,100,100,100,100,7.48941650948195,4,4.85714286232313,5.36217304011179,8,100,100,100,100,7.61572437077761,4.11670019431967,9.89336016851003,10,10,100,100,100,100,6.03577476197135,2.73340039951791,4,4,4,100,100,100,100
E01026031,East Midlands,E07000136,Boston,654.050567626953,11.7183009754138,1.2006472445854,4.18932038268697,7,10,100,100,100,100,9.15231388815617,3.7993527554146,4,5,8,100,100,100,100,8.03309042060548,4,9.20388351417178,10,10,100,100,100,100,11.9289806204989,1,3.7993527554146,4,4,100,100,100,100
E01026032,East Midlands,E07000136,Boston,829.734046936035,8.99557401229059,1.50382652640178,4.35714285648607,8.73214285763545,10,100,100,100,100,8.12219411717709,4,4.33673469115659,5,8,100,100,100,100,6.7230484377249,4,9.84821428875192,10,10,100,100,100,100,8.99557401229059,1.50382652640178,4,4,4,100,100,100,100
E01026033,East Midlands,E07000136,Boston,835.025718688965,27.2919009425751,0.190114069274834,0.680608369465779,3.98479089126957,6.42332068333404,19.0114069274834,68.0608369465779,100,100,26.9323571447339,0.386565274801276,0.519645126948347,3.06844107151738,7.88212929313023,38.6565274801276,51.9645126948347,83.7769330232246,100,14.0151712261175,1.03929025389669,9.36121673893156,10,10,51.9645126948347,100,100,100,65.3125473646551,0.190114069274834,0.386565274801276,0.386565274801276,0.519645126948347,19.0114069274834,38.6565274801276,38.6565274801276,51.9645126948347
E01026034,East Midlands,E07000136,Boston,839.259071350098,13.115573992892,0.578814620807282,1,3.77931903264959,8.82219417560545,57.8814620807282,100,100,100,9.35055491556937,1,1.15132408904037,4.79949558815769,9,100,100,100,100,7.37870105922605,2,10,10,10,100,100,100,100,13.115573992892,0.578814620807282,1,1,1,57.8814620807282,100,100,100
E01026035,East Midlands,E07000136,Boston,919.692459106445,19.0978018773589,0,4.82853854958023,6.67318757257089,10,0,100,100,100,11.5090793741726,3,5,6.50172612215112,7.42692749560271,100,100,100,100,8.06058686380126,4.24626007696817,10,10,10,100,100,100,100,20.841208180059,0,2.59838894602248,4,4,0,100,100,100
E01026036,East Midlands,E07000136,Boston,727.075630187988,5.58157213596535,2.29839883221755,5.29548762379123,9.41921397141638,10,100,100,100,100,7.8774963050376,4,4.23144104890555,5,9,100,100,100,100,6.72818048919157,4.41921397141638,10,10,10,100,100,100,100,5.58157213596535,2.29839883221755,4,4,4,100,100,100,100
E01026037,East Midlands,E07000136,Boston,633.94221496582,9.09340576737933,1.92654423332844,4.43906510264746,8.31719530794237,10,100,100,100,100,9.1721704551564,4,4,5,8.79966610293059,100,100,100,100,7.4673622455805,4,9.80634391193557,10,10,100,100,100,100,9.93080132721323,1.92654423332844,4,4,4,100,100,100,100
E01026038,East Midlands,E07000136,Boston,606.42552947998,12.6584119604308,1,4,5.46945900396534,9.73647469654398,100,100,100,100,12.3092844023814,3.73647469654398,4,5,9,100,100,100,100,8.62663198562682,4,9,10,10,100,100,100,100,19.3762650564324,0.20942408963195,3.52356021778941,4,4,20.942408963195,100,100,100
E01026039,East Midlands,E07000136,Boston,521.758773803711,18.6416023829774,0,5.19066936425628,8.70791074558351,10,0,100,100,100,15.3829213040363,0.247464502745995,5,7,7.73022312141876,24.7464502745995,100,100,100,9.62620725258489,5,10,10,10,100,100,100,100,33.8266729305485,0,0,3.97768762416475,5,0,0,100,100
E01026040,East Midlands,E07000136,Boston,525.992118835449,20.9335812425092,0,4.69416500240148,7.71830985956351,9.73440644067472,0,100,100,100,15.7350900174873,0.981891360754668,5,7,7.24346076029738,49.0945680377334,100,100,100,9.95154917863299,5,10,10,10,100,100,100,100,34.1101816406154,0,0.490945680377334,3.46881288134943,5,0,49.0945680377334,100,100
E01026041,East Midlands,E07000136,Boston,648.758911132813,14.1011745736145,0.794453492837605,6.19249592351908,9.19249592351908,10,60.1957569318521,100,100,100,16.7810606022151,0,5,7,8,0,100,100,100,9.64517098928181,5.38988579973443,10,10,10,100,100,100,100,37.5770965557855,0,0,3.39804243068148,5,0,0,100,100
E01026042,East Midlands,E07000137,East Lindsey,717.436431884766,6.56376498944962,1,1,3,3.79613095978694,100,100,100,100,7.12428580580699,1,1,1,3,100,100,100,100,6.16750002180546,1,3,9.63095238550991,10,100,100,100,100,6.63355654241475,1,1,1,1,100,100,100,100
E01026043,East Midlands,E07000137,East Lindsey,768.681900024414,6.94859717112116,1,1,3,3.62222221516423,100,100,100,100,7.24211102053199,1,1,1,3,100,100,100,100,6.16147236931247,1,3,10,10,100,100,100,100,7.03997223074286,1,1,1,1,100,100,100,100
E01026044,East Midlands,E07000137,East Lindsey,626.689254760742,22.4965246452207,0.214650772873231,1.03577513287025,2.22316865643438,3.64224871999403,21.4650772873231,82.1124359997017,100,100,22.9513121112753,0.402044296437361,0.580919936440344,1,2,40.2044296437361,58.0919936440344,100,100,12.7480415193863,0.580919936440344,2.40204429643736,7.65587735073565,10,58.0919936440344,100,100,100,58.8242071592812,0.214650772873231,0.214650772873231,0.402044296437361,0.580919936440344,21.4650772873231,21.4650772873231,40.2044296437361,58.0919936440344
E01026045,East Midlands,E07000137,East Lindsey,919.215438842773,13.2644715071208,0.498257843075917,1.61440184551224,4.00813008224552,5.26713122635328,49.8257843075917,92.6829268090246,92.6829268090246,100,16.6593377096295,0.498257843075917,1.18583042049791,2.08710800390221,4.33914054521334,49.8257843075917,92.6829268090246,100,100,9.66867601521916,1.52497096571124,8.27293844099992,10,10,92.6829268090246,100,100,100,37.4231819296751,0.498257843075917,0.498257843075917,0.498257843075917,0.498257843075917,49.8257843075917,49.8257843075917,49.8257843075917,49.8257843075917
E01026046,East Midlands,E07000137,East Lindsey,566.902877807617,22.4931453394291,0,1,4,4.72693032324271,0,100,100,100,28.6914880273147,0,0.96421846932863,2,3,0,72.6930323242711,100,100,14.3855366768743,0.96421846932863,4,8.72693032324271,10,72.6930323242711,100,100,100,78.0455560523081,0,0,0,0,0,0,0,0
E01026047,East Midlands,E07000137,East Lindsey,627.756858825684,24.2696940645029,0,1.18367346368309,4,4.37585033701502,0,100,100,100,31.3701702545686,0,0,2,3.18367346368309,0,0,100,100,15.587840121797,0,4,9,10,0,100,100,100,86.6352733745235,0,0,0,0,0,0,0,0
E01026048,East Midlands,E07000137,East Lindsey,807.115982055664,35.5398017876605,0,0,2.19179893477196,4,0,0,100,100,44.8169971709503,0,0,0.601851855877986,2.66269839506845,0,0,60.1851855877986,100,23.1438890571075,0,3,5,10,0,100,100,100,118.048411420738,0,0,0,0,0,0,0,0
E01026049,East Midlands,E07000137,East Lindsey,776.155166625977,34.4544017205142,0,0,1.51169188204994,2.9944979274509,0,0,100,100,46.3993674197266,0,0,0.184319125673177,2.56121045635399,0,0,18.4319125673177,100,23.3401651977642,0,2.74140302270048,5,10,0,100,100,100,120,0,0,0,0,0,0,0,0
E01026050,East Midlands,E07000137,East Lindsey,851.955749511719,37.7567547464021,0,0,2.16165413291439,4,0,0,100,100,45.8183341562195,0,0,0.350877189526081,3,0,0,35.0877189526081,100,23.6807900104771,0,3,5,10,0,100,100,100,120,0,0,0,0,0,0,0,0
E01026051,East Midlands,E07000137,East Lindsey,560.497222900391,11.4108191284367,0.918095246677175,1.44571429535924,3.30857144467228,5.71999998312133,91.8095246677175,100,100,100,10.7330285035846,0.918095246677175,1,3.83619049335435,5.44571429535924,91.8095246677175,100,100,100,7.79359993976855,1,6,10,10,100,100,100,100,18.0211806401193,0.472380951317933,0.918095246677175,0.918095246677175,1,47.2380951317933,91.8095246677175,91.8095246677175,100
E01026052,East Midlands,E07000137,East Lindsey,687.54320526123,9.94715823308678,1,1.82763974915772,4.3773291812949,8.45031056786282,100,100,100,100,11.4624222911858,0.622670818705097,1,3.24534163741019,5,62.2670818705097,100,100,100,7.96093156528658,1,5.45031056786282,10,10,100,100,100,100,21.119874801834,0.622670818705097,0.622670818705097,1,1,62.2670818705097,62.2670818705097,100,100
E01026053,East Midlands,E07000137,East Lindsey,814.589263916016,16.2435127877424,0.452162513227986,2.50458715665071,3.46133682652941,7.31585845531441,45.2162513227986,100,100,100,11.5274572718097,1,1.79423328557078,4,4.39187417001377,100,100,100,100,7.93203123452758,1.59764088444299,5.01572738085109,10,10,100,100,100,100,21.5237354181725,0.255570112100192,1,1,1,25.5570112100192,100,100,100
E01026054,East Midlands,E07000137,East Lindsey,774.019958496094,10.6474758060541,0.795862065049971,2.69517241513907,4.02206896274373,8.06068964754525,79.5862065049971,100,100,100,8.85808271036663,1,1.41655171614369,4,4.37931034890628,100,100,100,100,6.83547586708993,1,5.32137931677557,10,10,100,100,100,100,12.6947584983116,0.379310348906281,1,1,1,37.9310348906281,100,100,100
E01026055,East Midlands,E07000137,East Lindsey,517.792663574219,40.7922259791432,0,0.521649487270312,0.684536097360587,0.81649485796866,0,52.1649487270312,68.4536097360587,81.649485796866,29.7714636896483,0,0.705154629301652,1.26391752121615,2.81649485796866,0,70.5154629301652,100,100,14.8751546481597,0.521649487270312,3.89484538543281,8.89484538543281,10,52.1649487270312,100,100,100,79.2368044031681,0,0,0,0.261855669495486,0,0,0,26.1855669495486
E01026056,East Midlands,E07000137,East Lindsey,506.048896789551,30.6509269542834,0,0.47679325498843,2.27637129977893,6.85443039778126,0,23.8396627494215,100,100,29.8317928429808,0,0.694092830598382,1.72362870022107,2.49367087538888,0,45.5696203104167,100,100,15.2586707498378,0.694092830598382,3.76160337250579,7.56540086385649,10,45.5696203104167,100,100,100,80.8103357738135,0,0,0.238396627494215,0.47679325498843,0,0,23.8396627494215,23.8396627494215
E01026057,East Midlands,E07000137,East Lindsey,880.781318664551,35.3585577240208,0,0.631515166224931,3.88000005439784,6.26545460492363,0,42.4242433691961,86.0606065173337,86.0606065173337,30.3991755770388,0.0557575739306652,0.476363624898198,3.29939396046641,6.27757577672682,5.57575739306652,47.6363624898198,100,100,15.5700608280521,0.631515140238704,8.73090910763477,10,10,63.1515140238704,100,100,100,77.9074440367887,0,0.0557575739306652,0.0557575739306652,0.198787874157606,0,5.57575739306652,5.57575739306652,19.8787874157606
E01026058,East Midlands,E07000137,East Lindsey,974.731330871582,24.1884663686793,0,1.36582695278181,2.80394304210352,2.96714129232247,0,100,100,100,33.6331317045,0,0,2,3.085432641527,0,0,100,100,17.1643592080721,0,3.38444686730356,10,10,0,100,100,100,93.355169542608,0,0,0,0,0,0,0,0
E01026059,East Midlands,E07000137,East Lindsey,482.561401367188,30.0253531402957,0,0.42256639210876,2.35398226170923,4.83185834663709,0,42.256639210876,100,100,17.5795131696092,0.42256639210876,1,1.57743360789124,2.23893804246393,42.256639210876,100,100,100,9.7961504284043,1,3.57743360789124,10,10,100,100,100,100,38.9360393500674,0,0.42256639210876,0.761061957536067,0.761061957536067,0,42.256639210876,76.1061957536067,76.1061957536067
E01026060,East Midlands,E07000137,East Lindsey,603.201759338379,34.4939291758879,0,1.09380534559709,1.09380534559709,3.53805319541877,0,54.6902672798547,54.6902672798547,80.3539831426035,26.4851149476967,0,0.743362841372512,2,2.90442477157511,0,74.3362841372512,100,100,13.2927960891158,0.743362841372512,3.48849556557282,10,10,74.3362841372512,100,100,100,68.7234690980266,0,0,0,0.292035396998851,0,0,0,29.2035396998851
E01026061,East Midlands,E07000137,East Lindsey,537.009704589844,19.3501392960839,0,2.00795227114304,6.01789263848621,10,0,100,100,100,19.0069183923938,0,3,10,10,0,100,100,100,11.1984497135812,3,10,10,10,100,100,100,100,39.2347314135348,0,0,1,1,0,0,100,100
E01026062,East Midlands,E07000137,East Lindsey,560.497207641602,19.0404949243482,0,3,7.49523813153632,10,0,100,100,100,18.6558660696985,0,3,10,10,0,100,100,100,11.0794095009809,3,10,10,10,100,100,100,100,37.8219432299449,0,0,1,1.25142858231804,0,0,100,100
E01026063,East Midlands,E07000137,East Lindsey,592.525619506836,23.0098016128102,0,2.74594594079552,7.59459454309036,10,0,100,100,100,15.4610630058829,0.25765765594085,5,10,10,25.765765594085,100,100,100,9.80030624691259,4.03783781723614,10,10,10,100,100,100,100,30.5185943865165,0,0.518918908618072,1,2,0,51.8918908618072,100,100
E01026064,East Midlands,E07000137,East Lindsey,698.219383239746,16.3976449638839,0.195718651694164,1,3.79051987394999,6.97400611127914,19.5718651694164,100,100,100,10.1132414127982,1,1,3,4,100,100,100,100,7.55246163860762,1,5.77675839959415,10,10,100,100,100,100,16.3976449638839,0.195718651694164,1,1,1,19.5718651694164,100,100,100
E01026065,East Midlands,E07000137,East Lindsey,883.984161376953,11.5378502147175,0.683574867260829,1.18478260306694,4.71497585149798,6.93719800563363,68.3574867260829,100,100,100,8.7245650450063,1,1,1.51570050506461,4,100,100,100,100,6.89606297184084,1,6,10,10,100,100,100,100,11.5378502147175,0.683574867260829,1,1,1,68.3574867260829,100,100,100
E01026066,East Midlands,E07000137,East Lindsey,935.229614257813,18.0873747031178,0.134703194298275,1.70890410578953,4.47602739368426,9.07534246184216,13.4703194298275,100,100,100,11.6238354263137,0.871004565614044,1,2.5936073000878,3.73059360324567,87.1004565614044,100,100,100,7.8730364226718,1,5.60159816885972,10,10,100,100,100,100,21.4012785932411,0.134703194298275,0.871004565614044,1,1,13.4703194298275,87.1004565614044,100,100
E01026067,East Midlands,E07000137,East Lindsey,996.083618164063,10.2432048868749,0.814576637237854,1.80600214744831,4.96463023153299,8.60021437718055,81.4576637237854,100,100,100,8.2593999661623,1,1,1.9496248705716,4,100,100,100,100,6.74566998984831,1,6,10,10,100,100,100,100,10.2432048868749,0.814576637237854,1,1,1,81.4576637237854,100,100,100
E01026068,East Midlands,E07000137,East Lindsey,1005.69212722778,42.3636939309273,0.0902335410692548,0.828025463138579,1.99363056259389,4.32908702276373,9.02335410692548,63.4819528946479,76.645435625888,76.645435625888,25.1902017542232,0.207006362939815,0.68789809054909,1.38747347163007,3.07430995514018,20.7006362939815,68.789809054909,100,100,12.9576007729162,0.68789809054909,4.51910829135626,10,10,68.789809054909,100,100,100,64.8819108199893,0,0.207006362939815,0.207006362939815,0.494692137391458,0,20.7006362939815,20.7006362939815,49.4692137391458
E01026069,East Midlands,E07000137,East Lindsey,1044.12620544434,29.9444377600945,0,0.753578729013207,1.8578732155202,2.9591002085335,0,65.2351735999908,100,100,29.4504904695543,0,0.589979541226303,2,2,0,48.8752548213005,100,100,16.2308690905643,0.202453986026597,2,6,10,10.1226993013298,100,100,100,77.8922293262711,0,0,0,0.101226993013298,0,0,0,10.1226993013298
E01026070,East Midlands,E07000137,East Lindsey,893.592674255371,38.6528675875421,0,1.34528076201405,2.20669055573534,3.26642771052279,0,65.8303460613641,74.6714456187864,74.6714456187864,24.3091398673836,0.0800477923671602,1.77060932493316,2,2.5710872144532,8.00477923671602,88.5304662466578,100,100,12.9651135323809,1.53405018753515,3.77419354756085,10,10,89.3667865673641,100,100,100,62.29982123904,0,0.0800477923671602,0.16009558473432,0.855436089341796,0,8.00477923671602,8.00477923671602,64.0382321861505
E01026071,East Midlands,E07000137,East Lindsey,1015.30067825317,78.2655311069888,0,0.712933754938819,1.68243954074262,3.14826500278798,0,42.0609885185654,42.0609885185654,42.0609885185654,42.0040802114646,0,0.212407987960969,0.721345943925806,2.70452157722346,0,21.2407987960969,50.8937955964837,100,21.0820294363482,0,4.20715038205503,10,10,0,100,100,100,109.942987351096,0,0,0,0,0,0,0,0
E01026072,East Midlands,E07000137,East Lindsey,948.040977478027,8.46479732882584,1,1,2.19144143348453,4,100,100,100,100,9.30290527983346,1,1,1,2,100,100,100,100,6.68916672832813,1,2,5.76126127014255,10,100,100,100,100,8.46479732882584,1,1,1,1,100,100,100,100
E01026073,East Midlands,E07000137,East Lindsey,1006.759765625,8.98495238901396,1,1,2,4,100,100,100,100,9.68765647985088,1,1,1,2,100,100,100,100,7.07326617576949,1,2,5.14528101119677,10,100,100,100,100,9.34372221200506,1,1,1,1,100,100,100,100
E01026074,East Midlands,E07000137,East Lindsey,1031.31485748291,14.2436750281133,0.539337477007191,1,1.8612836413039,3.12629399987206,53.9337477007191,100,100,100,12.59035190875,1,1,1,2,100,100,100,100,8.66475156811613,1,2,5,9.86853001913402,100,100,100,100,17.7522154119149,0.259834370176515,1,1,1,25.9834370176515,100,100,100
E01026075,East Midlands,E07000137,East Lindsey,989.677940368652,29.6209285931947,0.15641854716701,0.569579266246187,2.01833869958377,5.18554475881329,15.641854716701,41.3160719079177,100,100,30.7279393773139,0,0.24703342955743,2.03020495051818,5.32686084613914,0,24.703342955743,100,100,15.7206256369761,0.24703342955743,6.84789645457441,10,10,24.703342955743,100,100,100,83.0427729265567,0,0,0.0906148823904199,0.0906148823904199,0,0,9.06148823904199,9.06148823904199
E01026076,East Midlands,E07000137,East Lindsey,995.016014099121,25.8573070725878,0,0.965665225455063,1.32832618478239,4.49570815126498,0,85.5150209664272,100,100,30.9811805721072,0,0.552575086621563,1.95922749260748,3.97317597128431,0,44.2060070830772,100,100,16.2352898399973,0.192060084249089,4.98175967642196,10,10,19.2060084249089,100,100,100,85.9085088829047,0,0,0,0.0815450684582988,0,0,0,8.15450684582988
E01026077,East Midlands,E07000137,East Lindsey,537.009712219238,15.372206118896,0.497017891260135,2.50298210873986,4.23061630029447,8.28628233957673,49.7017891260135,100,100,100,10.3345926307094,2,2,2,3,100,100,100,100,7.95457240340607,2,5.2584493199356,10,10,100,100,100,100,15.7056059782304,0.497017891260135,2,2,2,49.7017891260135,100,100,100
E01026078,East Midlands,E07000137,East Lindsey,503.913688659668,12.749618493767,0.764830521594014,2.7627118664597,4,8.47033895681197,76.4830521594014,100,100,100,9.44188567274377,2,2,2,3,100,100,100,100,7.752288143392,2,4.7627118664597,10,10,100,100,100,100,12.749618493767,0.764830521594014,2,2,2,76.4830521594014,100,100,100
E01026079,East Midlands,E07000137,East Lindsey,899.998359680176,11.2439617261262,0.651245566624932,1,1.26334518957533,2.41637009955149,65.1245566624932,100,100,100,9.83811405097936,0.88967972040083,1,1,1.22064055919834,88.967972040083,100,100,100,7.46116244818016,1,1.22064055919834,8.95848162395519,10,100,100,100,100,14.3908655099068,0.651245566624932,0.88967972040083,0.88967972040083,1,65.1245566624932,88.967972040083,88.967972040083,100
E01026080,East Midlands,E07000137,East Lindsey,910.674514770508,15.9077016461192,0.669402104974258,0.74912075197256,5.00703401773048,8.10316531132981,66.9402104974258,74.912075197256,100,100,12.4843373994065,0.652989458373229,1.0797186469983,2.78898008803832,9.30597891674646,65.2989458373229,100,100,100,8.33575619207183,1.0797186469983,10,10,10,100,100,100,100,24.4198003401928,0.573270811374927,0.652989458373229,0.652989458373229,0.859320047521894,57.3270811374927,65.2989458373229,65.2989458373229,85.9320047521894
E01026081,East Midlands,E07000137,East Lindsey,1254.44613647461,6.91760841513627,1.90808511162116,2.90808511162116,5.37106383882465,7.83914895141892,100,100,100,100,7.59776168950797,2,2,2,3,100,100,100,100,6.67423825294047,2,3.87404255045852,10,10,100,100,100,100,6.91760841513627,1.90808511162116,2,2,2,100,100,100,100
E01026082,East Midlands,E07000137,East Lindsey,1070.81657409668,37.8863706982177,0.315054860895733,1.26620142543782,2.22133601469484,3.76470589345931,15.7527430447867,70.787637650978,76.5702896966223,87.7367902476929,28.2560019750206,0.157527430447867,0.944167532868837,2.9332004266068,3.69690927737258,15.7527430447867,52.8414772724439,100,100,15.0121237022355,0.839481580405898,4.73379862443604,10,10,57.0289144447325,100,100,100,74.5986229527209,0,0.157527430447867,0.315054860895733,0.831505520288795,0,15.7527430447867,15.7527430447867,41.5752760144398
E01026083,East Midlands,E07000137,East Lindsey,848.752883911133,13.1908175437058,1,2,3.59748427424205,4.94465408366326,100,100,100,100,9.49108191764921,2,2,2,2,100,100,100,100,7.98472955976495,2,2.45283018698322,5.72075471772738,10,100,100,100,100,13.8251447445904,0.547169813016782,2,2,2,54.7169813016782,100,100,100
E01026084,East Midlands,E07000137,East Lindsey,729.180183410645,12.9150219927232,0.566617865604228,2,3.08931185584363,5.28989749998182,56.6617865604228,100,100,100,9.40161057905212,2,2,2,2,100,100,100,100,7.52849203521661,2,2,5.43191801881881,10,100,100,100,100,13.28099541701,0.566617865604228,2,2,2,56.6617865604228,100,100,100
E01026085,East Midlands,E07000137,East Lindsey,1167.96939849854,11.4546159327215,0.945155392073786,1.94515539207379,2.55301644801423,4,94.5155392073786,100,100,100,8.80652677925754,1.70840950162777,2,2,2,100,100,100,100,7.45101474510447,2,2.1654478988355,5.83729433286725,10,100,100,100,100,11.4546159327215,0.945155392073786,1.37659963543211,2,2,94.5155392073786,100,100,100
E01026087,East Midlands,E07000137,East Lindsey,523.130722045898,16.3812651990576,0.251020398936585,2,4,6.02040815374099,25.1020398936585,100,100,100,10.1452653419037,2,2,2,3,100,100,100,100,7.83187771372649,2,4,10,10,100,100,100,100,16.3812651990576,0.251020398936585,2,2,2,25.1020398936585,100,100,100
E01026088,East Midlands,E07000137,East Lindsey,585.052322387695,16.7869530754318,0.492700704702617,2,3.72262771761788,6.22445249254023,49.2700704702617,100,100,100,10.2845622814086,1.72262771761788,2,2,3,100,100,100,100,7.87313880981127,2,4.23905108313499,10,10,100,100,100,100,16.7869530754318,0.492700704702617,1.72262771761788,2,2,49.2700704702617,100,100,100
E01026089,East Midlands,E07000137,East Lindsey,1036.65292358398,8.94576734390123,1.37693099714349,2.37693099714349,4.88877446444399,7.36251286943821,100,100,100,100,8.17814615725691,2,2,2,3,100,100,100,100,6.78738420808323,2,4.14624099065729,10,10,100,100,100,100,8.94576734390123,1.37693099714349,2,2,2,100,100,100,100
E01026090,East Midlands,E07000137,East Lindsey,651.244369506836,8.76450795501901,1.26229509963589,2,3.7852459343264,6.73770490036411,100,100,100,100,8.73850803682628,2,2,2,3,100,100,100,100,7.23468872554506,2,3,10,10,100,100,100,100,9.03308192023318,1.26229509963589,2,2,2,100,100,100,100
E01026091,East Midlands,E07000137,East Lindsey,509.251739501953,11.7005448696604,1,2,3,6.44863730864705,100,100,100,100,9.52765204694758,2,2,2,3,100,100,100,100,7.46249466650252,2,3,10,10,100,100,100,100,11.8423688141725,1,2,2,2,100,100,100,100
E01026092,East Midlands,E07000137,East Lindsey,672.596641540527,14.7284915980765,0.611111110480934,2,2.6190476147264,9,61.1111110480934,100,100,100,9.89825398106755,2,2,2,2,100,100,100,100,7.53134908367362,2,2,5.82539682719733,10,100,100,100,100,15.0065871193799,0.611111110480934,2,2,2,61.1111110480934,100,100,100
E01026093,East Midlands,E07000137,East Lindsey,909.606895446777,18.4965025231043,0.157276997805685,2,2.42840375379134,8.31103285039224,15.7276997805685,100,100,100,12.2141079365617,1.7218309787388,2,2,2,100,100,100,100,8.33011734390538,2,2,5.3075117387234,10,100,100,100,100,22.1300938598069,0,1.7218309787388,2,2,0,100,100,100
E01026094,East Midlands,E07000137,East Lindsey,892.525100708008,15.0125601621532,0.559808590926789,2,2.71889953459865,6.12799038851546,55.9808590926789,100,100,100,10.0531340051711,2,2,2,2,100,100,100,100,7.94605280370829,2,2,6,10,100,100,100,100,15.5087326632529,0.559808590926789,2,2,2,55.9808590926789,100,100,100
E01026095,East Midlands,E07000137,East Lindsey,515.657417297363,27.59944079318,0,0.966873709067385,2,4.14906830919677,0,74.5341619961186,100,100,15.3651962785733,0.46790889641186,2,2,2,46.790889641186,100,100,100,9.57064177691669,2,2,5,10,100,100,100,100,28.1281572665338,0,0.745341619961186,1.74534161996119,2,0,74.5341619961186,100,100
E01026096,East Midlands,E07000137,East Lindsey,655.514839172363,28.8968076178538,0,0.597719874085601,2,2.6091205036576,0,59.7719874085601,100,100,16.1524758546803,0.399022791540761,2,2,2,39.9022791540761,100,100,100,10.2549347385314,2,2,5,10,100,100,100,100,29.1288930074329,0,0.597719874085601,1.61563517240488,2,0,59.7719874085601,100,100
