LSOA_code,Region,LA_Code,LA_Name,GP_pop,GPPTt,GPPT15n,GPPT30n,GPPT45n,GPPT60n,GPPT15pct,GPPT30pct,GPPT45pct,GPPT60pct,GPCyct,GPCyc15n,GPCyc30n,GPCyc45n,GPCyc60n,GPCyc15pct,GPCyc30pct,GPCyc45pct,GPCyc60pct,GPCart,GPCar15n,GPCar30n,GPCar45n,GPCar60n,GPCar15pct,GPCar30pct,GPCar45pct,GPCar60pct
E01026048,East Midlands,E07000137,East Lindsey,754.150945,32.2242538067683,0,0.181446,2.652114,4,0,18.1446,100,100,45.4776319134298,0,0,0.135061,2.683492,0,0,13.5061,100,22.0513544444638,0,4,10,10,0,100,100,100
E01026049,East Midlands,E07000137,East Lindsey,739.74697,32.9430985441569,0,0,2.294853,3.244784,0,0,100,100,46.621173848855,0,0,0.186369,2.556328,0,0,18.6369,100,21.0047658904383,0,4.112656,9.817802,10,0,100,100,100
E01026050,East Midlands,E07000137,East Lindsey,736.660404,35.2529633242573,0,0,3.210893,4,0,0,100,100,46.1691520254809,0,0,0.138268,3,0,0,13.8268,100,22.2760445874248,0,3.822625,9.822625,10,0,100,100,100
E01026051,East Midlands,E07000137,East Lindsey,526.773919,9.45486170350327,0.916015,1.916015,3.316406,5.937499,91.6015,100,100,100,9.91782609276149,0.916015,1,3.832031,5.916015,91.6015,100,100,100,7.1374940505612,2.173828,10,10,10,100,100,100,100
E01026052,East Midlands,E07000137,East Lindsey,514.427656,9.4938787284847,1,1.579999,4.198,8.427999,100,100,100,100,11.0407892179564,0.801999,1,3.405999,5,80.1999,100,100,100,7.71118138824778,1,9.555999,10,10,100,100,100,100
E01026053,East Midlands,E07000137,East Lindsey,761.352932,15.5820995909227,0.47027,2.355405,3.872972,7.195945,47.027,100,100,100,11.5370114057417,1,1.82027,4,4.408108,100,100,100,100,8.23213029212095,3.081081,9.343243,10,10,100,100,100,100
E01026054,East Midlands,E07000137,East Lindsey,801.478288,10.1804040354369,0.872913,2.60077,4.254172,9.110397,87.2913,100,100,100,8.71824858965484,1,1.346598,4,4.526315,100,100,100,100,6.96592350053507,2.039794,9.618741,10,10,100,100,100,100
E01026055,East Midlands,E07000137,East Lindsey,519.571933,40.1502831006115,0,0.50099,0.697029,0.823762,0,50.099,69.7029,82.3762,28.8784135768059,0,0.677227,1.253465,2.823762,0,67.7227,100,100,13.1753873390399,0.873267,6,10,10,87.3267,100,100,100
E01026056,East Midlands,E07000137,East Lindsey,483.561997,29.3408505608959,0.240425,0.480851,2.519148,6.465957,24.0425,24.0425,100,100,30.0974828256928,0.240425,0.691489,1.721276,2.759574,24.0425,45.1063,100,100,13.0188888328477,1.17234,5,10,10,72.1276,100,100,100
E01026057,East Midlands,E07000137,East Lindsey,798.391722,34.8974390542737,0,0.847938,3.849226,6.689432,0,40.7216,85.1804,85.1804,29.5960582108349,0.059278,1.244845,3.974226,7.039948,5.9278,65.2061,100,100,14.1826642675828,0.81701,10,10,10,65.2061,100,100,100
E01026058,East Midlands,E07000137,East Lindsey,934.200624,33.3350366067145,0,0,3.805066,3.805066,0,0,100,100,33.5741811405053,0,0,3,4.085903,0,0,100,100,14.522012598015,0.959251,7.524229,10,10,74.1189,100,100,100
E01026059,East Midlands,E07000137,East Lindsey,370.387913,29.7364805307566,0,0.274999,2.699999,5.725,0,27.4999,100,100,16.5211494464352,0.274999,1,1.725,2.3,27.4999,100,100,100,9.65807242861477,1,7.699999,10,10,100,100,100,100
E01026060,East Midlands,E07000137,East Lindsey,581.303252,35.5845847490633,0,1.093805,1.093805,3.830088,0,54.6902,54.6902,80.3539,25.3328039540028,0,1,2,3.161061,0,100,100,100,12.4237092301824,1.546902,9.486725,10,10,100,100,100,100
E01026061,East Midlands,E07000137,East Lindsey,487.677419,20.6259608667129,0,2.485232,7.417721,10,0,100,100,100,18.9150732066691,0,3,10,10,0,100,100,100,11.3145133255885,3,10,10,10,100,100,100,100
E01026062,East Midlands,E07000137,East Lindsey,477.388865,20.5129498549926,0,3,8.165948,10,0,100,100,100,18.821322760821,0,3,10,10,0,100,100,100,11.2608873740316,3,10,10,10,100,100,100,100
E01026063,East Midlands,E07000137,East Lindsey,571.014698,23.473995127895,0,2.745945,7.045045,10,0,100,100,100,15.463964006403,0.257657,4.545945,10,10,25.7657,100,100,100,10.091538451343,4.037837,10,10,10,100,100,100,100
E01026064,East Midlands,E07000137,East Lindsey,624.515175,16.0839476622787,0.210873,1,3.851729,6.696869,21.0873,100,100,100,10.0008235074336,1,1,3.789126,5,100,100,100,100,8.36296080732657,1,10,10,10,100,100,100,100
E01026065,East Midlands,E07000137,East Lindsey,799.420578,12.0017422617009,0.662805,1.196911,4.441441,7.140283,66.2805,100,100,100,8.77866149594826,1,1,2.72072,5,100,100,100,100,7.12926993756431,1,10,10,10,100,100,100,100
E01026066,East Midlands,E07000137,East Lindsey,778.843471,19.5297553474704,0,1.821664,4.570673,8.72391,0,100,100,100,11.8707343305151,0.850726,1,2.585204,4.715984,85.0726,100,100,100,9.47268237074216,1.410832,9.286657,10,10,100,100,100,100
E01026067,East Midlands,E07000137,East Lindsey,908.479241,10.8218077276762,0.804077,2.02718,5.15855,8.716874,80.4077,100,100,100,8.42446634975764,1,1,3.142695,5,100,100,100,100,7.53504803192157,1,10,10,10,100,100,100,100
E01026068,East Midlands,E07000137,East Lindsey,1004.162785,44.0008562314233,0.08709,0.668032,2.243852,3.952868,8.709,47.9508,68.2377,68.2377,23.5691862840431,0.199795,0.73668,1.733606,4.105532,19.9795,73.668,100,100,11.8447906218019,0.898565,9.663934,10,10,89.8565,100,100,100
E01026069,East Midlands,E07000137,East Lindsey,901.277254,23.0746167300125,0,1.113013,2,4.113013,0,100,100,100,29.1198444510951,0,0.543378,2,2,0,43.0365,100,100,15.729444415481,0.113013,4,10,10,11.3013,100,100,100
E01026070,East Midlands,E07000137,East Lindsey,829.257381,39.8590702648685,0,1.62655,2.19727,3.622828,0,50.124,59.3052,73.325,23.5343981990509,0.249379,2.631513,3.122828,4.263027,8.3126,87.7171,100,100,11.6546411179487,2.877171,9.650124,10,10,100,100,100,100
E01026071,East Midlands,E07000137,East Lindsey,1072.067235,78.1042761623412,0,0.818618,1.724568,2.871401,0,45.6813,45.6813,45.6813,41.1220583933637,0,0.193857,0.850287,3.648752,0,19.3857,56.142,100,17.4539614660399,0.095009,9.333013,10,10,9.5009,100,100,100
E01026072,East Midlands,E07000137,East Lindsey,840.574791,8.23795412449365,0.851897,1.121175,2.121175,5,85.1897,100,100,100,7.68458471797207,1,1,1,2,100,100,100,100,7.07830123647397,1,3,10,10,100,100,100,100
E01026073,East Midlands,E07000137,East Lindsey,853.94991,10.7042649062904,1,1,2,5,100,100,100,100,8.42137839098234,1,1,1,2,100,100,100,100,7.75186485238977,1,3,10,10,100,100,100,100
E01026074,East Midlands,E07000137,East Lindsey,939.344901,15.9390176014498,0.255202,1,2,3.584884,25.5202,100,100,100,10.967358162361,1,1,1,2,100,100,100,100,8.87785878815876,1,3,10,10,100,100,100,100
E01026075,East Midlands,E07000137,East Lindsey,942.431466,32.514206079671,0.158296,0.5131,1.80786,5.050218,15.8296,35.4803,90.8296,100,30.7408211683705,0,0.249999,1.91048,5.530567,0,24.9999,100,100,12.8937545784198,1.114628,9.72489,10,10,100,100,100,100
E01026076,East Midlands,E07000137,East Lindsey,929.056348,26.5190410424228,0,0.727574,2.096345,5.369878,0,72.7574,100,100,30.889742169322,0,0.684385,2.392026,5.620155,0,45.6256,100,100,14.7742199861103,0.543743,8.782945,10,10,54.3743,100,100,100
E01026077,East Midlands,E07000137,East Lindsey,517.514222,13.9753707572657,1.244532,3.502982,4,9.013916,75.5467,100,100,100,10.0737292023337,3,3,3,4,100,100,100,100,8.35043199822746,3,10,10,10,100,100,100,100
E01026078,East Midlands,E07000137,East Lindsey,459.898325,13.6970795836777,1.232662,3.494407,4,8.948545,72.7069,100,100,100,9.95823019737769,3,3,3,4,100,100,100,100,8.30434169328618,3,10,10,10,100,100,100,100
E01026079,East Midlands,E07000137,East Lindsey,778.843472,11.0194016283891,0.611624,1,1.170409,2.602377,61.1624,100,100,100,9.78850395535546,0.877146,1,1,1.36856,87.7146,100,100,100,7.57327556472438,1,5.435931,10,10,100,100,100,100
E01026080,East Midlands,E07000137,East Lindsey,860.123041,16.9560544712711,0.625598,0.86244,5.270334,8.320574,62.5598,74.4019,100,100,12.5219067799122,0.625598,1,2.82177,9.625598,62.5598,100,100,100,8.58261508717342,1.356459,10,10,10,100,100,100,100
E01026081,East Midlands,E07000137,East Lindsey,1144.087108,5.63910659236053,2.902877,3,6,7.852517,100,100,100,100,6.87414572826871,3,3,3,4.579136,100,100,100,100,6.80132975327767,3,9.910971,10,10,100,100,100,100
E01026082,East Midlands,E07000137,East Lindsey,955.806585,40.9930723365155,0.170075,1.143164,2.386437,3.539289,17.0075,71.0441,77.2874,77.2874,28.9149811163064,0,1.078579,2.949407,3.893433,0,57.0505,100,100,13.4794266482386,1.287405,7.761033,10,10,67.4919,100,100,100
E01026083,East Midlands,E07000137,East Lindsey,792.218589,9.15717610976883,1,2,3.201298,5.097402,100,100,100,100,8.35134956145351,2,2,2,2,100,100,100,100,7.58495935030423,2,5,10,10,100,100,100,100
E01026084,East Midlands,E07000137,East Lindsey,684.188783,10.2238912506663,0.834586,2,3.183458,5.733834,83.4586,100,100,100,8.64035438777618,2,2,2,2,100,100,100,100,7.43029321499838,2,4.851127,10,10,100,100,100,100
E01026085,East Midlands,E07000137,East Lindsey,1062.807538,11.9256829241529,0.703775,1.703775,2.191674,4,70.3775,100,100,100,9.42378285960433,1.338818,2,2,2,94.1916,100,100,100,8.23416814098425,2,4.498547,10,10,100,100,100,100
E01026087,East Midlands,E07000137,East Lindsey,474.302299,16.1840531170074,0,3,4,7.542299,0,100,100,100,10.251037979833,3,3,3,4,100,100,100,100,8.71939044041924,3,9.570498,10,10,100,100,100,100
E01026088,East Midlands,E07000137,East Lindsey,522.658499,16.3041827626374,0.452755,3,4,7.606299,45.2755,100,100,100,10.2204529724472,3,3,3,4,100,100,100,100,8.43726816923164,3,9.401574,10,10,100,100,100,100
E01026089,East Midlands,E07000137,East Lindsey,951.691165,7.62275360896233,2.24,3,4.875675,7.621621,100,100,100,100,7.5074808754403,3,3,3,4.892972,100,100,100,100,7.19153495657997,3,10,10,10,100,100,100,100
E01026090,East Midlands,E07000137,East Lindsey,565.870422,9.79233218857527,1.581818,3,3.992727,7,100,100,100,100,8.64178343301215,3,3,3,4.18,100,100,100,100,7.76623103919872,3,9.70909,10,10,100,100,100,100
E01026091,East Midlands,E07000137,East Lindsey,448.580916,11.8060715385846,1,3,3.772935,7,100,100,100,100,9.29891078514712,3,3,3,4.770642,100,100,100,100,7.57116067750113,3,10,10,10,100,100,100,100
E01026092,East Midlands,E07000137,East Lindsey,636.861439,13.7059025023457,1.05008,2,2,9.840064,62.197,100,100,100,9.59664099972423,2,2,2,2,100,100,100,100,7.47514984624311,2,5,10,10,100,100,100,100
E01026093,East Midlands,E07000137,East Lindsey,787.074314,17.0978008512215,0.431372,2,2.560784,8.941176,43.1372,100,100,100,11.9348784292953,1.878431,2,2,2,100,100,100,100,9.00046231199738,2,4.690196,10,10,100,100,100,100
E01026094,East Midlands,E07000137,East Lindsey,710.939022,13.2957550559268,1.534008,2,2,7.251808,85.6729,100,100,100,9.52193518893031,2,2,2,2,100,100,100,100,7.75359056326634,2,5,10,10,100,100,100,100
E01026095,East Midlands,E07000137,East Lindsey,496.937115,26.9065156297828,0,1.490683,2,4.894409,0,74.5341,100,100,15.1344151462746,0.467908,2,2,2,46.7908,100,100,100,10.7561972693213,2,3.221532,10,10,100,100,100,100
E01026096,East Midlands,E07000137,East Lindsey,614.226622,32.3666392683532,0,0.763819,2,2.597989,0,38.1909,100,100,16.5641297470276,0,2,2,2,0,100,100,100,11.5532660102483,2,2.809045,9.413735,10,100,100,100,100
E01026097,East Midlands,E07000137,East Lindsey,731.516127,20.3748430569135,0,2,2,8.265822,0,100,100,100,12.9431282400461,1.632911,2,2,2,100,100,100,100,9.88445024746251,2,3.632911,10,10,100,100,100,100
E01026098,East Midlands,E07000137,East Lindsey,839.545936,18.7569861639556,0.262254,3.344362,6.344362,7.262254,26.2254,100,100,100,27.9108808781179,0,0.852941,6.323529,7.709558,0,85.2941,100,100,11.7643574138463,1.683823,9.830882,10,10,100,100,100,100
E01026099,East Midlands,E07000137,East Lindsey,973.297125,23.6237688031771,0.248414,1,1.248414,3.062367,24.8414,100,100,100,30.6687618293106,0,0.509513,1.27167,3.013742,0,50.9513,100,100,13.7655184720014,0.583509,5.725158,10,10,58.3509,100,100,100
E01026100,East Midlands,E07000137,East Lindsey,854.978765,7.29540066465999,1,1.880866,4.880866,7.083032,100,100,100,100,7.20412588513357,1,1,1,3.440433,100,100,100,100,6.53642042810785,1,8,10,10,100,100,100,100
E01026101,East Midlands,E07000137,East Lindsey,521.629643,10.3146394155558,1,2,5,9,100,100,100,100,8.1795631336273,1,1,1,4,100,100,100,100,7.12731616374689,1,8.195266,10,10,100,100,100,100
E01026102,East Midlands,E07000137,East Lindsey,919.796649,13.4048435681973,0.393736,2.070469,5.183445,6.16331,39.3736,100,100,100,16.318486970658,0.393736,0.855704,1.717002,3.840044,39.3736,85.5704,100,100,9.65398561924268,0.965324,7.822147,10,10,73.4899,100,100,100
E01026103,East Midlands,E07000137,East Lindsey,1007.249351,21.9398105663567,0,1.399387,2,2.101123,0,100,100,100,23.1936207222323,0,1,1.265577,2,0,100,100,100,13.8277489505571,0.866189,2.464759,10,10,86.6189,100,100,100
E01026104,East Midlands,E07000137,East Lindsey,1055.605551,27.4530015420524,0,0.730019,1.851851,2.155945,0,73.0019,100,100,27.8831242752768,0,0.851851,1,2,0,85.1851,100,100,15.8157038792602,0.260233,2,10,10,26.0233,100,100,100
E01026105,East Midlands,E07000137,East Lindsey,828.228527,35.4736431571985,0.122981,0.43354,0.686956,1.536645,12.2981,31.0559,44.0993,85.2173,21.3813678932459,0.122981,0.791304,2.080745,3.736645,12.2981,79.1304,100,100,11.2804983753972,1.362732,9.042236,10,10,100,100,100,100
E01026106,East Midlands,E07000137,East Lindsey,494.879405,24.1550799585452,0,3.401247,10,10,0,100,100,100,27.3945304664077,0,1.226611,9.401247,10,0,100,100,100,12.9781528441769,2.453222,10,10,10,100,100,100,100
E01026107,East Midlands,E07000137,East Lindsey,516.485367,30.2162675833919,0,1.689243,7.01992,10,0,67.9282,100,100,34.8575553516038,0,0.541832,4.621513,9.037848,0,27.0916,100,100,16.5461190166206,0.752988,9.679282,10,10,48.2071,100,100,100
E01026108,East Midlands,E07000137,East Lindsey,968.152849,13.1122377329724,1.222104,3,3.580233,7,100,100,100,100,10.4538914071636,3,3,3,4,100,100,100,100,8.59243940424399,3,9.795961,10,10,100,100,100,100
E01026109,East Midlands,E07000137,East Lindsey,1135.856265,19.3878441080906,0.139492,1,2,2.390398,13.9492,100,100,100,14.1476281167421,0.696557,1,1,2,69.6557,100,100,100,10.2566603448482,1,2.813405,9.830615,10,100,100,100,100
E01026110,East Midlands,E07000137,East Lindsey,706.823601,32.809793264889,0,0.411935,3.391557,7.248908,0,41.1935,85.5895,85.5895,37.6380652665321,0,0,1.71179,2.732168,0,0,85.5895,100,14.6024208081193,0.855895,4,10,10,85.5895,100,100,100
E01026111,East Midlands,E07000137,East Lindsey,571.014699,30.1456731215001,0,0.74054,1.98018,4.845045,0,56.2162,100,100,39.4688197327163,0,0,1,2.801801,0,0,100,100,16.8313193132506,0,4.98018,10,10,0,100,100,100
E01026112,East Midlands,E07000137,East Lindsey,482.533142,25.9535852618334,0,1.264392,4.793176,8.577825,0,100,100,100,35.8670323953396,0,0,1.788912,2.211087,0,0,100,100,13.9536748180545,0.788912,4,10,10,78.8912,100,100,100
E01026113,East Midlands,E07000137,East Lindsey,752.093234,27.4796706452782,0,0.960328,2.410396,3.913816,0,63.7482,100,100,32.9502471082005,0,0.22435,1.336525,3.279069,0,22.435,100,100,15.0772992853275,0.320109,5.928864,10,10,32.0109,100,100,100
E01026114,East Midlands,E07000137,East Lindsey,657.438545,15.2248841285074,0.323943,2,2.496087,7.350547,32.3943,100,100,100,10.2644209151707,2,2,2,2,100,100,100,100,7.86454003919126,2,4.496087,10,10,100,100,100,100
E01026115,East Midlands,E07000137,East Lindsey,763.410642,18.5120098261631,0,1.805929,2,3.611859,0,100,100,100,16.9973554000557,0,2,2,2,0,100,100,100,11.1941703417253,2,3.327493,10,10,100,100,100,100
E01026116,East Midlands,E07000137,East Lindsey,685.217638,15.9082424539508,0,2,2,5.472972,0,100,100,100,12.6799453272964,1.163663,2,2,2,100,100,100,100,9.39951516035831,2,3.806306,10,10,100,100,100,100
E01026117,East Midlands,E07000137,East Lindsey,842.632502,30.5877391962479,0,1.006105,2.855921,3.306471,0,64.3467,89.9877,89.9877,33.2375100060555,0,0.417582,1.755799,3.96459,0,41.7582,92.796,100,15.0202350864613,0.621489,6.184371,10,10,37.851,100,100,100
E01026118,East Midlands,E07000137,East Lindsey,718.141009,14.2188387334483,0.590257,2.277936,4.136103,5.580229,44.8424,100,100,100,10.1381235083126,2,2,3.141833,5.722063,100,100,100,100,8.0309267385737,2.136103,7.886819,10,10,100,100,100,100
